,Unnamed: 0,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o,gender_data,district_data,age,social_catagory,school_wise_data
23078,23078,0,1,7,1,0,0,1,0,0,5,1,0,1,4,1,1,4,33,1,6,0.998,male,,,,
23079,23079,0,1,3,1,0,0,1,0,0,2,1,1,1,1,3,1,4,12,1,7,0.502,male,,,,
23080,23080,0,4,4,1,0,1,0,0,3,0,2,1,1,3,3,0,4,9,1,6,0.108,male,,,,
23081,23081,0,2,3,0,0,0,1,0,0,3,1,0,1,2,2,1,3,23,0,6,0.482,female,,,,
23082,23082,0,4,4,1,0,1,0,0,5,0,0,0,0,2,3,1,5,25,1,6,0.48,male,,,,
23083,23083,0,4,7,0,0,0,1,0,2,1,2,1,1,3,1,0,5,15,0,4,0.851,female,,,,
23084,23084,0,2,7,0,0,0,1,0,1,3,0,0,1,3,4,1,4,22,1,7,0.221,male,,,,
23085,23085,0,1,3,1,0,1,0,0,0,3,1,0,1,4,3,1,3,12,0,6,0.583,female,,,,
23086,23086,0,1,4,0,1,0,1,1,1,4,2,1,0,4,1,1,2,15,0,6,0.873,female,,,,
23087,23087,0,2,1,0,0,0,0,0,1,5,1,1,0,2,4,1,1,25,0,6,0.863,female,,,,
23088,23088,0,3,7,0,0,0,1,0,5,2,2,0,1,4,4,0,3,10,0,4,0.994,female,,,,
23089,23089,0,1,2,1,1,0,1,0,3,0,2,0,1,2,4,1,4,26,1,9,0.377,male,,,,
23090,23090,0,1,5,0,0,0,0,0,0,2,1,0,0,3,2,1,1,11,0,5,0.913,female,,,,
23091,23091,0,1,6,0,0,0,0,0,2,5,2,1,1,4,2,0,4,10,1,3,0.605,male,,,,
23092,23092,0,2,4,1,0,0,0,0,2,2,1,0,1,2,1,0,4,12,0,4,0.531,female,,,,
23093,23093,0,4,1,1,0,0,1,0,0,0,0,0,1,3,4,0,5,16,0,9,0.618,female,,,,
23094,23094,0,3,3,0,1,0,0,0,3,5,2,0,1,3,4,0,4,6,0,5,0.243,female,,,,
23095,23095,0,3,5,0,0,0,0,1,5,3,0,0,1,4,4,1,5,11,0,7,0.36,female,,,,
23096,23096,0,3,4,1,0,0,1,0,3,2,0,0,1,3,2,0,4,26,0,6,0.672,female,,,,
23097,23097,0,3,3,0,0,0,1,0,3,5,0,0,1,4,3,0,3,12,0,4,0.792,female,,,,
23098,23098,0,2,5,1,1,0,0,1,5,2,2,1,1,2,1,1,1,22,1,9,0.491,male,,,,
23099,23099,1,2,1,0,0,0,0,0,0,3,1,0,1,1,1,1,2,9,0,6,0.207,female,,,,
23100,23100,1,4,3,1,0,0,0,0,1,4,2,1,0,3,1,1,1,33,0,5,0.212,female,,,,
23101,23101,1,2,2,0,0,0,1,0,4,3,1,1,1,2,2,1,1,7,1,7,0.672,male,,,,
23102,23102,0,3,3,0,0,0,0,0,4,1,1,0,0,1,4,1,3,7,0,3,0.1,female,,,,
23103,23103,0,4,7,0,1,0,1,0,1,0,0,1,1,1,4,0,5,33,1,7,0.99,male,,,,
23104,23104,0,4,5,0,0,0,0,0,3,5,0,0,0,1,4,1,5,26,0,4,0.784,female,,,,
23105,23105,0,4,5,0,0,0,1,0,4,0,0,0,0,2,3,1,1,29,1,6,0.475,male,,,,
23106,23106,0,1,4,0,0,0,1,0,5,4,0,1,1,3,3,1,2,18,0,7,0.871,female,,,,
23107,23107,0,4,1,1,0,0,0,0,3,2,1,1,1,1,3,1,2,16,0,5,0.165,female,,,,
23108,23108,0,1,2,0,0,0,0,0,5,1,0,0,1,2,2,1,5,18,0,5,0.422,female,,,,
23109,23109,0,3,5,0,0,0,1,1,4,2,1,1,1,2,2,1,4,7,0,8,0.108,female,,,,
23110,23110,1,4,7,0,0,0,1,0,2,5,1,1,1,1,1,1,2,4,0,5,0.632,female,,,,
23111,23111,0,3,6,0,0,0,1,0,3,4,2,1,1,1,3,1,5,29,0,5,0.322,female,,,,
23112,23112,0,1,4,0,1,0,0,0,5,3,1,1,1,3,4,1,3,7,0,7,0.144,female,,,,
23113,23113,1,1,6,0,0,1,1,0,5,2,1,0,1,2,4,1,4,30,0,8,0.43,female,,,,
23114,23114,0,4,6,0,0,0,0,0,1,1,0,1,0,4,2,1,4,22,0,3,0.669,female,,,,
23115,23115,0,3,7,1,0,0,1,0,3,1,2,1,1,4,4,0,3,26,1,6,0.996,male,,,,
23116,23116,0,1,6,0,0,0,0,1,4,1,1,1,1,4,1,1,3,15,0,5,0.171,female,,,,
23117,23117,0,1,4,0,0,0,1,0,0,5,2,0,1,4,2,1,2,29,1,5,0.949,male,,,,
23118,23118,1,1,4,0,1,0,0,0,1,1,0,0,0,2,2,1,4,5,1,6,0.35,male,,,,
23119,23119,0,4,2,0,0,0,0,0,4,0,0,1,0,1,1,1,2,17,1,4,0.125,male,,,,
23120,23120,0,2,1,1,0,0,1,0,2,5,2,1,1,1,1,1,2,2,0,7,0.834,female,,,,
23121,23121,1,2,5,0,0,0,1,0,3,5,0,0,1,1,4,0,1,28,0,7,0.7,female,,,,
23122,23122,0,4,1,1,0,0,1,0,3,2,1,0,1,2,4,1,2,32,0,7,0.08,female,,,,
23123,23123,0,3,4,0,0,0,1,0,3,1,1,1,1,3,3,0,1,16,0,5,0.798,female,,,,
23124,23124,0,1,4,0,0,0,1,0,2,2,1,1,1,4,4,1,5,12,0,6,0.507,female,,,,
23125,23125,1,2,4,0,0,0,1,0,1,5,1,1,1,3,1,1,4,28,0,7,0.754,female,,,,
23126,23126,0,4,5,0,0,0,1,0,1,1,0,1,1,3,3,1,3,16,1,7,0.867,male,,,,
23127,23127,1,3,3,0,1,0,0,0,2,1,2,1,1,1,1,1,2,30,0,6,0.717,female,,,,
23128,23128,0,4,1,1,0,0,1,0,4,1,2,0,1,3,3,1,5,22,0,6,0.143,female,,,,
23129,23129,0,1,6,0,1,0,1,0,4,0,2,1,1,3,1,1,4,7,0,8,0.841,female,,,,
23130,23130,1,1,7,0,0,1,0,1,5,1,2,1,1,4,1,1,2,29,0,7,0.446,female,,,,
23131,23131,0,4,5,1,1,0,1,0,4,1,1,0,1,2,2,1,1,3,1,7,0.268,male,,,,
23132,23132,0,4,3,1,0,1,1,0,4,2,1,1,1,4,2,0,2,13,0,5,0.369,female,,,,
23133,23133,0,4,6,0,0,0,0,0,2,0,2,1,1,3,3,1,4,1,1,5,0.56,male,,,,
23134,23134,0,2,5,0,0,0,0,0,1,2,2,0,1,3,2,1,2,7,1,5,0.65,male,,,,
23135,23135,0,2,3,0,0,0,1,0,4,2,2,0,1,1,1,1,4,28,1,4,0.704,male,,,,
23136,23136,0,3,6,0,0,0,1,0,3,3,2,1,0,1,3,1,5,32,0,4,0.794,female,,,,
23137,23137,1,1,6,1,1,0,0,0,3,4,2,0,1,4,2,0,5,18,1,5,0.717,male,,,,
23138,23138,0,1,5,0,1,0,1,0,4,4,2,1,1,2,1,1,4,4,0,8,0.141,female,,,,
23139,23139,0,3,7,0,0,0,1,0,3,2,0,0,1,3,3,1,3,21,1,6,0.869,male,,,,
23140,23140,0,2,3,0,0,0,1,0,0,5,1,0,1,3,2,1,5,1,1,6,0.821,male,,,,
23141,23141,0,2,6,1,0,0,1,0,5,1,1,0,1,4,2,1,5,18,1,5,0.263,male,,,,
23142,23142,0,1,1,0,0,1,0,0,1,3,2,1,0,1,4,1,2,12,1,6,0.89,male,,,,
23143,23143,1,4,3,0,0,0,1,1,3,2,1,0,1,1,2,1,4,15,1,5,0.172,male,,,,
23144,23144,1,1,7,0,1,0,1,0,3,0,1,1,1,4,1,1,4,24,0,8,0.523,female,,,,
23145,23145,0,2,2,0,0,0,1,0,0,0,1,0,1,1,1,1,4,18,1,6,0.285,male,,,,
23146,23146,1,2,5,0,0,0,1,0,1,1,0,0,1,3,1,1,2,3,0,8,0.13,female,,,,
23147,23147,1,2,7,0,0,0,1,0,4,3,1,0,0,2,3,0,1,15,1,4,0.14,male,,,,
23148,23148,1,2,5,0,0,0,0,0,1,1,1,0,1,3,2,1,4,13,1,6,0.99,male,,,,
23149,23149,1,3,5,1,0,0,0,0,1,3,2,0,1,3,1,1,2,18,0,7,0.406,female,,,,
23150,23150,0,4,1,0,0,0,1,0,5,3,1,0,1,3,1,1,4,11,0,5,0.708,female,,,,
23151,23151,0,3,1,0,0,0,1,0,0,4,1,0,1,1,1,1,4,25,1,6,0.135,male,,,,
23152,23152,0,2,7,0,0,0,1,0,2,0,1,0,1,2,3,0,3,9,0,5,0.735,female,,,,
23153,23153,0,3,3,0,0,0,1,0,4,0,2,0,1,2,1,0,1,24,0,5,0.24,female,,,,
23154,23154,0,3,7,0,1,1,1,0,2,4,2,0,0,4,4,1,3,5,0,6,0.471,female,,,,
23155,23155,1,3,6,0,0,1,1,0,1,5,1,1,1,3,3,1,1,6,1,8,0.831,male,,,,
23156,23156,0,3,1,1,0,1,1,0,0,3,2,1,1,2,2,0,4,4,0,9,0.705,female,,,,
23157,23157,1,1,7,0,0,0,1,0,5,3,2,1,0,1,3,1,3,28,1,5,0.658,male,,,,
23158,23158,0,2,1,0,0,0,0,1,3,5,1,0,0,4,1,1,2,31,0,4,0.24,female,,,,
23159,23159,0,4,7,0,1,0,1,0,2,4,1,0,1,1,4,1,3,29,0,5,0.623,female,,,,
23160,23160,0,2,6,0,1,0,0,0,2,5,1,0,1,4,2,1,4,17,0,4,0.748,female,,,,
23161,23161,0,4,1,0,0,1,1,0,3,2,1,0,0,4,4,0,3,24,0,4,0.57,female,,,,
23162,23162,1,1,1,0,0,0,1,0,4,2,2,0,1,1,4,1,2,9,1,7,0.367,male,,,,
23163,23163,0,4,6,0,0,0,0,0,1,2,1,0,1,1,3,1,5,4,0,2,0.868,female,,,,
23164,23164,0,3,3,0,0,0,1,0,3,3,1,0,1,3,2,1,1,13,0,5,0.613,female,,,,
23165,23165,0,2,5,0,0,0,1,0,3,5,1,0,1,1,3,1,2,22,1,5,0.296,male,,,,
23166,23166,0,2,6,0,0,0,0,0,3,2,0,0,1,4,3,1,1,23,1,4,0.393,male,,,,
23167,23167,0,2,1,0,1,0,1,0,0,1,2,0,0,4,3,1,2,3,1,6,0.496,male,,,,
23168,23168,1,2,4,0,0,0,1,0,4,0,2,1,1,1,2,1,2,31,1,7,0.679,male,,,,
23169,23169,0,4,3,1,0,0,0,0,4,4,2,1,1,2,3,1,2,26,0,5,0.99,female,,,,
23170,23170,0,4,1,0,1,1,0,0,1,5,0,1,1,2,2,1,3,6,1,8,0.492,male,,,,
23171,23171,1,4,6,0,0,0,0,1,5,0,0,1,1,1,4,1,5,30,1,8,0.753,male,,,,
23172,23172,0,3,2,0,0,1,1,0,2,4,2,1,1,3,4,1,2,28,0,8,0.952,female,,,,
23173,23173,1,2,1,1,0,1,1,1,2,0,2,0,1,3,3,1,5,23,1,11,0.297,male,,,,
23174,23174,0,2,7,0,0,0,1,0,4,1,0,0,1,3,4,0,2,32,0,6,0.419,female,,,,
23175,23175,1,4,6,0,0,0,1,0,1,4,1,1,1,3,2,1,1,32,1,6,0.817,male,,,,
23176,23176,0,3,3,0,0,0,0,0,3,1,1,1,0,3,4,1,2,5,0,5,0.564,female,,,,
23177,23177,0,1,1,0,0,1,1,0,2,5,2,0,1,1,1,1,4,31,1,6,0.745,male,,,,
23178,23178,0,3,1,0,0,0,0,1,2,2,2,0,0,1,4,0,3,20,0,4,0.615,female,,,,
23179,23179,0,2,4,0,0,0,0,0,4,0,2,1,1,4,4,1,1,4,0,6,0.757,female,,,,
23180,23180,1,1,6,1,1,1,1,0,1,4,1,0,0,1,3,0,3,21,0,6,0.59,female,,,,
23181,23181,0,1,4,0,0,1,1,0,2,5,1,1,0,1,3,1,4,1,0,5,0.171,female,,,,
23182,23182,0,4,3,0,0,0,1,0,2,2,2,1,1,3,3,1,3,33,0,5,0.975,female,,,,
23183,23183,1,3,1,0,0,0,1,0,0,5,0,0,1,4,1,1,1,23,0,8,0.217,female,,,,
23184,23184,0,3,4,0,0,0,1,0,5,4,1,1,1,1,4,1,3,19,0,6,0.431,female,,,,
23185,23185,1,1,2,0,0,1,1,0,3,4,1,1,1,4,2,1,1,9,0,7,0.932,female,,,,
23186,23186,0,1,4,0,0,1,1,0,3,1,0,1,1,4,4,1,4,30,0,8,0.523,female,,,,
23187,23187,0,1,6,0,0,0,0,0,1,1,2,1,1,1,2,0,3,7,0,3,0.802,female,,,,
23188,23188,0,3,7,0,0,0,1,0,3,4,0,1,1,3,1,1,3,16,1,7,0.181,male,,,,
23189,23189,0,3,4,0,0,0,1,0,3,5,0,0,1,2,3,1,1,14,1,6,0.756,male,,,,
23190,23190,0,2,3,0,0,0,1,1,1,1,0,0,1,4,1,0,5,12,0,5,0.534,female,,,,
23191,23191,0,1,6,0,0,0,1,0,4,0,2,1,1,2,4,1,5,27,0,8,0.259,female,,,,
23192,23192,0,1,6,0,0,0,0,0,3,3,0,1,0,2,4,1,5,19,0,6,0.149,female,,,,
23193,23193,1,3,2,0,0,0,1,1,1,2,0,0,0,3,1,1,3,20,1,7,0.347,male,,,,
23194,23194,0,4,7,0,0,0,0,0,1,1,2,1,1,3,4,1,2,10,1,5,0.71,male,,,,
23195,23195,0,1,7,0,0,1,0,0,5,3,0,1,1,1,2,1,3,1,0,6,0.447,female,,,,
23196,23196,0,2,6,0,0,0,1,0,0,2,2,0,1,1,4,1,5,17,1,6,0.57,male,,,,
23197,23197,0,2,1,0,0,0,1,0,4,1,0,1,0,2,1,1,4,19,1,7,0.583,male,,,,
23198,23198,0,4,3,0,0,0,0,0,3,1,2,1,1,1,4,0,1,26,1,3,0.76,male,,,,
23199,23199,0,3,6,0,0,0,1,0,0,2,0,0,1,1,1,1,2,13,1,6,0.262,male,,,,
23200,23200,0,1,7,0,0,0,0,0,4,4,1,1,1,1,4,1,1,5,0,5,0.118,female,,,,
23201,23201,0,2,1,1,0,1,1,0,3,1,1,1,1,3,2,1,5,19,0,9,0.186,female,,,,
23202,23202,0,3,7,0,1,1,1,0,0,4,0,1,1,1,1,1,1,12,1,9,0.282,male,,,,
23203,23203,0,3,7,0,0,0,0,0,2,0,1,1,0,3,2,0,5,29,1,4,0.632,male,,,,
23204,23204,0,1,7,1,0,0,1,0,2,5,1,0,0,1,3,1,2,31,1,4,0.136,male,,,,
23205,23205,0,2,6,0,0,0,1,0,0,5,0,1,1,1,4,1,1,12,1,8,0.536,male,,,,
23206,23206,0,4,4,0,1,0,1,0,4,2,0,0,1,2,1,1,2,20,1,6,0.325,male,,,,
23207,23207,1,2,7,1,0,1,0,0,4,4,2,0,1,1,3,1,3,10,0,6,0.507,female,,,,
23208,23208,0,4,4,1,0,0,1,0,2,4,1,0,1,3,3,0,5,17,0,4,0.644,female,,,,
23209,23209,1,3,3,1,0,0,1,0,2,2,2,1,1,4,3,0,5,11,1,6,0.194,male,,,,
23210,23210,0,3,3,1,0,1,1,0,1,0,1,1,1,2,3,1,1,9,0,9,0.968,female,,,,
23211,23211,1,4,4,0,0,0,0,0,0,5,1,1,0,1,2,1,1,18,1,4,0.583,male,,,,
23212,23212,0,3,4,0,0,0,1,0,4,5,2,0,0,3,4,1,4,8,1,5,0.421,male,,,,
23213,23213,0,4,6,0,1,0,1,0,1,4,0,0,0,4,3,0,5,8,0,3,0.515,female,,,,
23214,23214,0,2,5,1,0,0,1,0,2,0,2,0,1,1,4,1,2,8,1,8,0.354,male,,,,
23215,23215,0,3,6,0,0,0,1,0,2,4,2,0,1,1,1,1,4,12,1,4,0.918,male,,,,
23216,23216,0,2,3,0,0,0,1,0,5,0,1,1,1,4,1,1,4,6,1,6,0.598,male,,,,
23217,23217,0,1,6,0,0,0,1,0,2,1,0,1,1,3,1,1,2,31,1,7,0.529,male,,,,
23218,23218,0,2,6,0,0,0,1,0,2,0,2,0,1,2,3,1,1,16,0,6,0.239,female,,,,
23219,23219,0,2,4,0,1,0,1,0,5,0,0,0,1,3,1,1,1,28,0,8,0.188,female,,,,
23220,23220,0,1,4,0,0,0,1,0,2,0,1,0,1,1,3,1,1,17,1,5,0.481,male,,,,
23221,23221,0,4,1,0,0,0,0,0,4,3,2,0,1,4,1,1,3,17,1,3,0.216,male,,,,
23222,23222,1,4,5,0,0,0,1,0,5,4,0,1,1,3,2,1,2,30,0,8,0.337,female,,,,
23223,23223,0,4,1,0,0,0,1,0,0,2,1,1,1,2,3,1,3,20,1,7,0.1,male,,,,
23224,23224,0,3,7,0,0,1,0,0,2,2,0,0,1,3,3,1,5,25,1,6,0.868,male,,,,
23225,23225,0,1,3,0,0,0,0,0,2,2,2,0,0,4,3,1,4,23,0,2,0.64,female,,,,
23226,23226,0,3,6,0,1,0,1,0,1,2,0,0,0,3,2,1,2,15,0,6,0.22,female,,,,
23227,23227,1,1,2,0,0,1,0,1,4,1,0,1,0,4,1,0,4,33,0,6,0.544,female,,,,
23228,23228,1,4,6,0,0,0,1,0,1,4,1,1,1,2,3,1,3,8,1,6,0.389,male,,,,
23229,23229,0,4,4,0,1,1,1,0,2,2,1,1,1,1,3,0,1,4,0,5,0.243,female,,,,
23230,23230,0,2,3,0,0,0,1,0,1,2,0,0,1,3,4,1,5,5,0,7,0.213,female,,,,
23231,23231,0,4,5,1,0,0,0,1,5,5,1,0,1,1,3,0,3,3,1,4,0.885,male,,,,
23232,23232,0,4,7,0,0,0,1,1,0,0,0,1,1,3,3,1,2,30,0,9,0.929,female,,,,
23233,23233,0,1,7,0,0,1,0,0,2,2,1,0,1,4,4,1,4,33,0,5,0.467,female,,,,
23234,23234,0,2,3,0,0,0,1,0,0,0,1,0,1,1,4,0,3,24,1,6,0.361,male,,,,
23235,23235,0,2,2,0,0,0,0,0,3,0,0,1,1,2,1,1,1,1,1,7,0.433,male,,,,
23236,23236,0,4,5,1,0,0,1,0,4,2,2,1,1,1,4,0,2,13,1,6,0.227,male,,,,
23237,23237,0,1,4,0,0,0,1,1,3,1,0,1,1,4,4,1,1,2,0,8,0.46,female,,,,
23238,23238,1,1,4,0,0,0,0,0,5,5,0,0,0,1,1,1,5,4,0,4,0.64,female,,,,
23239,23239,0,3,4,0,0,0,1,0,5,2,2,0,1,4,4,1,3,4,1,5,0.972,male,,,,
23240,23240,0,1,2,0,0,0,1,0,0,2,1,0,1,1,2,1,2,10,0,5,0.141,female,,,,
23241,23241,0,4,5,0,0,0,0,0,5,0,0,1,0,3,2,1,2,22,0,6,0.758,female,,,,
23242,23242,0,4,3,0,0,0,0,0,3,0,1,1,1,1,4,1,2,10,1,5,0.83,male,,,,
23243,23243,0,3,1,1,1,0,1,0,5,1,0,1,1,3,1,1,1,23,0,10,0.354,female,,,,
23244,23244,0,2,4,0,0,0,1,0,4,3,0,1,1,3,3,1,3,4,0,7,0.685,female,,,,
23245,23245,0,1,5,0,0,0,1,1,3,5,0,0,0,3,2,1,4,5,0,7,0.726,female,,,,
23246,23246,0,4,4,0,0,0,1,0,0,4,1,0,1,1,4,1,3,24,1,5,0.551,male,,,,
23247,23247,0,1,2,1,0,1,1,0,0,2,1,0,1,4,2,1,5,12,0,7,0.355,female,,,,
23248,23248,0,4,2,1,0,0,0,0,2,5,1,0,1,4,1,1,1,7,0,3,0.582,female,,,,
23249,23249,0,4,6,0,0,0,1,0,3,5,1,0,1,2,1,0,2,14,0,3,0.319,female,,,,
23250,23250,0,1,7,1,0,0,1,0,3,5,1,0,1,3,2,1,5,26,1,6,0.87,male,,,,
23251,23251,0,2,6,0,0,0,1,0,2,3,1,0,0,2,2,1,1,24,1,4,0.76,male,,,,
23252,23252,0,2,2,1,0,1,1,0,4,4,0,0,1,3,4,1,5,24,0,9,0.979,female,,,,
23253,23253,0,4,2,0,0,0,1,0,0,4,0,1,1,4,1,0,3,31,0,5,0.512,female,,,,
23254,23254,0,3,6,0,0,0,1,0,5,4,1,0,0,4,1,1,2,29,0,3,0.33,female,,,,
23255,23255,0,4,2,0,0,0,0,0,4,4,0,0,1,2,1,1,3,12,1,4,0.782,male,,,,
23256,23256,0,3,5,0,0,0,0,1,2,4,2,0,1,4,3,1,5,24,1,5,0.705,male,,,,
23257,23257,0,4,6,0,0,0,1,0,4,0,1,1,1,1,3,1,4,18,0,5,0.89,female,,,,
23258,23258,0,3,4,0,0,0,0,0,3,5,0,1,1,2,3,1,5,33,0,6,0.881,female,,,,
23259,23259,1,3,1,0,0,0,0,0,3,2,2,1,1,3,1,1,3,21,1,7,0.423,male,,,,
23260,23260,0,4,4,0,1,0,0,0,4,0,1,0,1,2,1,1,3,28,1,5,0.319,male,,,,
23261,23261,0,2,2,1,0,0,1,1,4,1,0,0,0,4,4,1,4,2,1,7,0.709,male,,,,
23262,23262,0,4,6,0,1,0,1,0,3,2,2,1,1,3,4,0,4,24,1,6,0.465,male,,,,
23263,23263,0,4,7,0,0,0,1,0,0,2,0,0,0,3,2,0,5,15,0,4,0.854,female,,,,
23264,23264,0,4,5,0,0,0,0,0,3,1,2,1,1,3,3,1,3,8,0,5,0.12,female,,,,
23265,23265,0,3,6,0,1,0,1,0,0,5,0,1,1,1,3,1,1,20,0,8,0.101,female,,,,
23266,23266,1,4,5,0,1,1,0,0,3,1,2,0,1,4,3,1,5,30,1,6,0.478,male,,,,
23267,23267,0,4,4,0,0,0,1,0,0,3,2,1,1,3,3,1,1,20,1,6,0.947,male,,,,
23268,23268,0,2,4,0,0,0,1,0,2,3,0,1,1,2,3,1,2,12,1,7,0.745,male,,,,
23269,23269,0,3,2,0,0,0,1,0,1,3,2,0,1,4,3,1,3,21,1,4,0.98,male,,,,
23270,23270,0,3,4,0,1,1,1,0,4,4,1,1,1,4,4,0,3,10,1,7,0.706,male,,,,
23271,23271,0,4,3,0,0,0,1,1,0,4,0,0,1,4,4,1,2,6,1,7,0.607,male,,,,
23272,23272,0,3,6,0,0,0,0,0,1,0,2,0,1,3,2,1,3,6,0,5,0.16,female,,,,
23273,23273,0,2,1,1,0,0,1,1,4,5,0,0,1,2,3,1,3,29,0,9,0.413,female,,,,
23274,23274,1,4,7,0,0,0,1,0,3,0,1,1,1,2,3,1,3,24,0,7,0.43,female,,,,
23275,23275,0,2,4,0,0,0,1,0,3,2,2,1,1,4,2,1,5,12,1,5,0.757,male,,,,
23276,23276,0,4,3,0,0,0,1,0,5,4,0,1,0,1,3,1,4,23,0,4,0.912,female,,,,
23277,23277,0,4,2,0,0,1,0,0,4,4,2,0,0,3,3,1,3,22,0,3,0.689,female,,,,
23278,23278,0,4,1,1,0,0,1,0,1,4,2,1,1,2,4,1,2,20,0,8,0.416,female,,,,
23279,23279,1,3,3,0,0,0,0,1,2,4,0,0,1,4,1,0,4,5,0,5,0.44,female,,,,
23280,23280,1,1,3,1,0,0,1,0,2,4,2,0,0,4,3,1,3,22,1,5,0.158,male,,,,
23281,23281,0,2,5,0,0,0,0,0,1,5,0,0,0,3,1,1,1,5,0,5,0.627,female,,,,
23282,23282,0,4,7,0,1,0,1,0,1,2,2,0,0,4,4,1,3,1,0,4,0.118,female,,,,
23283,23283,0,3,5,0,0,1,0,0,4,5,2,0,1,4,4,1,5,24,0,6,0.791,female,,,,
23284,23284,0,2,4,0,0,0,1,0,4,2,1,1,1,3,4,0,2,31,0,6,0.421,female,,,,
23285,23285,1,2,3,0,0,1,1,0,5,4,0,1,1,1,1,1,2,13,1,8,0.25,male,,,,
23286,23286,0,2,2,1,0,0,1,0,3,4,0,1,0,1,2,1,2,17,1,6,0.985,male,,,,
23287,23287,1,4,3,0,0,0,1,0,2,0,1,0,1,3,3,1,1,27,0,6,0.924,female,,,,
23288,23288,0,2,4,0,0,0,1,0,0,2,2,0,1,3,4,1,2,26,0,7,0.116,female,,,,
23289,23289,0,3,1,0,0,0,0,1,0,5,0,0,1,2,4,1,1,9,0,9,0.207,female,,,,
23290,23290,1,1,4,0,0,0,1,0,2,3,1,0,1,1,3,1,5,26,0,5,0.655,female,,,,
23291,23291,0,2,6,0,0,0,1,0,2,1,1,1,1,4,1,1,1,12,0,5,0.32,female,,,,
23292,23292,0,3,6,0,1,1,0,0,4,2,1,0,1,3,3,1,2,20,0,6,0.537,female,,,,
23293,23293,0,1,5,0,0,0,1,0,5,1,1,1,1,2,1,0,4,30,1,6,0.385,male,,,,
23294,23294,0,4,5,0,0,0,1,0,5,2,0,1,0,4,3,1,2,33,1,5,0.361,male,,,,
23295,23295,0,3,5,0,1,0,1,1,5,1,0,0,1,2,1,1,3,16,1,9,0.837,male,,,,
23296,23296,0,1,3,1,0,0,0,0,5,3,2,1,1,1,3,1,5,12,1,5,0.712,male,,,,
23297,23297,0,2,3,1,1,0,1,0,3,1,1,1,1,1,1,1,5,20,0,7,0.589,female,,,,
23298,23298,0,1,7,0,0,0,1,0,1,1,2,0,1,1,4,1,3,21,0,5,0.265,female,,,,
23299,23299,0,1,5,0,0,0,1,1,2,0,2,0,1,4,3,1,2,2,0,7,0.525,female,,,,
23300,23300,1,3,3,1,0,0,1,0,2,4,0,1,1,4,3,1,3,19,0,8,0.649,female,,,,
23301,23301,0,1,6,0,1,0,0,0,2,1,2,1,1,3,3,1,4,7,1,6,0.827,male,,,,
23302,23302,0,4,7,0,0,0,0,0,4,0,2,0,1,2,2,1,2,26,0,4,0.353,female,,,,
23303,23303,0,3,6,0,0,1,1,0,5,4,2,1,1,3,2,1,1,31,1,7,0.694,male,,,,
23304,23304,0,4,7,0,0,0,0,0,5,3,0,0,1,3,2,0,2,32,0,3,0.887,female,,,,
23305,23305,0,3,4,1,1,0,1,0,0,0,2,1,1,2,1,1,2,16,1,10,0.753,male,,,,
23306,23306,0,2,4,0,0,1,1,0,4,2,1,1,1,1,1,1,2,9,1,6,0.672,male,,,,
23307,23307,1,4,4,0,0,0,1,1,3,4,1,1,1,4,1,1,4,5,1,6,0.811,male,,,,
23308,23308,0,4,3,1,1,0,1,0,5,4,0,0,0,1,2,1,4,19,0,5,0.701,female,,,,
23309,23309,0,1,6,0,0,0,0,0,4,3,1,1,1,1,4,1,1,21,0,5,0.12,female,,,,
23310,23310,0,1,3,0,0,0,1,0,5,3,1,0,1,3,4,1,4,4,0,6,0.158,female,,,,
23311,23311,0,4,7,0,0,0,1,0,2,3,1,1,0,3,3,1,2,31,0,4,0.24,female,,,,
23312,23312,1,1,4,0,0,0,1,0,1,2,1,1,1,2,2,1,2,21,0,7,0.32,female,,,,
23313,23313,0,1,2,0,1,0,1,0,0,1,0,0,1,3,3,1,3,8,0,8,0.77,female,,,,
23314,23314,1,4,6,0,0,0,0,1,3,4,1,0,0,3,2,1,1,33,0,4,0.96,female,,,,
23315,23315,0,4,4,0,1,0,1,1,4,5,1,1,1,3,4,1,4,24,0,8,0.673,female,,,,
23316,23316,0,1,5,0,0,0,0,1,4,4,1,1,1,1,3,0,5,11,1,5,0.379,male,,,,
23317,23317,0,4,6,0,0,0,1,0,4,2,1,0,1,4,4,0,3,15,1,3,0.949,male,,,,
23318,23318,0,4,2,0,0,0,1,1,4,2,2,1,1,4,4,0,1,13,1,5,0.262,male,,,,
23319,23319,1,1,5,1,0,0,1,0,3,1,0,0,1,1,4,1,5,24,0,9,0.429,female,,,,
23320,23320,1,1,4,0,0,1,1,0,4,0,1,0,1,3,4,0,1,18,1,8,0.247,male,,,,
23321,23321,0,2,3,0,0,1,1,1,4,2,1,1,1,3,4,1,2,11,0,9,0.403,female,,,,
23322,23322,0,1,1,0,0,1,1,0,1,5,2,1,1,4,3,1,4,18,1,7,0.37,male,,,,
23323,23323,1,4,7,0,0,1,1,0,1,1,0,0,1,4,2,1,4,3,0,6,0.142,female,,,,
23324,23324,0,2,1,0,0,0,1,1,2,2,2,0,1,2,4,1,1,11,0,8,0.31,female,,,,
