,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o,gender_data,district_data,age,social_catagory,school_wise_data
20387,0,3,7,0,0,0,1,0,0,3,1,1,1,1,2,1,3,12,1,6,0.81,male,,8-11 year,,
20388,0,2,1,1,0,1,1,0,0,2,2,1,1,2,1,1,4,32,0,10,0.305,female,,11-14 year,,
20389,0,4,7,0,1,0,1,0,2,2,2,0,0,3,2,1,2,23,0,4,0.787,female,,6-8 year,,
20390,1,1,2,0,0,0,0,0,1,2,1,0,1,2,3,1,5,28,1,5,0.533,male,,14-18 year,,
20391,1,1,4,0,0,1,1,0,2,4,0,0,1,2,1,1,5,3,1,8,0.04,male,,14-18 year,,
20392,1,4,1,0,1,0,1,0,0,1,0,0,1,1,1,1,4,18,1,8,0.809,male,,11-14 year,,
20393,0,3,6,0,0,0,0,0,3,5,0,1,1,4,2,0,5,1,1,4,0.253,male,,14-18 year,,
20394,0,4,2,0,0,0,1,1,1,4,1,1,1,3,4,1,4,8,0,7,0.208,female,,11-14 year,,
20395,0,1,2,0,0,1,0,0,5,2,0,0,0,1,1,1,3,7,0,4,0.253,female,,8-11 year,,
20396,0,1,4,0,0,0,1,0,1,0,1,0,1,4,2,1,2,5,0,5,0.325,female,,6-8 year,,
20397,0,1,1,0,1,0,1,0,1,3,1,1,1,1,4,1,2,33,1,8,0.91,male,,6-8 year,,
20398,0,1,4,0,0,1,0,0,5,3,2,1,1,2,4,1,1,31,1,7,0.453,male,,3-6 year,,
20399,0,1,6,1,0,0,0,0,1,0,0,1,1,3,2,1,1,17,0,8,0.505,female,,3-6 year,,
20400,1,4,5,0,0,0,0,0,3,4,0,1,0,3,1,1,3,6,1,6,0.345,male,,8-11 year,,
20401,1,4,1,1,1,0,1,0,5,3,1,0,1,3,3,1,3,24,1,8,0.916,male,,8-11 year,,
20402,1,3,2,0,0,0,1,1,0,1,0,1,1,1,4,1,2,32,1,10,0.602,male,,6-8 year,,
20403,0,1,1,0,0,0,1,0,3,4,1,0,1,1,4,1,2,30,1,6,0.761,male,,6-8 year,,
20404,0,1,1,0,0,0,1,0,3,1,2,1,1,4,2,1,2,14,1,6,0.291,male,,6-8 year,,
20405,1,4,2,1,0,0,1,0,2,5,1,1,1,1,2,1,2,7,1,6,0.529,male,,6-8 year,,
20406,0,1,6,0,0,0,0,0,5,2,1,0,1,3,4,0,1,33,1,4,0.641,male,,3-6 year,,
20407,0,1,5,0,1,0,1,0,0,1,1,1,1,1,2,1,2,13,0,8,0.174,female,,6-8 year,,
20408,1,3,1,0,0,0,1,0,1,3,1,1,1,3,1,1,3,10,0,8,0.303,female,,8-11 year,,
20409,0,1,7,0,0,0,0,0,5,5,0,1,1,1,4,1,1,31,0,6,0.988,female,,3-6 year,,
20410,0,4,4,0,0,0,0,0,5,1,2,1,1,1,3,1,1,27,0,3,0.295,female,,3-6 year,,
20411,1,2,2,0,0,0,0,0,3,4,0,1,1,3,3,0,1,27,1,6,0.916,male,,3-6 year,,
20412,0,2,6,0,1,0,1,0,3,4,0,1,0,4,2,1,3,22,0,6,0.763,female,,8-11 year,,
20413,0,3,6,1,0,1,1,0,5,4,0,0,1,1,2,1,2,1,0,7,0.972,female,,6-8 year,,
20414,1,1,4,1,0,0,1,0,3,2,0,0,1,4,3,0,2,7,1,6,0.707,male,,6-8 year,,
20415,1,2,7,1,0,0,1,0,1,5,1,0,1,1,3,1,4,22,1,6,0.29,male,,11-14 year,,
20416,0,2,3,1,0,1,0,0,5,1,2,1,1,2,2,1,5,32,1,7,0.66,male,,14-18 year,,
20417,0,3,7,0,0,0,1,0,0,2,0,0,1,1,3,1,5,8,1,6,0.92,male,,14-18 year,,
20418,0,1,1,0,0,1,1,0,1,4,0,1,1,4,4,1,3,32,0,9,0.732,female,,8-11 year,,
20419,0,3,6,0,1,0,1,0,5,2,1,1,0,2,4,1,3,9,1,7,0.494,male,,8-11 year,,
20420,0,4,1,0,0,0,1,0,3,4,0,0,1,1,2,1,5,23,1,5,0.621,male,,14-18 year,,
20421,0,1,7,0,0,0,1,0,5,4,2,0,1,3,3,1,2,7,1,5,0.892,male,,6-8 year,,
20422,0,4,6,0,1,0,0,0,5,0,0,1,0,1,2,1,3,17,1,5,0.661,male,,8-11 year,,
20423,1,2,2,0,0,0,1,1,0,3,0,1,1,2,3,1,2,2,1,10,0.587,male,,6-8 year,,
20424,0,1,6,0,1,0,0,0,5,5,0,0,1,3,2,1,4,15,1,6,0.315,male,,11-14 year,,
20425,0,4,4,0,0,0,0,0,3,5,2,1,0,2,3,1,3,28,1,3,0.29,male,,8-11 year,,
20426,0,4,3,0,0,1,1,0,5,2,0,1,1,4,2,0,5,29,1,5,0.306,male,,14-18 year,,
20427,0,4,7,0,0,1,1,0,4,5,1,0,1,1,3,1,4,20,1,4,0.184,male,,11-14 year,,
20428,0,3,2,0,0,0,1,0,3,0,1,0,1,3,1,1,4,4,0,6,0.505,female,,11-14 year,,
20429,0,4,2,1,0,0,1,0,2,0,1,1,0,4,2,1,5,22,0,5,0.114,female,,14-18 year,,
20430,0,1,6,1,0,0,1,1,5,4,0,0,1,3,1,1,4,33,0,8,0.237,female,,11-14 year,,
20431,0,2,4,0,0,0,1,0,5,5,2,1,1,3,3,1,4,1,0,6,0.119,female,,11-14 year,,
20432,0,1,6,0,0,0,0,0,4,1,1,0,0,2,1,1,5,15,0,3,0.233,female,,14-18 year,,
20433,0,2,7,0,0,0,1,1,0,0,2,0,0,2,3,0,4,30,0,6,0.724,female,,11-14 year,,
20434,0,4,2,0,0,0,0,0,5,2,1,1,0,4,2,1,1,11,0,2,0.89,female,,3-6 year,,
20435,0,2,3,0,1,0,0,0,2,5,0,0,1,4,3,1,3,29,1,5,0.349,male,,8-11 year,,
20436,0,3,1,0,1,0,1,1,2,4,2,0,1,3,1,1,5,13,0,8,0.974,female,,14-18 year,,
20437,0,4,5,0,0,0,1,1,1,3,1,1,1,1,3,1,4,9,0,6,0.225,female,,11-14 year,,
20438,0,1,1,0,1,0,1,0,2,0,1,1,1,3,3,1,3,17,1,9,0.55,male,,8-11 year,,
20439,0,3,3,0,1,0,0,0,0,3,0,0,1,1,3,1,2,10,0,6,0.956,female,,6-8 year,,
20440,1,3,7,0,0,0,1,0,0,2,2,1,1,4,4,1,2,1,0,8,0.854,female,,6-8 year,,
20441,0,2,7,0,0,1,1,0,1,0,2,1,1,3,1,0,1,24,1,7,0.88,male,,3-6 year,,
20442,1,1,1,0,0,1,0,0,0,3,0,0,1,4,2,1,1,21,1,8,0.184,male,,3-6 year,,
20443,0,1,1,0,0,0,1,1,5,4,1,0,1,2,3,1,2,28,0,7,0.22,female,,6-8 year,,
20444,0,1,3,0,0,0,0,0,0,5,2,0,1,3,3,1,3,4,0,5,0.79,female,,8-11 year,,
20445,0,4,6,0,1,0,1,0,2,4,2,0,0,3,1,1,3,12,1,4,0.856,male,,8-11 year,,
20446,0,4,4,0,0,0,0,1,1,2,1,1,1,2,2,1,3,30,0,5,0.73,female,,8-11 year,,
20447,0,3,1,0,0,0,1,0,1,3,1,0,1,3,2,1,5,14,0,6,0.429,female,,14-18 year,,
20448,0,3,4,0,1,1,1,0,2,5,0,0,1,3,1,1,2,15,0,8,0.89,female,,6-8 year,,
20449,0,1,5,0,1,0,0,0,1,2,0,0,1,1,2,1,1,32,0,6,0.188,female,,3-6 year,,
20450,0,2,1,0,0,0,1,0,2,3,1,1,0,1,4,1,3,5,1,6,0.298,male,,8-11 year,,
20451,0,3,5,0,1,0,0,0,3,3,1,1,1,2,2,1,3,22,1,7,0.938,male,,8-11 year,,
20452,0,1,1,0,0,0,0,0,1,2,0,1,1,1,1,1,3,10,1,6,0.6,male,,8-11 year,,
20453,0,2,2,0,0,0,0,0,3,1,1,0,1,3,1,1,1,32,1,4,0.97,male,,3-6 year,,
20454,0,4,1,0,0,1,1,0,4,3,1,1,1,3,1,1,1,2,0,7,0.827,female,,3-6 year,,
20455,0,3,6,0,0,0,1,0,5,3,1,1,1,1,2,0,1,32,0,4,0.437,female,,3-6 year,,
20456,0,1,4,1,0,0,0,0,1,3,2,1,1,3,1,1,4,5,1,6,0.34,male,,11-14 year,,
20457,1,2,4,0,0,0,1,0,1,2,1,0,1,4,2,1,3,10,1,5,0.512,male,,8-11 year,,
20458,0,4,1,0,0,0,0,0,4,0,0,0,1,2,2,1,4,20,0,6,0.203,female,,11-14 year,,
20459,1,4,3,0,0,1,0,0,2,0,0,0,1,3,4,0,3,22,1,7,0.73,male,,8-11 year,,
20460,1,3,2,0,0,1,0,0,3,4,0,1,1,1,4,1,5,24,1,8,0.44,male,,14-18 year,,
20461,0,4,4,0,0,0,1,0,3,5,0,0,1,3,4,1,4,6,1,6,0.512,male,,11-14 year,,
20462,0,2,5,0,0,0,0,0,4,4,0,1,1,3,3,1,2,31,1,7,0.133,male,,6-8 year,,
20463,0,2,1,0,0,0,0,0,1,1,0,1,0,3,4,1,5,19,1,7,0.28,male,,14-18 year,,
20464,0,3,4,1,0,0,1,0,1,4,1,0,1,4,4,1,1,26,1,6,0.375,male,,3-6 year,,
20465,0,1,3,1,1,0,0,0,2,3,2,0,1,3,3,1,1,17,1,6,0.238,male,,3-6 year,,
20466,0,2,4,0,0,1,1,0,5,5,1,1,1,4,1,0,2,17,1,5,0.188,male,,6-8 year,,
20467,0,1,4,0,0,0,1,0,3,3,0,0,0,1,3,1,3,12,1,4,0.654,male,,8-11 year,,
20468,0,1,4,0,0,0,0,1,3,1,2,0,0,1,1,1,1,15,1,3,0.338,male,,3-6 year,,
20469,1,1,3,1,0,0,1,0,2,1,0,1,1,4,3,1,3,2,0,8,0.586,female,,8-11 year,,
20470,1,2,1,0,0,0,1,0,0,4,1,0,1,3,4,1,3,4,1,9,0.505,male,,8-11 year,,
20471,0,1,1,0,0,0,0,0,0,2,1,0,1,4,2,1,2,2,1,5,0.164,male,,6-8 year,,
20472,1,3,2,0,0,1,1,0,2,4,2,1,1,1,1,1,1,24,0,7,0.195,female,,3-6 year,,
20473,0,4,5,0,0,0,0,0,3,3,0,0,1,1,4,1,5,27,1,5,0.209,male,,14-18 year,,
20474,1,2,4,0,0,0,1,0,0,0,0,0,1,1,3,1,4,26,1,8,0.64,male,,11-14 year,,
20475,0,4,2,0,1,1,0,0,3,2,2,0,1,3,3,1,2,9,0,5,0.963,female,,6-8 year,,
20476,0,1,2,0,0,0,1,0,5,2,1,0,0,3,3,1,5,3,1,4,0.321,male,,14-18 year,,
20477,0,4,2,0,0,0,1,0,5,2,2,1,1,3,3,1,4,12,1,5,0.998,male,,11-14 year,,
20478,0,1,6,0,1,0,1,0,2,5,1,1,1,1,2,1,3,1,1,6,0.476,male,,8-11 year,,
20479,0,2,2,0,1,0,1,0,0,1,0,1,1,1,1,0,2,22,1,7,0.232,male,,6-8 year,,
20480,0,3,4,0,0,1,1,0,0,1,2,1,1,3,4,1,4,19,0,9,0.497,female,,11-14 year,,
20481,1,2,2,0,0,1,1,0,1,1,1,1,1,1,1,0,4,12,1,6,0.29,male,,11-14 year,,
20482,0,3,7,1,1,0,1,0,5,2,0,1,1,2,3,1,1,15,0,9,0.16,female,,3-6 year,,
20483,1,4,2,0,0,0,1,0,3,4,0,0,1,4,1,1,4,3,1,5,0.696,male,,11-14 year,,
20484,0,3,7,0,0,0,1,1,2,4,2,0,1,4,3,1,1,16,0,5,0.664,female,,3-6 year,,
20485,0,2,5,1,0,0,1,1,2,4,1,1,1,4,1,1,5,29,1,8,0.122,male,,14-18 year,,
20486,0,1,1,0,0,1,0,0,0,0,1,1,1,3,2,1,2,22,1,9,0.776,male,,6-8 year,,
20487,0,1,1,0,0,0,1,0,5,5,0,0,1,4,3,1,1,28,0,6,0.95,female,,3-6 year,,
20488,0,3,5,0,0,0,0,0,4,1,0,0,1,3,4,1,4,24,0,7,0.738,female,,11-14 year,,
20489,0,4,4,1,0,0,1,1,4,3,0,0,1,3,1,1,5,24,1,7,0.133,male,,14-18 year,,
20490,0,4,1,0,0,0,1,0,3,4,2,1,0,3,2,1,1,32,0,5,0.226,female,,3-6 year,,
20491,1,2,7,1,0,0,0,0,4,3,2,0,0,1,1,1,1,3,1,4,0.71,male,,3-6 year,,
20492,0,4,6,0,1,0,1,0,0,2,2,0,1,1,1,1,2,31,1,5,0.51,male,,6-8 year,,
20493,0,2,6,0,0,0,1,1,0,2,0,0,1,3,4,1,1,18,1,9,0.662,male,,3-6 year,,
20494,0,2,6,1,1,0,0,1,2,2,2,1,0,4,3,1,3,17,0,6,0.324,female,,8-11 year,,
20495,0,1,4,0,0,0,0,1,5,1,2,0,1,3,3,1,5,32,1,5,0.411,male,,14-18 year,,
20496,0,2,6,0,0,0,1,0,4,0,2,0,1,2,4,1,3,7,1,7,0.302,male,,8-11 year,,
20497,0,1,2,0,0,0,1,0,5,5,2,1,1,3,1,1,3,5,0,6,0.585,female,,8-11 year,,
20498,1,3,4,1,0,0,1,0,2,1,2,1,1,4,4,0,5,1,1,7,0.973,male,,14-18 year,,
20499,1,3,7,1,0,1,1,0,1,2,2,0,0,3,4,1,2,20,1,8,0.487,male,,6-8 year,,
20500,0,2,6,0,0,0,1,0,3,4,0,1,1,4,3,1,1,13,1,6,0.948,male,,3-6 year,,
20501,1,4,4,0,0,0,1,0,1,3,2,1,1,1,1,1,2,21,0,5,0.986,female,,6-8 year,,
20502,0,1,6,1,0,1,1,1,3,5,2,1,1,4,2,0,3,23,1,7,0.671,male,,8-11 year,,
20503,1,3,6,0,1,0,0,0,3,4,0,0,1,4,1,1,4,26,1,6,0.113,male,,11-14 year,,
20504,0,1,4,0,0,0,0,0,4,2,1,1,1,1,4,1,2,13,0,5,0.55,female,,6-8 year,,
20505,1,4,6,0,0,0,1,0,1,5,2,1,1,2,4,1,5,28,0,7,0.317,female,,14-18 year,,
20506,0,4,7,0,0,0,1,0,0,2,2,0,0,1,4,0,2,24,0,3,0.01,female,,6-8 year,,
20507,0,4,2,1,0,1,0,0,0,4,0,1,1,3,3,0,2,13,0,7,0.369,female,,6-8 year,,
20508,0,4,3,0,0,0,1,0,5,0,1,0,1,2,3,1,4,26,0,5,0.398,female,,11-14 year,,
20509,0,3,2,1,0,0,1,1,2,3,2,1,1,3,3,1,5,33,0,8,0.762,female,,14-18 year,,
20510,0,2,3,0,0,0,1,0,0,4,0,1,1,4,4,1,5,25,0,8,0.133,female,,14-18 year,,
20511,0,2,3,0,0,0,1,0,1,2,2,0,0,1,1,1,4,1,0,3,0.4,female,,11-14 year,,
20512,0,2,1,1,0,0,0,0,2,2,1,1,1,2,1,1,2,21,1,7,0.295,male,,6-8 year,,
20513,0,1,5,1,0,0,1,0,1,4,0,0,1,4,2,1,3,31,1,7,0.862,male,,8-11 year,,
20514,0,3,2,0,0,0,1,0,0,1,2,1,1,2,1,1,5,13,1,7,0.757,male,,14-18 year,,
20515,1,4,1,0,0,1,0,0,4,5,0,0,1,3,1,0,2,23,0,6,0.407,female,,6-8 year,,
20516,0,2,6,0,0,0,1,0,5,4,2,1,1,2,3,1,1,27,0,6,0.894,female,,3-6 year,,
20517,0,2,3,0,0,0,1,0,4,3,1,1,1,2,2,0,5,2,1,5,0.885,male,,14-18 year,,
20518,0,3,5,0,0,0,0,1,0,2,2,1,0,1,1,1,3,5,1,6,0.671,male,,8-11 year,,
20519,1,1,4,1,0,0,1,0,4,3,1,1,1,4,3,0,1,32,0,6,0.884,female,,3-6 year,,
20520,0,2,5,0,0,1,1,1,5,2,1,0,0,2,2,1,2,17,0,7,0.526,female,,6-8 year,,
20521,0,3,7,0,0,0,0,0,0,3,2,1,1,2,2,1,3,18,1,6,0.872,male,,8-11 year,,
20522,0,3,2,0,0,1,0,0,0,3,2,0,0,4,2,1,4,18,0,4,0.804,female,,11-14 year,,
20523,0,4,4,0,0,0,0,1,2,2,2,1,1,1,3,1,5,8,0,4,0.366,female,,14-18 year,,
20524,0,1,7,0,0,0,0,0,1,4,0,0,1,1,3,1,4,21,0,4,0.95,female,,11-14 year,,
20525,1,2,6,0,0,0,1,0,5,3,0,1,1,4,2,1,3,13,0,7,0.215,female,,8-11 year,,
20526,0,1,5,1,0,0,1,0,4,5,0,1,1,2,2,1,2,12,1,9,0.165,male,,6-8 year,,
20527,1,3,4,0,0,0,0,0,0,1,1,0,1,1,2,1,2,11,1,5,0.718,male,,6-8 year,,
20528,1,1,1,0,1,0,0,0,4,5,0,0,0,2,4,1,4,2,0,8,0.86,female,,11-14 year,,
20529,0,3,7,0,0,0,1,0,2,4,2,1,1,3,2,0,5,26,1,5,0.21,male,,14-18 year,,
20530,0,3,1,1,1,1,1,1,2,4,2,1,1,2,3,1,5,24,1,11,0.555,male,,14-18 year,,
20531,0,2,3,0,0,0,0,0,3,2,1,1,1,2,2,0,1,1,0,4,0.578,female,,3-6 year,,
20532,0,2,3,0,1,0,1,1,4,0,1,1,1,3,2,1,2,11,0,9,0.387,female,,6-8 year,,
20533,0,4,6,1,0,0,1,0,3,1,0,0,1,1,2,1,5,12,1,5,0.782,male,,14-18 year,,
20534,0,1,1,0,0,0,1,0,3,3,0,0,1,1,1,0,4,26,0,5,0.266,female,,11-14 year,,
20535,0,1,4,1,0,0,1,1,2,1,2,1,1,1,2,1,3,18,0,7,0.301,female,,8-11 year,,
20536,0,3,5,1,0,1,1,0,3,2,1,0,1,2,2,1,1,27,0,8,0.887,female,,3-6 year,,
20537,0,2,6,0,0,0,0,0,0,5,2,1,1,3,3,0,4,31,1,5,0.544,male,,11-14 year,,
20538,1,3,5,0,1,0,1,0,1,2,2,0,1,1,3,1,1,1,1,7,0.889,male,,3-6 year,,
20539,0,1,2,0,0,0,1,0,3,1,1,1,1,3,4,1,4,16,1,7,0.43,male,,11-14 year,,
20540,0,3,1,0,0,0,1,1,5,2,2,1,0,1,1,1,5,21,1,6,0.771,male,,14-18 year,,
20541,0,3,3,0,1,1,0,0,5,4,1,0,0,4,2,1,1,7,1,4,0.485,male,,3-6 year,,
20542,0,1,4,0,0,0,1,0,3,3,2,1,1,3,2,1,5,27,0,6,0.272,female,,14-18 year,,
20543,0,1,5,1,0,0,1,0,3,4,2,1,1,3,2,1,2,4,0,8,0.624,female,,6-8 year,,
20544,0,4,4,0,0,0,1,0,2,5,2,0,1,3,3,0,5,20,0,3,0.692,female,,14-18 year,,
20545,1,4,7,0,1,0,1,0,0,3,2,1,1,1,1,1,1,13,1,7,0.02,male,,3-6 year,,
20546,0,3,3,0,0,0,0,0,5,2,2,1,1,1,2,1,4,20,0,4,0.902,female,,11-14 year,,
20547,0,1,1,0,0,0,0,0,5,1,0,1,1,2,1,1,3,15,1,7,0.224,male,,8-11 year,,
20548,0,4,4,0,1,0,1,0,2,2,2,0,0,1,1,0,5,18,1,2,0.121,male,,14-18 year,,
20549,0,4,1,1,0,1,1,0,4,5,0,0,1,2,1,1,4,12,1,8,0.8,male,,11-14 year,,
20550,0,1,5,0,0,0,1,0,4,0,1,1,1,2,1,1,1,33,0,8,0.501,female,,3-6 year,,
20551,1,4,2,0,1,0,1,0,4,3,1,0,1,2,4,1,3,5,1,7,0.281,male,,8-11 year,,
20552,0,3,4,0,0,0,1,0,0,0,1,1,1,3,3,1,4,23,1,8,0.714,male,,11-14 year,,
20553,0,4,3,0,0,0,1,1,0,0,2,1,1,1,2,1,2,11,0,7,0.946,female,,6-8 year,,
20554,1,3,7,0,0,0,0,1,4,5,0,1,1,1,1,0,1,8,0,6,0.633,female,,3-6 year,,
20555,0,3,4,1,0,0,1,0,2,5,2,1,1,1,1,1,4,30,0,6,0.418,female,,11-14 year,,
20556,0,1,3,0,0,0,1,0,5,1,0,1,1,1,1,1,3,12,1,6,0.324,male,,8-11 year,,
20557,0,2,6,0,1,0,1,0,1,0,0,0,1,2,4,1,2,8,1,9,0.981,male,,6-8 year,,
20558,0,4,2,0,0,1,1,0,1,3,1,1,0,4,3,1,2,27,0,4,0.21,female,,6-8 year,,
20559,1,4,5,1,0,0,1,0,1,2,2,1,1,2,3,1,2,3,1,8,0.208,male,,6-8 year,,
20560,1,3,4,0,0,0,1,0,5,1,2,0,1,2,4,1,4,18,0,7,0.955,female,,11-14 year,,
20561,1,4,4,0,0,0,0,1,3,1,0,0,1,4,3,1,3,28,1,5,0.438,male,,8-11 year,,
20562,0,1,4,0,0,0,1,0,3,3,1,0,1,3,1,1,4,16,0,5,0.178,female,,11-14 year,,
20563,0,4,2,0,0,0,1,0,5,4,0,0,0,2,3,1,2,7,1,4,0.826,male,,6-8 year,,
20564,1,1,3,0,1,1,0,1,2,5,1,0,1,4,2,0,3,6,0,6,0.997,female,,8-11 year,,
20565,0,2,3,0,0,1,1,1,3,4,1,0,1,4,4,1,4,9,0,7,0.219,female,,11-14 year,,
20566,0,3,6,0,1,0,1,0,2,5,1,0,1,3,2,1,5,20,0,6,0.788,female,,14-18 year,,
20567,1,2,7,1,1,0,1,0,3,5,1,1,1,2,3,1,1,19,0,9,0.439,female,,3-6 year,,
20568,1,3,2,0,0,0,1,0,2,5,0,1,1,4,1,1,4,27,1,7,0.401,male,,11-14 year,,
20569,0,2,5,0,0,0,1,0,2,4,1,0,0,3,1,1,1,17,0,5,0.626,female,,3-6 year,,
20570,0,1,5,0,0,0,1,1,1,0,2,1,1,4,1,1,2,7,0,8,0.238,female,,6-8 year,,
20571,0,2,1,0,1,0,1,0,1,5,2,0,1,3,4,1,1,32,1,8,0.529,male,,3-6 year,,
20572,0,1,3,0,0,0,0,0,4,4,1,1,1,1,2,1,5,18,0,4,0.206,female,,14-18 year,,
20573,0,2,3,0,0,0,1,0,4,4,2,0,1,1,4,1,1,33,1,5,0.216,male,,3-6 year,,
20574,0,1,5,1,0,0,0,1,5,3,2,1,1,3,3,0,3,29,1,7,0.304,male,,8-11 year,,
20575,0,4,5,0,0,0,0,0,5,0,1,0,1,1,1,1,5,33,0,4,0.115,female,,14-18 year,,
20576,0,2,6,0,0,1,1,0,0,1,2,0,1,3,4,0,3,6,1,7,0.664,male,,8-11 year,,
20577,0,4,1,0,0,1,1,0,3,1,2,1,0,1,3,1,2,19,1,5,0.142,male,,6-8 year,,
20578,0,3,4,0,1,0,1,0,0,2,0,0,0,3,1,1,4,28,0,7,0.494,female,,11-14 year,,
20579,1,3,1,0,0,0,1,0,5,5,0,0,1,2,4,1,1,10,1,9,0.333,male,,3-6 year,,
20580,0,2,5,0,0,1,1,0,4,1,0,1,0,1,2,1,3,27,0,7,0.639,female,,8-11 year,,
20581,0,1,4,0,1,1,1,0,0,0,0,0,1,2,1,1,3,21,0,10,0.282,female,,8-11 year,,
20582,0,2,2,0,0,0,0,0,0,4,2,1,1,1,4,1,3,26,0,6,0.848,female,,8-11 year,,
20583,0,1,2,0,0,0,1,0,3,3,1,0,0,4,2,1,4,15,0,3,0.463,female,,11-14 year,,
20584,0,1,4,0,1,0,1,0,5,2,2,1,0,1,4,1,4,3,0,6,0.428,female,,11-14 year,,
20585,0,1,2,1,0,0,0,0,0,0,0,1,1,4,4,0,4,10,1,8,0.261,male,,11-14 year,,
20586,0,3,2,0,0,0,0,0,2,5,1,0,1,1,1,1,5,6,0,3,0.363,female,,14-18 year,,
20587,0,2,1,0,1,0,0,0,0,0,2,0,0,4,2,1,4,12,1,6,0.339,male,,11-14 year,,
20588,0,1,6,0,1,1,1,0,5,5,2,0,1,3,1,1,4,10,1,7,0.286,male,,11-14 year,,
20589,0,2,4,0,0,0,0,1,2,4,0,1,1,3,3,1,3,13,0,7,0.956,female,,8-11 year,,
20590,1,1,5,0,0,0,1,0,3,2,0,0,1,1,4,1,3,8,0,8,0.353,female,,8-11 year,,
20591,0,4,3,0,0,0,1,0,3,4,2,0,0,2,4,1,1,28,0,4,0.713,female,,3-6 year,,
20592,1,2,4,0,1,0,1,1,2,4,0,1,1,4,4,0,1,32,0,9,0.8,female,,3-6 year,,
20593,1,2,2,0,0,0,1,0,4,4,1,0,1,2,3,0,1,32,0,5,0.407,female,,3-6 year,,
20594,0,3,3,0,0,0,0,1,3,0,0,0,1,2,4,1,2,12,0,8,0.898,female,,6-8 year,,
20595,0,1,7,0,0,0,1,0,1,2,2,1,1,3,4,1,2,24,0,7,0.999,female,,6-8 year,,
20596,0,4,7,1,0,0,1,0,0,4,2,0,1,4,2,1,4,2,1,5,0.715,male,,11-14 year,,
20597,0,3,6,1,0,1,1,0,1,2,1,0,1,2,1,1,3,22,0,7,0.347,female,,8-11 year,,
20598,0,4,4,1,1,1,1,0,0,0,2,1,0,4,3,1,5,2,0,8,0.391,female,,14-18 year,,
20599,0,4,4,0,1,0,0,0,3,4,2,1,0,1,3,0,1,20,0,2,0.891,female,,3-6 year,,
20600,0,3,7,1,0,0,0,1,1,2,0,1,0,3,3,1,5,20,0,7,0.823,female,,14-18 year,,
20601,0,4,4,0,0,0,0,0,3,4,2,0,1,1,3,1,4,5,1,2,0.953,male,,11-14 year,,
20602,0,1,4,1,0,0,1,0,1,2,0,1,1,1,3,0,4,15,0,6,0.523,female,,11-14 year,,
20603,0,3,1,1,0,0,0,1,0,2,2,1,1,1,2,1,3,12,1,8,0.58,male,,8-11 year,,
20604,0,2,4,0,0,1,1,1,0,4,2,0,1,1,1,1,1,17,1,7,0.912,male,,3-6 year,,
20605,1,2,7,0,0,1,0,1,2,1,0,0,1,1,2,1,4,3,1,7,0.502,male,,11-14 year,,
20606,0,4,3,0,0,1,1,0,4,1,0,0,1,3,2,1,4,23,1,6,0.33,male,,11-14 year,,
20607,0,3,2,0,0,0,1,1,2,3,2,0,0,1,4,1,5,32,1,5,0.811,male,,14-18 year,,
20608,0,1,3,0,0,0,1,0,5,5,1,1,1,2,3,1,4,6,0,6,0.29,female,,11-14 year,,
20609,0,2,3,0,0,0,0,0,1,2,0,0,1,1,4,0,2,30,1,4,0.366,male,,6-8 year,,
20610,1,2,4,1,0,1,1,0,0,2,1,1,1,4,3,1,5,26,0,9,0.824,female,,14-18 year,,
20611,0,1,4,0,0,0,1,0,1,3,0,0,1,4,4,0,5,24,1,5,0.482,male,,14-18 year,,
20612,0,3,2,0,0,0,0,0,4,5,0,0,1,3,3,1,3,1,0,5,0.491,female,,8-11 year,,
20613,0,4,7,1,1,0,1,1,5,3,1,1,1,3,4,1,1,6,1,9,0.879,male,,3-6 year,,
20614,1,1,2,0,0,0,0,0,3,3,2,1,1,2,1,1,1,1,1,6,0.34,male,,3-6 year,,
20615,0,2,5,0,0,0,1,0,2,0,2,0,1,2,3,1,3,6,1,7,0.654,male,,8-11 year,,
20616,0,4,3,0,0,0,0,0,2,2,1,1,1,4,2,1,2,3,0,3,0.111,female,,6-8 year,,
20617,1,3,7,0,0,0,1,0,2,3,0,0,1,1,4,1,4,27,1,7,0.886,male,,11-14 year,,
20618,0,3,6,0,1,1,1,0,2,4,0,1,1,4,1,1,4,25,1,8,0.17,male,,11-14 year,,
20619,1,4,6,0,0,0,0,0,2,1,1,0,1,3,4,1,5,4,1,5,0.402,male,,14-18 year,,
20620,0,2,6,0,0,0,1,0,0,0,1,1,1,2,2,1,3,31,1,8,0.08,male,,8-11 year,,
20621,0,3,2,0,0,0,1,0,2,3,0,0,1,2,3,1,1,21,0,6,0.969,female,,3-6 year,,
20622,0,3,2,1,0,1,1,1,3,1,0,1,1,3,3,1,3,28,1,10,0.716,male,,8-11 year,,
20623,0,4,7,1,0,0,0,0,3,5,0,0,0,3,3,1,5,19,1,4,0.814,male,,14-18 year,,
20624,1,4,4,0,0,1,1,0,4,4,1,0,1,4,2,1,3,4,0,5,0.96,female,,8-11 year,,
