,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,label,dropout
24497,0,4,2,0,0,0,1,0,5,5,1,1,1,3,4,1,,,,,
24498,0,2,1,0,0,0,1,0,4,5,0,1,1,4,2,1,,,,,
24499,0,3,5,0,1,0,1,0,2,0,1,1,1,3,1,1,,,,,
24500,0,2,5,0,1,0,1,0,0,5,1,1,1,2,1,1,,,,,
24501,0,3,7,0,0,0,1,0,1,1,2,1,0,1,3,1,,,,,
24502,0,1,2,0,0,0,1,0,2,1,1,0,1,1,3,1,,,,,
24503,0,4,4,1,1,1,0,1,4,3,2,1,1,2,1,0,,,,,
24504,0,1,4,0,1,1,1,0,5,2,2,0,1,1,4,1,,,,,
24505,0,1,5,0,0,1,0,0,1,0,0,1,0,4,3,1,,,,,
24506,0,1,4,0,0,0,0,0,0,1,2,0,1,3,1,0,,,,,
24507,0,1,2,0,0,0,1,0,0,5,2,0,1,2,3,1,,,,,
24508,0,3,2,1,1,0,0,0,5,2,2,1,0,1,2,1,,,,,
24509,0,1,2,0,0,0,1,0,3,3,1,0,1,3,3,1,,,,,
24510,0,4,7,0,0,0,1,0,1,2,2,0,1,3,2,1,,,,,
24511,1,4,1,0,1,0,1,0,3,3,0,0,1,3,3,0,,,,,
24512,0,2,1,0,1,0,1,0,4,5,2,1,1,4,2,1,,,,,
24513,0,4,1,0,0,0,1,1,3,3,0,0,1,3,1,1,,,,,
24514,0,4,7,0,0,0,1,0,5,3,0,0,1,1,3,1,,,,,
24515,1,3,1,0,0,0,1,0,4,5,1,0,1,2,3,1,,,,,
24516,1,4,2,0,0,0,1,0,1,3,0,0,1,3,1,1,,,,,
24517,0,4,4,0,0,0,1,0,4,3,0,0,1,3,4,1,,,,,
24518,0,4,6,0,0,0,0,1,4,0,0,1,1,3,1,1,,,,,
24519,0,2,4,0,0,0,1,0,2,1,1,1,1,3,3,0,,,,,
24520,1,3,2,1,0,0,0,0,3,0,2,1,1,3,1,1,,,,,
24521,0,2,3,0,0,0,1,0,0,4,2,1,1,4,3,1,,,,,
24522,1,3,2,0,0,0,1,0,1,0,2,0,1,2,2,1,,,,,
24523,0,1,7,0,1,0,1,0,2,4,1,1,1,3,3,1,,,,,
24524,0,4,5,0,0,0,0,1,4,4,0,0,0,3,1,1,,,,,
24525,0,3,3,0,0,1,0,0,5,0,1,0,1,2,3,1,,,,,
24526,0,2,3,0,0,0,0,0,0,1,0,1,1,2,1,1,,,,,
24527,0,2,3,0,0,0,1,0,5,5,1,0,1,1,3,1,,,,,
24528,0,4,4,0,0,0,1,0,1,3,2,0,0,2,2,1,,,,,
24529,0,2,7,0,0,0,0,0,2,4,0,1,1,2,2,1,,,,,
24530,0,1,1,0,1,0,0,0,1,5,0,1,1,1,4,1,,,,,
24531,0,2,6,0,0,0,1,0,1,5,0,0,1,4,3,1,,,,,
24532,1,4,3,0,1,1,1,1,5,1,0,1,1,3,2,1,,,,,
24533,0,1,2,0,0,0,0,0,0,2,2,0,1,1,1,1,,,,,
24534,0,4,4,0,1,0,1,1,0,2,0,0,0,4,4,1,,,,,
24535,0,2,4,1,1,0,1,0,1,4,0,1,0,4,3,0,,,,,
24536,0,4,1,0,0,0,1,0,3,5,1,0,1,2,1,1,,,,,
24537,1,3,3,0,0,0,0,1,5,3,2,1,0,3,4,0,,,,,
24538,0,3,1,0,1,0,1,0,0,0,0,0,0,4,2,0,,,,,
24539,0,4,1,0,0,0,0,0,1,5,0,1,1,2,3,1,,,,,
24540,0,4,6,0,0,0,1,0,1,2,2,1,1,2,3,0,,,,,
24541,0,3,6,0,0,0,0,0,5,1,0,0,1,4,1,1,,,,,
24542,0,3,1,0,0,0,1,1,2,5,2,0,0,2,3,1,,,,,
24543,1,3,5,0,0,0,1,0,3,5,0,0,1,4,2,1,,,,,
24544,0,3,7,0,0,0,0,0,4,2,1,1,0,4,2,1,,,,,
24545,0,1,2,0,0,1,0,1,1,3,0,1,1,2,4,1,,,,,
24546,0,1,5,0,1,0,0,0,4,2,2,1,1,3,2,1,,,,,
24547,0,3,1,0,0,0,1,0,1,4,1,1,0,3,4,1,,,,,
24548,1,3,7,0,0,0,0,0,1,3,1,0,0,3,2,1,,,,,
24549,0,1,3,0,0,0,1,0,5,3,2,0,0,4,4,1,,,,,
24550,1,1,5,0,0,1,1,1,0,2,0,1,1,1,1,1,,,,,
24551,0,4,5,0,0,1,0,0,1,0,2,1,0,4,1,1,,,,,
24552,0,4,6,0,0,1,0,1,3,3,2,0,1,2,1,0,,,,,
24553,0,4,2,1,1,0,1,0,2,5,1,0,1,1,2,1,,,,,
24554,0,4,3,0,0,0,1,0,5,2,2,0,1,4,4,1,,,,,
24555,0,3,4,0,0,0,1,0,0,2,1,0,1,1,3,1,,,,,
24556,0,3,5,0,0,0,0,0,1,4,2,0,1,2,2,1,,,,,
24557,1,2,7,0,0,0,1,1,1,1,0,1,1,1,1,1,,,,,
24558,0,2,3,0,0,0,1,0,3,4,1,0,1,2,4,1,,,,,
24559,0,2,1,1,1,1,0,0,4,3,1,1,1,4,1,1,,,,,
24560,1,4,7,0,1,1,1,0,3,2,1,1,1,3,2,1,,,,,
24561,1,3,3,1,0,0,1,0,4,3,1,1,1,4,3,1,,,,,
24562,0,1,7,0,0,0,1,0,2,2,1,0,1,3,2,1,,,,,
24563,0,1,1,0,0,0,0,0,5,2,1,0,1,3,3,1,,,,,
24564,0,3,5,0,1,0,1,0,1,0,1,1,1,3,4,1,,,,,
24565,1,4,7,1,0,0,0,0,4,5,1,1,1,4,4,1,,,,,
24566,1,3,4,0,0,0,1,0,2,2,2,0,1,3,3,1,,,,,
24567,0,1,2,0,0,1,1,0,2,5,0,1,1,1,3,0,,,,,
24568,0,4,1,0,0,0,0,0,4,3,0,0,0,1,2,1,,,,,
24569,0,4,4,0,0,0,1,0,2,1,2,1,1,2,3,1,,,,,
24570,1,3,1,1,1,0,1,0,4,1,0,0,0,4,2,1,,,,,
24571,0,1,3,0,0,0,0,0,0,1,1,0,0,4,2,1,,,,,
24572,0,2,3,0,0,0,0,0,5,1,2,0,1,2,1,1,,,,,
24573,0,3,6,0,0,0,0,0,2,2,0,1,1,1,2,1,,,,,
24574,1,2,5,0,0,0,1,1,2,0,0,0,1,4,2,0,,,,,
24575,0,1,6,0,0,1,0,0,4,2,2,0,1,1,1,1,,,,,
24576,0,4,1,0,0,1,0,0,5,1,1,0,1,1,4,1,,,,,
24577,0,3,5,0,0,0,0,0,2,2,0,0,1,3,1,0,,,,,
24578,0,4,3,0,0,0,1,0,4,3,2,1,1,1,2,1,,,,,
24579,1,4,4,0,0,1,1,0,1,3,2,0,1,2,2,1,,,,,
24580,1,1,1,0,0,0,1,0,4,1,0,0,1,1,2,1,,,,,
24581,0,1,2,0,0,0,0,1,0,1,1,1,1,1,2,1,,,,,
24582,0,4,7,0,1,0,1,0,0,1,2,1,1,4,2,1,,,,,
24583,0,1,2,0,0,0,1,1,1,3,1,0,1,3,4,1,,,,,
24584,0,4,2,1,0,0,1,0,1,5,1,1,1,4,3,1,,,,,
24585,0,4,5,0,1,1,1,0,4,3,2,1,1,1,1,0,,,,,
24586,0,2,3,0,1,0,1,0,4,3,2,0,1,1,4,0,,,,,
24587,0,4,5,0,0,0,0,0,3,4,2,0,1,3,1,1,,,,,
24588,0,2,3,1,0,1,1,0,4,0,0,0,1,4,3,1,,,,,
24589,0,4,1,0,1,0,0,0,4,3,1,0,0,1,2,1,,,,,
24590,0,2,5,0,0,1,0,0,0,2,1,0,1,4,2,1,,,,,
24591,0,4,6,0,1,0,1,0,5,1,0,0,1,2,2,0,,,,,
24592,0,2,3,0,0,0,1,0,1,3,1,0,0,3,4,0,,,,,
24593,1,4,1,0,0,0,0,0,2,2,0,0,1,3,4,1,,,,,
24594,0,1,7,0,0,0,0,0,4,2,1,0,0,1,3,1,,,,,
24595,0,3,6,0,1,0,0,0,1,0,0,0,1,2,2,1,,,,,
24596,1,1,6,0,0,1,1,0,4,3,0,0,1,2,1,0,,,,,
24597,0,3,4,0,0,0,1,0,5,3,0,1,1,2,4,1,,,,,
24598,0,1,4,1,0,1,1,1,2,5,0,0,1,2,2,0,,,,,
24599,0,2,6,0,1,1,1,0,5,5,2,0,1,1,4,1,,,,,
24600,0,2,2,0,0,0,1,0,5,1,1,0,1,1,1,1,,,,,
24601,0,2,6,1,0,0,1,0,1,3,0,1,1,1,4,1,,,,,
24602,0,2,5,0,0,0,1,0,3,0,1,0,1,3,3,1,,,,,
24603,0,2,2,1,1,0,1,0,3,1,0,1,1,4,4,0,,,,,
24604,0,3,7,0,0,0,1,0,4,2,2,1,1,2,4,1,,,,,
24605,1,4,1,0,0,0,0,0,4,5,1,0,0,3,3,0,,,,,
24606,1,1,3,0,1,1,1,0,5,5,1,0,1,2,2,1,,,,,
24607,0,2,7,0,0,0,0,0,2,1,2,1,1,3,3,1,,,,,
24608,0,2,4,0,0,0,1,1,4,2,0,0,1,3,3,1,,,,,
24609,1,1,5,0,0,1,1,0,3,1,1,1,1,1,4,1,,,,,
24610,0,3,5,0,0,0,0,0,5,3,2,0,1,4,1,1,,,,,
24611,1,1,5,0,0,0,1,0,0,4,0,1,1,4,3,1,,,,,
24612,0,1,4,0,0,1,1,0,5,0,1,1,0,4,3,1,,,,,
24613,1,4,7,1,1,0,1,0,1,2,1,1,0,2,1,1,,,,,
24614,1,4,5,0,0,1,0,1,2,2,0,0,1,1,3,0,,,,,
24615,0,2,5,0,0,0,1,0,2,1,2,1,1,1,1,1,,,,,
24616,0,1,2,0,0,1,1,0,2,1,1,0,1,3,1,0,,,,,
24617,0,1,6,0,0,1,1,0,0,1,1,0,1,2,3,0,,,,,
24618,1,1,1,0,0,0,0,0,3,4,2,1,0,4,4,0,,,,,
24619,0,2,7,0,0,0,1,0,3,4,2,1,1,2,2,1,,,,,
24620,0,4,4,0,0,0,1,0,1,5,1,0,1,2,1,1,,,,,
24621,0,4,3,0,1,0,1,0,5,5,2,1,1,3,2,1,,,,,
24622,1,3,6,0,0,1,1,0,1,1,1,1,1,2,1,1,,,,,
24623,0,4,6,0,0,1,1,0,2,4,2,0,1,2,2,1,,,,,
24624,0,1,1,0,0,1,1,0,4,1,1,0,1,2,1,1,,,,,
24625,0,1,5,0,0,0,0,0,0,2,1,0,1,2,1,1,,,,,
24626,1,3,7,0,0,0,0,0,3,1,1,0,1,2,3,1,,,,,
24627,0,1,2,1,0,0,0,1,5,5,0,1,1,1,3,1,,,,,
24628,0,2,3,1,0,1,0,0,1,2,2,0,1,3,3,0,,,,,
24629,0,1,5,0,0,0,1,0,5,2,2,0,1,2,2,1,,,,,
24630,0,4,5,1,0,1,1,0,4,5,2,1,1,3,3,1,,,,,
24631,0,4,2,1,1,0,1,0,1,3,1,1,1,3,3,1,,,,,
24632,0,4,2,0,1,0,1,0,0,0,1,0,1,2,3,0,,,,,
24633,0,2,4,0,1,0,0,0,5,3,0,0,0,1,2,1,,,,,
24634,1,1,1,1,0,0,0,0,4,4,2,1,1,1,3,0,,,,,
24635,0,1,4,0,0,1,0,0,5,1,1,0,1,4,4,1,,,,,
24636,0,1,4,0,0,0,0,0,4,5,2,0,0,2,2,0,,,,,
24637,0,3,4,0,0,0,1,0,5,1,2,0,1,4,2,1,,,,,
24638,1,1,1,0,0,1,0,1,1,2,0,1,1,3,3,1,,,,,
24639,0,2,3,0,0,0,1,0,2,1,2,0,1,2,3,0,,,,,
24640,0,2,1,0,0,1,1,1,1,0,0,0,1,3,2,1,,,,,
24641,0,2,7,1,0,0,0,1,3,4,2,0,1,2,1,1,,,,,
24642,0,1,3,0,0,0,1,0,1,3,0,1,1,4,4,1,,,,,
24643,0,1,3,0,0,0,1,0,1,5,0,1,1,2,2,1,,,,,
24644,0,1,1,0,0,0,0,1,1,3,2,1,1,4,2,1,,,,,
24645,0,2,1,0,0,1,1,0,4,1,2,0,1,1,4,1,,,,,
24646,0,2,6,0,0,0,0,0,4,4,1,1,1,1,3,1,,,,,
24647,0,1,5,0,0,0,0,0,2,1,2,0,1,3,1,0,,,,,
24648,0,4,3,0,0,1,1,0,1,0,2,0,1,2,2,1,,,,,
24649,1,1,5,0,0,0,1,0,5,3,2,1,1,1,3,1,,,,,
24650,0,2,3,0,1,0,0,0,1,2,0,0,1,3,3,1,,,,,
24651,0,1,4,0,1,0,1,0,1,0,2,0,1,1,1,1,,,,,
24652,0,2,5,0,1,0,0,0,0,2,0,1,1,2,3,1,,,,,
24653,0,2,5,0,0,0,1,0,0,4,1,1,1,4,1,1,,,,,
24654,1,4,5,1,1,0,0,0,3,5,2,1,1,3,4,0,,,,,
24655,0,1,2,0,0,0,0,0,4,4,0,0,1,3,3,1,,,,,
24656,0,3,4,1,0,0,1,0,2,2,1,1,1,1,2,1,,,,,
24657,0,2,1,0,0,0,1,0,5,2,0,0,0,1,1,0,,,,,
24658,0,2,2,0,0,1,1,1,2,0,0,1,1,3,1,1,,,,,
24659,0,1,1,0,0,0,1,1,1,4,1,1,1,2,2,1,,,,,
24660,0,1,5,0,0,0,1,0,1,4,0,0,1,1,2,0,,,,,
24661,0,2,5,0,0,1,0,0,4,5,2,0,1,4,4,1,,,,,
24662,0,2,1,0,0,0,1,0,0,1,2,0,1,4,2,1,,,,,
24663,0,2,2,0,0,1,1,0,4,0,2,0,1,4,1,0,,,,,
24664,0,2,3,0,0,0,0,0,0,4,2,0,1,1,4,1,,,,,
24665,0,1,7,0,0,0,1,0,5,5,0,1,1,3,3,1,,,,,
24666,1,1,1,0,0,0,1,0,4,4,1,1,1,2,4,1,,,,,
24667,0,4,3,0,1,0,1,0,3,4,2,1,1,4,2,1,,,,,
24668,1,2,3,0,0,0,1,0,0,3,1,1,1,1,3,0,,,,,
24669,0,3,7,0,1,0,1,0,4,3,0,1,1,4,1,1,,,,,
24670,0,2,6,0,0,0,1,0,1,1,1,0,1,4,1,0,,,,,
24671,1,3,2,0,0,0,1,0,4,3,0,0,1,1,1,0,,,,,
24672,0,4,3,0,0,0,0,0,2,0,0,1,1,4,1,1,,,,,
24673,0,2,3,0,0,0,1,0,4,5,1,0,0,4,2,0,,,,,
24674,1,1,5,0,0,0,1,0,4,3,0,1,0,1,3,1,,,,,
24675,0,3,1,0,0,0,0,0,3,2,1,0,1,3,3,1,,,,,
24676,1,3,7,1,0,0,1,0,2,2,2,0,1,2,3,1,,,,,
24677,0,3,2,0,0,0,1,0,1,0,2,0,1,4,1,1,,,,,
24678,0,1,1,0,0,0,1,1,5,3,0,0,0,4,3,1,,,,,
24679,0,4,7,0,0,0,1,0,5,3,1,0,0,4,4,1,,,,,
24680,0,2,6,1,0,0,1,0,4,3,1,0,1,1,2,1,,,,,
24681,0,3,7,0,0,1,0,0,2,3,2,1,1,4,2,1,,,,,
24682,1,4,4,0,0,0,1,1,5,3,1,1,1,4,1,1,,,,,
24683,0,4,2,0,0,0,0,0,5,0,0,1,1,4,4,1,,,,,
24684,0,3,7,0,1,0,1,0,2,4,1,0,1,1,2,0,,,,,
24685,0,1,3,1,0,0,0,0,1,3,1,1,1,1,3,1,,,,,
24686,0,3,2,0,0,0,1,0,1,5,1,1,1,4,1,1,,,,,
24687,0,3,1,0,1,1,1,0,3,1,1,1,1,1,4,1,,,,,
24688,0,2,7,0,0,0,1,0,1,4,1,0,1,4,3,1,,,,,
24689,0,1,5,1,0,0,0,1,5,2,0,1,1,1,2,1,,,,,
24690,0,1,2,1,1,0,1,0,0,1,0,0,1,2,4,1,,,,,
24691,0,1,2,0,0,0,0,0,2,4,2,0,1,2,3,1,,,,,
24692,0,2,3,0,1,0,0,0,2,2,0,1,0,3,1,1,,,,,
24693,0,2,1,0,0,1,0,0,4,2,1,1,1,1,4,1,,,,,
24694,0,3,7,0,0,0,1,0,2,5,1,1,0,4,2,1,,,,,
24695,0,4,6,0,0,0,0,0,4,5,2,0,1,3,2,1,,,,,
24696,0,4,2,0,1,0,1,0,1,3,1,0,0,4,3,1,,,,,
24697,0,3,6,0,0,0,1,0,3,0,2,0,1,1,4,0,,,,,
24698,0,4,2,1,0,0,1,1,3,4,0,0,1,2,3,1,,,,,
24699,0,4,7,0,0,0,1,1,1,1,0,1,1,2,1,1,,,,,
24700,0,1,3,1,0,0,0,0,0,2,0,0,1,1,4,1,,,,,
24701,0,4,4,0,0,0,1,0,1,5,1,1,1,4,3,1,,,,,
24702,0,3,7,0,0,0,0,0,3,0,1,0,1,2,4,1,,,,,
24703,0,1,4,0,1,0,0,0,5,2,2,0,1,1,1,1,,,,,
24704,0,3,1,0,0,0,1,0,3,4,1,0,1,4,2,1,,,,,
24705,1,4,2,0,0,0,1,0,2,5,0,0,0,3,4,1,,,,,
24706,0,1,4,0,0,0,1,0,0,0,0,1,1,4,1,1,,,,,
24707,0,3,7,0,0,0,0,0,1,2,1,0,1,2,4,1,,,,,
24708,0,3,2,1,0,1,0,0,3,3,1,1,1,3,2,1,,,,,
24709,0,1,1,0,1,1,0,0,4,3,1,1,1,4,3,0,,,,,
24710,1,2,1,1,0,1,1,0,1,1,1,0,1,3,3,1,,,,,
24711,0,1,3,0,0,0,1,0,1,5,0,0,1,2,4,1,,,,,
24712,0,4,1,0,0,0,1,0,3,3,0,1,0,4,4,1,,,,,
24713,0,4,2,0,0,0,1,0,0,3,2,1,1,3,3,1,,,,,
24714,0,1,4,1,0,0,1,0,3,0,0,1,0,1,2,1,,,,,
24715,0,4,2,0,0,0,0,0,0,2,2,0,1,3,4,1,,,,,
24716,0,3,6,0,0,0,1,0,5,2,1,1,1,2,1,0,,,,,
24717,0,2,3,0,0,1,1,0,5,1,1,0,0,4,4,1,,,,,
24718,0,2,5,0,1,0,1,0,2,3,0,0,1,1,1,0,,,,,
24719,0,2,3,0,0,0,1,0,2,3,2,1,1,2,4,0,,,,,
24720,1,2,2,0,1,1,1,0,1,1,1,1,1,2,3,1,,,,,
24721,0,1,3,0,1,0,0,0,3,2,0,1,1,3,1,1,,,,,
24722,0,3,5,0,0,0,0,0,3,0,1,0,1,3,1,1,,,,,
24723,0,1,2,1,1,0,1,0,1,3,1,0,1,1,2,1,,,,,
24724,0,4,1,1,0,0,1,0,2,4,1,0,1,3,4,1,,,,,
24725,0,1,3,1,0,0,1,0,0,0,0,0,1,1,1,0,,,,,
24726,0,4,3,0,0,0,1,0,5,4,0,1,1,3,3,1,,,,,
24727,0,2,4,0,0,1,1,0,5,0,1,0,1,1,4,1,,,,,
24728,0,3,1,1,0,1,1,0,1,2,1,1,1,1,3,1,,,,,
24729,0,3,7,0,0,1,1,1,2,4,1,1,1,1,1,1,,,,,
24730,0,2,1,0,0,0,1,0,4,1,2,0,1,3,2,1,,,,,
24731,0,4,2,1,0,0,1,0,0,0,2,1,0,4,3,0,,,,,
24732,0,2,6,0,0,0,1,0,4,5,1,1,1,4,1,1,,,,,
24733,0,1,6,0,0,0,0,0,5,5,2,0,1,1,3,1,,,,,
24734,0,1,5,0,0,0,1,0,3,1,1,0,1,4,3,0,,,,,
24735,0,4,6,0,1,0,1,0,5,5,2,0,1,1,4,0,,,,,
24736,1,1,7,0,0,0,1,1,2,5,0,0,0,4,3,0,,,,,
24737,0,2,4,0,0,1,1,0,0,1,2,0,1,3,4,1,,,,,
24738,0,4,1,0,1,0,0,0,3,1,0,1,1,4,1,0,,,,,
24739,0,4,5,0,1,0,0,0,2,4,2,1,1,3,3,1,,,,,
24740,0,2,3,0,0,0,1,0,1,2,1,1,1,1,4,1,,,,,
24741,0,3,4,0,0,0,1,0,2,5,0,1,1,2,1,1,,,,,
24742,0,1,5,0,0,0,0,0,2,2,2,1,1,1,2,1,,,,,
24743,0,1,7,0,0,0,1,0,2,3,0,0,1,4,1,1,,,,,
24744,0,3,2,0,0,0,0,1,0,0,2,1,1,3,4,0,,,,,
24745,0,1,3,0,0,0,1,0,5,4,2,1,1,2,1,1,,,,,
24746,1,1,2,0,0,0,1,0,1,4,0,1,1,2,4,1,,,,,
24747,0,2,1,1,1,0,0,0,5,5,2,1,0,1,2,1,,,,,
24748,0,4,6,0,0,1,1,0,2,1,1,0,1,1,1,1,,,,,
24749,0,1,2,1,0,1,1,0,2,1,0,0,0,4,2,0,,,,,
24750,0,2,2,1,0,1,0,0,0,2,1,0,1,3,4,1,,,,,
24751,0,2,2,0,0,0,0,0,3,4,2,1,1,3,1,1,,,,,
24752,1,4,1,0,0,1,1,0,4,1,2,0,1,2,2,1,,,,,
24753,0,4,7,1,1,1,1,0,1,4,1,1,1,4,2,0,,,,,
24754,1,4,5,0,1,0,1,0,5,3,0,1,1,4,3,1,,,,,
24755,0,1,6,1,1,0,0,0,1,4,2,1,1,1,4,0,,,,,
24756,0,3,1,0,0,0,1,0,0,0,0,1,1,3,4,1,,,,,
24757,0,1,7,0,0,0,1,0,4,1,2,1,0,2,4,1,,,,,
24758,0,2,4,1,0,0,1,0,3,3,1,0,1,1,2,1,,,,,
24759,0,2,6,0,0,0,1,0,4,3,1,0,0,1,2,1,,,,,
24760,0,2,1,1,1,0,0,0,1,0,2,1,1,2,1,1,,,,,
24761,1,3,5,0,0,0,0,1,4,5,1,1,0,1,2,1,,,,,
24762,0,1,3,0,0,1,1,0,3,2,1,0,1,1,3,1,,,,,
24763,0,1,5,0,0,0,1,0,2,4,0,1,0,4,4,1,,,,,
24764,0,1,5,0,1,0,1,0,5,5,1,1,0,2,1,1,,,,,
24765,0,4,1,0,1,1,0,0,4,1,1,0,0,3,4,0,,,,,
24766,0,1,2,0,1,0,0,0,3,1,2,1,1,3,2,0,,,,,
24767,0,1,4,1,0,0,1,0,1,3,2,0,0,2,4,1,,,,,
24768,0,3,6,1,0,1,1,0,0,5,1,0,1,2,3,1,,,,,
24769,0,4,4,0,0,0,1,0,0,2,2,1,1,2,4,1,,,,,
24770,1,2,3,0,0,0,1,0,3,0,1,0,1,2,4,1,,,,,
24771,0,2,1,1,0,0,1,0,0,2,2,0,1,2,2,0,,,,,
24772,0,2,6,0,0,1,1,0,2,2,2,0,0,1,3,1,,,,,
24773,0,3,6,0,0,0,1,0,0,5,0,0,0,4,1,1,,,,,
24774,0,1,7,1,0,0,0,0,1,1,2,1,1,3,2,1,,,,,
24775,0,3,4,1,0,0,0,0,5,2,2,1,1,4,1,1,,,,,
24776,0,3,5,0,0,0,1,0,5,4,2,1,1,3,3,1,,,,,
24777,0,2,5,0,0,0,1,0,4,1,1,0,0,3,3,1,,,,,
24778,0,3,7,0,0,0,0,0,0,4,0,1,0,2,4,1,,,,,
24779,0,1,6,0,1,0,1,1,5,2,1,0,1,3,4,1,,,,,
24780,0,4,2,1,0,0,0,0,4,1,0,1,1,2,2,1,,,,,
24781,1,3,3,0,0,0,1,0,2,2,0,1,1,1,3,1,,,,,
24782,0,2,1,0,0,0,1,0,5,2,1,0,1,1,4,0,,,,,
24783,0,2,7,0,1,0,1,0,5,1,1,0,1,1,1,1,,,,,
24784,1,3,1,0,0,0,0,0,3,1,0,0,1,2,1,1,,,,,
24785,0,4,1,0,0,0,1,1,0,0,1,0,1,3,3,1,,,,,
24786,0,1,7,1,0,0,1,0,2,3,0,1,1,4,4,1,,,,,
24787,0,1,3,0,0,0,1,0,2,4,1,1,1,3,1,0,,,,,
24788,1,2,6,1,0,0,1,0,0,3,0,0,0,4,2,0,,,,,
24789,1,1,2,1,1,0,1,0,0,2,2,1,0,1,3,1,,,,,
24790,0,3,4,0,0,1,0,0,2,5,0,0,1,3,1,1,,,,,
24791,0,1,7,1,0,0,1,0,2,4,1,0,1,1,3,1,,,,,
24792,0,2,5,0,0,0,0,0,1,5,1,0,1,3,1,0,,,,,
24793,0,3,7,1,0,0,1,0,2,3,0,1,1,1,4,1,,,,,
24794,0,1,2,0,1,0,1,0,5,3,1,0,1,3,2,1,,,,,
24795,0,1,7,0,0,0,1,0,5,4,2,1,1,2,3,1,,,,,
24796,0,2,7,0,0,0,0,0,4,3,1,1,1,3,4,1,,,,,
24797,1,1,2,1,0,0,1,0,2,2,1,1,1,4,2,1,,,,,
24798,0,4,1,0,0,1,1,0,5,3,2,0,1,2,2,1,,,,,
24799,1,2,7,1,0,0,1,0,2,3,1,1,1,4,3,1,,,,,
24800,0,3,4,1,1,0,1,0,4,1,0,0,1,3,3,0,,,,,
24801,0,4,4,0,0,0,0,0,0,5,0,0,1,3,1,1,,,,,
24802,0,1,3,0,1,0,1,0,2,1,1,0,0,2,1,1,,,,,
24803,0,3,4,0,1,0,1,0,1,3,2,1,0,1,3,1,,,,,
24804,0,3,4,0,0,0,0,0,4,1,1,1,1,4,3,1,,,,,
24805,1,2,3,1,0,0,0,0,1,2,1,1,1,4,1,1,,,,,
24806,1,2,2,0,0,0,1,0,2,4,1,1,1,3,1,1,,,,,
24807,0,2,2,1,0,0,1,0,0,2,1,1,1,2,3,1,,,,,
24808,0,1,3,1,0,0,0,0,3,1,2,1,0,2,3,0,,,,,
24809,0,2,1,0,0,0,1,0,4,1,0,0,0,2,2,1,,,,,
24810,0,2,3,0,0,0,1,1,3,1,1,0,0,4,3,1,,,,,
24811,0,2,4,0,0,0,0,0,4,3,1,0,1,2,4,0,,,,,
24812,0,2,2,0,0,1,0,0,4,0,1,0,1,1,2,1,,,,,
24813,0,3,3,0,1,1,1,0,3,4,2,1,1,1,3,1,,,,,
24814,0,1,6,0,0,1,0,0,2,5,2,0,1,4,2,0,,,,,
24815,0,4,2,0,0,0,1,0,4,0,2,0,1,1,2,1,,,,,
24816,0,1,6,0,0,0,1,0,5,0,0,0,1,4,3,0,,,,,
24817,0,4,3,0,0,0,1,0,1,0,1,1,1,4,1,1,,,,,
24818,0,1,3,0,0,0,0,1,3,5,2,0,0,1,3,0,,,,,
24819,0,3,2,1,0,0,1,0,0,1,2,1,1,4,3,1,,,,,
24820,0,4,1,0,0,0,1,0,5,2,1,1,0,3,1,1,,,,,
24821,0,4,1,0,0,0,1,1,0,4,0,0,1,3,2,1,,,,,
24822,0,1,7,0,1,0,1,0,3,2,1,1,1,2,2,1,,,,,
24823,0,3,6,0,0,0,0,0,3,2,1,1,1,2,1,1,,,,,
24824,0,4,7,1,0,1,0,1,4,5,1,0,1,1,3,1,,,,,
24825,0,2,7,0,0,0,1,0,2,3,1,0,0,2,3,1,,,,,
24826,1,1,2,0,0,0,0,0,0,3,2,1,0,1,1,1,,,,,
24827,0,4,3,0,1,0,0,0,2,1,0,0,1,1,1,1,,,,,
24828,0,1,7,0,1,0,1,0,4,1,1,0,1,2,4,0,,,,,
24829,1,1,7,0,0,0,1,0,3,1,0,1,0,1,4,1,,,,,
24830,0,4,1,1,0,0,1,1,4,3,0,0,1,3,4,1,,,,,
24831,0,1,2,1,0,0,1,0,3,5,0,0,1,2,3,1,,,,,
24832,0,3,2,1,0,0,1,0,0,4,2,1,1,3,2,1,,,,,
24833,0,1,1,1,0,0,1,0,1,5,1,1,1,3,3,1,,,,,
24834,0,4,2,0,0,1,1,0,1,2,2,0,1,3,3,1,,,,,
24835,0,4,1,0,0,0,0,0,0,5,1,1,1,3,3,1,,,,,
24836,0,3,6,0,0,0,1,0,3,4,2,1,1,2,3,0,,,,,
24837,0,2,2,0,0,0,1,0,5,2,1,0,1,2,3,1,,,,,
24838,0,1,5,0,1,0,1,1,2,5,2,1,0,2,4,1,,,,,
24839,0,2,6,0,1,0,0,1,0,0,0,0,1,2,2,1,,,,,
24840,0,4,3,0,0,0,1,0,5,5,1,0,1,4,3,1,,,,,
24841,1,3,5,0,0,1,1,0,4,3,1,1,0,4,4,1,,,,,
24842,0,3,1,0,0,1,1,0,2,4,2,0,1,2,2,1,,,,,
