,Unnamed: 0,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,label,dropout
18334,18334,0,3,3,0,1,0,1,0,1,5,0,1,1,1,1,1,4,5,0,7.0,0.4375
18335,18335,1,4,7,1,0,0,1,0,0,1,1,0,0,1,1,1,3,10,1,5.0,0.3125
18336,18336,0,3,2,0,0,0,1,0,0,1,1,0,1,2,4,1,2,13,1,7.0,0.4375
18337,18337,0,2,5,0,0,0,1,0,5,4,1,0,0,4,3,0,1,9,1,3.0,0.1875
18338,18338,0,2,6,0,0,0,1,0,5,4,1,0,0,1,2,0,2,30,1,2.0,0.125
18339,18339,0,1,6,0,0,0,1,1,1,3,1,0,1,2,2,1,1,26,0,6.0,0.375
18340,18340,0,2,3,0,0,1,1,0,0,0,0,1,0,4,4,1,1,23,1,9.0,0.5625
18341,18341,0,4,1,0,1,0,1,0,4,5,2,0,1,3,1,1,3,10,1,6.0,0.375
18342,18342,0,1,5,0,0,1,0,0,0,1,2,1,1,4,4,1,4,22,1,8.0,0.5
18343,18343,0,1,1,0,0,0,0,0,4,2,1,1,1,2,1,0,5,25,1,5.0,0.3125
18344,18344,0,4,3,0,0,0,1,0,3,4,2,0,1,2,1,0,1,16,0,3.0,0.1875
18345,18345,1,2,7,0,0,0,1,0,5,5,2,1,1,2,3,1,3,33,0,7.0,0.4375
18346,18346,0,3,7,0,0,0,0,1,1,5,2,0,0,4,1,1,3,17,0,3.0,0.1875
18347,18347,0,2,1,0,0,0,1,0,2,0,2,1,1,1,2,1,3,9,1,7.0,0.4375
18348,18348,0,4,6,0,0,0,0,0,2,4,0,1,0,4,4,0,1,14,0,3.0,0.1875
18349,18349,0,2,7,0,0,0,1,0,3,0,1,0,0,2,4,1,3,23,1,6.0,0.375
18350,18350,0,3,3,0,0,0,1,0,0,1,0,1,1,4,2,1,3,24,1,7.0,0.4375
18351,18351,0,4,2,0,0,0,1,0,4,4,2,1,0,2,1,1,5,3,0,4.0,0.25
18352,18352,0,4,5,0,1,0,1,0,2,3,0,1,1,2,2,1,1,12,0,8.0,0.5
18353,18353,0,4,5,0,0,0,0,0,0,1,1,1,1,4,1,0,5,16,0,4.0,0.25
18354,18354,0,4,4,0,0,0,1,0,5,3,2,0,0,3,4,0,2,3,0,3.0,0.1875
18355,18355,1,1,3,0,0,0,1,0,3,2,2,1,0,1,2,1,3,32,1,5.0,0.3125
18356,18356,0,4,5,1,0,1,1,0,2,3,0,1,1,4,1,1,3,1,0,8.0,0.5
18357,18357,0,1,1,1,0,1,1,0,3,5,1,0,1,1,2,1,2,24,0,7.0,0.4375
18358,18358,0,4,4,0,1,0,1,1,3,1,1,1,1,1,4,1,2,19,1,7.0,0.4375
18359,18359,0,1,3,0,0,0,0,0,2,5,2,0,1,3,2,0,4,29,1,3.0,0.1875
18360,18360,0,3,5,0,0,0,0,0,1,2,0,1,1,3,4,0,1,20,0,7.0,0.4375
18361,18361,0,4,5,1,0,0,0,0,3,4,0,0,1,4,4,1,2,15,0,6.0,0.375
18362,18362,0,2,1,0,0,0,1,0,4,5,1,0,0,3,3,1,4,24,0,5.0,0.3125
18363,18363,0,2,2,1,0,0,1,0,5,1,2,0,1,3,2,0,3,20,0,5.0,0.3125
18364,18364,0,3,1,0,0,1,0,0,3,3,1,0,1,2,1,1,4,4,0,6.0,0.375
18365,18365,0,4,7,0,0,0,1,0,2,2,2,0,1,2,4,1,1,3,1,5.0,0.3125
18366,18366,0,1,1,0,0,0,1,0,3,5,2,0,1,3,2,1,1,20,1,6.0,0.375
18367,18367,0,1,1,0,0,0,1,1,4,4,1,0,1,2,3,1,3,21,0,7.0,0.4375
18368,18368,0,4,3,0,0,1,1,0,5,1,1,0,1,3,3,1,4,17,1,5.0,0.3125
18369,18369,0,4,4,0,0,0,1,1,0,1,1,0,1,3,3,1,5,8,0,6.0,0.375
18370,18370,1,3,1,0,1,0,0,0,5,3,1,0,0,1,1,1,4,7,0,5.0,0.3125
18371,18371,0,4,3,0,0,1,0,0,1,1,0,1,1,3,1,1,1,11,0,6.0,0.375
18372,18372,0,3,7,0,1,1,0,0,2,1,0,0,0,3,1,1,1,16,0,6.0,0.375
18373,18373,0,4,5,0,0,0,0,0,0,2,1,0,1,2,1,1,5,30,1,5.0,0.3125
18374,18374,0,1,6,0,1,0,1,0,4,5,2,0,1,1,3,1,2,9,1,5.0,0.3125
18375,18375,1,4,3,0,0,0,1,0,1,5,2,1,0,4,3,1,1,15,1,4.0,0.25
18376,18376,0,3,6,1,0,0,1,0,2,2,2,0,1,2,4,0,5,31,1,6.0,0.375
18377,18377,0,1,3,0,0,0,0,1,2,5,0,0,1,3,1,0,1,2,0,5.0,0.3125
18378,18378,0,2,2,0,0,0,1,0,3,3,1,1,1,2,2,1,1,16,1,6.0,0.375
18379,18379,0,2,7,0,0,1,0,0,5,4,2,1,0,2,3,1,4,19,1,5.0,0.3125
18380,18380,0,4,5,0,1,0,1,0,5,3,1,0,1,1,2,1,3,13,1,5.0,0.3125
18381,18381,0,2,3,1,1,0,1,0,2,5,2,0,1,3,2,1,2,23,1,7.0,0.4375
18382,18382,0,2,6,1,0,0,0,0,4,4,1,1,1,3,3,1,1,32,0,6.0,0.375
18383,18383,0,2,6,0,0,0,0,0,0,1,0,0,1,3,4,1,1,1,1,7.0,0.4375
18384,18384,0,3,4,0,1,0,1,0,1,5,2,0,1,2,1,1,3,5,0,6.0,0.375
18385,18385,1,4,4,1,0,1,1,0,4,5,1,1,1,1,4,1,4,29,1,8.0,0.5
18386,18386,0,1,7,1,0,0,1,0,0,4,1,1,1,2,2,0,3,1,1,7.0,0.4375
18387,18387,0,4,1,0,0,0,0,0,4,1,0,1,0,3,3,0,4,17,0,4.0,0.25
18388,18388,0,3,7,0,0,1,1,0,1,2,2,0,0,1,4,1,4,29,0,5.0,0.3125
18389,18389,0,4,1,0,0,1,0,0,3,3,1,0,1,4,1,1,2,3,0,4.0,0.25
18390,18390,0,2,1,0,0,0,1,0,4,5,0,0,0,4,1,0,1,28,1,4.0,0.25
18391,18391,0,1,7,0,0,0,1,0,2,5,0,0,0,1,3,1,2,27,0,4.0,0.25
18392,18392,1,2,7,0,0,0,1,0,1,1,2,0,1,2,1,1,2,24,0,6.0,0.375
18393,18393,0,3,3,0,0,1,1,0,3,2,1,1,1,2,4,1,3,17,1,8.0,0.5
18394,18394,0,2,2,0,0,0,1,0,2,2,1,0,1,4,2,1,3,6,1,4.0,0.25
18395,18395,0,3,1,0,0,0,1,0,5,3,2,1,1,3,2,1,1,23,0,7.0,0.4375
18396,18396,0,1,4,0,1,1,1,1,4,3,0,1,1,2,4,1,3,2,1,11.0,0.6875
18397,18397,1,1,5,0,1,0,0,0,3,2,1,1,1,4,3,1,2,29,0,7.0,0.4375
18398,18398,0,2,5,0,1,0,1,0,4,2,2,0,1,2,4,0,5,30,1,7.0,0.4375
18399,18399,1,4,2,0,0,0,1,0,1,0,0,1,1,4,1,1,4,4,1,7.0,0.4375
18400,18400,0,4,4,0,1,0,1,0,1,5,0,0,1,4,3,1,2,12,1,5.0,0.3125
18401,18401,0,1,1,0,0,0,0,0,1,0,1,1,0,3,1,1,2,23,0,6.0,0.375
18402,18402,0,2,2,0,1,0,1,0,4,2,0,0,1,2,1,1,4,20,1,7.0,0.4375
18403,18403,0,1,7,0,0,0,1,0,5,1,2,1,1,2,2,1,5,18,0,6.0,0.375
18404,18404,0,4,3,0,0,0,1,0,2,2,1,0,1,1,3,0,1,17,1,2.0,0.125
18405,18405,0,3,2,0,0,1,1,0,1,3,2,0,0,1,3,1,1,11,1,4.0,0.25
18406,18406,0,1,1,0,0,0,1,0,4,3,0,1,1,4,2,1,3,20,1,7.0,0.4375
18407,18407,0,3,2,0,0,1,1,0,2,5,1,1,0,1,2,1,3,15,1,5.0,0.3125
18408,18408,0,1,6,0,0,0,1,0,1,3,0,0,1,4,2,1,3,5,0,5.0,0.3125
18409,18409,1,3,7,1,0,0,1,0,0,2,2,1,1,3,3,1,1,13,1,9.0,0.5625
18410,18410,1,2,7,0,0,0,0,0,2,1,0,1,1,4,1,0,5,32,0,5.0,0.3125
18411,18411,0,4,3,0,0,1,0,0,4,0,1,0,1,4,3,1,1,1,1,4.0,0.25
18412,18412,0,3,1,0,1,1,1,0,5,1,0,0,1,3,1,1,1,32,1,9.0,0.5625
18413,18413,0,3,2,0,1,0,1,1,1,0,0,0,1,3,1,0,2,1,0,8.0,0.5
18414,18414,0,3,7,0,0,0,1,0,1,1,1,0,1,1,2,1,5,25,0,4.0,0.25
18415,18415,0,1,2,0,0,0,0,0,4,1,1,0,1,3,2,1,4,17,0,4.0,0.25
18416,18416,0,4,3,0,0,0,1,0,2,2,0,1,0,2,3,0,2,4,0,4.0,0.25
18417,18417,0,3,5,1,0,0,1,0,3,3,2,0,0,4,1,0,5,27,0,4.0,0.25
18418,18418,1,4,1,0,0,0,1,1,1,3,2,1,1,1,1,1,3,2,0,7.0,0.4375
18419,18419,0,4,1,0,0,0,1,0,1,3,0,1,1,3,3,1,2,25,0,7.0,0.4375
18420,18420,0,1,1,1,0,0,0,0,3,5,1,0,1,2,3,1,2,33,1,6.0,0.375
18421,18421,0,1,2,0,0,0,0,0,4,3,2,1,1,2,1,1,5,16,0,5.0,0.3125
18422,18422,0,4,7,0,0,0,1,0,4,4,1,1,0,2,1,0,2,11,1,3.0,0.1875
18423,18423,0,4,3,0,0,0,1,0,0,3,2,1,0,1,2,1,5,30,1,4.0,0.25
18424,18424,0,4,3,1,0,0,1,0,1,5,0,0,1,4,3,1,4,32,0,5.0,0.3125
18425,18425,0,1,7,0,0,1,1,0,2,5,2,0,1,2,1,1,1,16,0,6.0,0.375
18426,18426,0,4,4,1,0,0,1,0,2,4,0,0,1,1,1,1,2,23,1,5.0,0.3125
18427,18427,0,1,7,0,1,0,1,0,4,0,0,1,1,3,1,0,5,26,0,8.0,0.5
18428,18428,1,4,4,1,1,0,0,0,1,4,1,0,1,1,2,0,5,29,0,4.0,0.25
18429,18429,0,1,2,0,0,0,1,0,2,1,0,0,1,1,2,0,4,10,0,4.0,0.25
18430,18430,1,4,4,0,0,0,0,0,5,3,1,1,1,2,1,1,2,14,1,5.0,0.3125
18431,18431,0,1,1,0,1,0,0,0,3,0,0,1,1,1,2,1,4,20,0,8.0,0.5
18432,18432,0,2,4,0,0,0,1,0,4,5,0,0,1,2,1,1,4,31,0,6.0,0.375
18433,18433,0,4,7,0,0,0,1,0,1,0,0,0,1,1,2,1,2,1,1,5.0,0.3125
18434,18434,0,2,2,1,0,0,0,0,2,1,1,1,1,2,2,1,1,11,0,6.0,0.375
18435,18435,0,2,1,0,0,0,0,0,1,1,2,0,1,4,2,0,5,27,0,3.0,0.1875
18436,18436,0,1,1,0,0,0,1,0,4,0,2,0,1,1,3,1,4,20,0,6.0,0.375
18437,18437,0,1,1,0,0,0,1,1,1,5,2,1,1,3,1,0,4,10,0,7.0,0.4375
18438,18438,0,4,6,0,0,0,1,0,0,3,0,1,1,2,2,1,5,8,1,7.0,0.4375
18439,18439,0,3,3,0,0,1,1,1,2,5,2,0,1,4,1,1,3,25,1,6.0,0.375
18440,18440,0,4,7,0,0,0,1,0,3,1,1,0,1,2,2,1,2,25,1,4.0,0.25
18441,18441,0,1,3,0,0,0,1,0,0,0,0,1,1,2,2,1,4,33,0,9.0,0.5625
18442,18442,0,4,5,1,0,0,0,0,2,0,0,1,0,3,4,1,1,15,0,8.0,0.5
18443,18443,0,1,2,0,0,0,0,0,2,5,0,0,1,4,1,1,3,14,0,4.0,0.25
18444,18444,0,4,4,1,0,0,1,0,3,0,0,0,1,4,4,0,2,29,1,6.0,0.375
18445,18445,0,1,7,0,0,0,0,0,5,3,2,0,0,2,1,1,1,30,0,3.0,0.1875
18446,18446,1,1,7,0,0,0,0,0,0,1,0,1,1,4,4,1,1,18,1,8.0,0.5
18447,18447,0,3,2,0,0,1,1,0,2,5,0,1,1,2,1,1,1,21,0,8.0,0.5
18448,18448,0,4,2,0,1,0,1,0,1,0,2,0,1,4,2,1,1,15,1,5.0,0.3125
18449,18449,0,3,5,0,0,0,0,0,4,2,0,1,0,3,4,1,4,31,1,7.0,0.4375
18450,18450,0,4,7,0,0,0,1,0,2,5,2,0,1,4,1,1,2,19,1,3.0,0.1875
18451,18451,1,1,6,0,0,0,1,0,0,4,2,0,1,2,4,0,4,24,1,7.0,0.4375
18452,18452,0,3,5,0,0,1,1,0,5,3,2,1,1,3,1,1,1,19,0,8.0,0.5
18453,18453,1,4,5,0,0,1,1,0,0,2,1,1,0,3,2,1,5,25,0,8.0,0.5
18454,18454,0,2,7,0,0,0,1,0,3,2,2,0,1,2,4,1,5,25,0,6.0,0.375
18455,18455,1,1,3,0,0,0,1,0,2,1,0,1,1,3,3,1,5,29,0,8.0,0.5
18456,18456,0,2,6,0,0,0,1,0,0,0,1,1,1,1,4,1,3,31,1,8.0,0.5
18457,18457,1,3,3,0,0,0,1,0,5,2,0,0,1,2,4,1,3,19,0,8.0,0.5
18458,18458,0,2,2,0,0,0,0,1,2,2,2,0,1,2,1,1,4,10,0,5.0,0.3125
18459,18459,0,3,2,1,0,0,1,0,2,0,2,0,0,4,2,1,5,5,1,5.0,0.3125
18460,18460,0,4,5,0,0,0,1,1,5,3,0,1,1,1,2,1,2,31,0,7.0,0.4375
18461,18461,0,1,4,1,0,0,1,0,5,3,1,0,1,3,2,1,5,33,0,6.0,0.375
18462,18462,0,1,2,0,0,0,1,0,0,5,2,1,1,4,2,1,2,22,0,6.0,0.375
18463,18463,0,4,1,0,1,0,1,1,1,1,0,1,0,3,4,1,3,15,1,9.0,0.5625
18464,18464,0,2,5,1,0,0,0,0,2,1,2,1,1,4,4,1,5,5,0,7.0,0.4375
18465,18465,1,1,4,0,0,0,0,1,4,5,1,1,0,4,2,1,3,32,0,5.0,0.3125
18466,18466,0,4,4,0,0,0,0,0,3,3,2,1,1,1,2,1,2,9,0,3.0,0.1875
18467,18467,0,3,1,0,0,0,1,0,1,4,0,0,1,2,1,0,2,12,1,6.0,0.375
18468,18468,1,3,4,0,1,0,0,0,1,4,1,1,0,3,4,1,1,17,1,7.0,0.4375
18469,18469,0,1,4,0,1,0,1,0,2,4,0,0,1,2,2,1,3,10,1,7.0,0.4375
18470,18470,0,3,3,0,1,0,0,1,1,2,1,1,1,1,3,1,1,10,0,6.0,0.375
18471,18471,0,1,3,0,0,0,1,1,1,5,2,0,1,1,4,1,2,28,1,6.0,0.375
18472,18472,0,1,2,0,0,1,1,0,2,5,1,0,1,2,3,0,4,33,0,5.0,0.3125
18473,18473,1,1,4,0,0,0,0,0,0,2,1,1,1,1,2,1,3,30,1,6.0,0.375
18474,18474,0,1,1,0,0,0,1,1,5,4,2,0,1,1,4,1,5,2,1,7.0,0.4375
18475,18475,0,1,2,0,0,0,0,0,0,3,2,0,0,1,2,1,3,27,1,3.0,0.1875
18476,18476,0,1,3,0,0,0,1,0,2,0,0,1,0,4,2,1,5,1,0,6.0,0.375
18477,18477,0,3,7,0,0,0,1,0,1,3,2,0,0,4,3,1,1,3,0,3.0,0.1875
18478,18478,0,4,2,0,0,1,0,0,1,0,2,1,1,1,3,1,1,9,1,5.0,0.3125
18479,18479,1,2,2,0,0,0,0,0,4,2,1,0,0,3,1,1,3,16,0,4.0,0.25
18480,18480,0,4,6,0,0,0,0,0,2,3,0,0,1,4,3,1,1,11,0,3.0,0.1875
18481,18481,0,2,7,0,0,0,1,0,1,1,0,1,1,4,1,1,5,11,1,6.0,0.375
18482,18482,0,3,5,0,1,0,0,0,2,0,0,1,1,4,1,1,3,26,1,8.0,0.5
18483,18483,1,1,3,0,0,0,1,1,0,5,0,1,0,3,1,1,1,18,0,9.0,0.5625
18484,18484,0,2,2,0,1,0,1,0,0,4,2,0,1,3,1,1,5,11,0,7.0,0.4375
18485,18485,0,1,7,0,1,0,0,0,4,1,2,0,1,3,4,0,1,30,1,5.0,0.3125
18486,18486,0,1,1,0,0,0,1,0,4,1,1,0,1,1,4,1,5,30,1,6.0,0.375
18487,18487,0,3,7,0,1,0,0,0,1,5,1,1,1,2,2,1,4,16,1,6.0,0.375
18488,18488,0,4,3,0,0,0,0,0,2,5,0,1,1,1,4,1,2,21,0,5.0,0.3125
18489,18489,0,1,7,0,0,1,1,0,1,1,0,1,1,2,4,0,5,9,0,8.0,0.5
18490,18490,0,2,4,0,0,0,0,0,0,0,0,1,0,2,2,1,2,27,1,7.0,0.4375
18491,18491,0,1,5,1,0,0,1,1,3,3,1,0,1,3,4,1,2,13,1,9.0,0.5625
18492,18492,0,3,2,0,0,0,1,1,5,2,0,1,0,4,3,1,3,8,0,6.0,0.375
18493,18493,0,3,2,1,0,0,1,0,3,0,0,1,0,4,1,1,5,30,0,7.0,0.4375
18494,18494,1,3,4,0,0,1,1,0,3,2,2,0,1,4,4,1,3,31,0,7.0,0.4375
18495,18495,0,3,6,0,0,1,1,0,0,3,2,0,1,2,3,1,3,13,1,7.0,0.4375
18496,18496,0,4,1,1,0,0,0,0,3,5,2,0,1,2,2,0,5,31,1,4.0,0.25
18497,18497,1,1,6,0,0,0,1,0,1,5,0,0,1,3,4,1,2,14,0,8.0,0.5
18498,18498,0,3,3,0,1,1,1,0,1,1,2,0,1,3,2,1,2,27,1,7.0,0.4375
18499,18499,0,4,6,0,0,0,1,0,0,0,2,1,0,1,2,1,2,1,0,5.0,0.3125
18500,18500,0,2,6,0,0,0,1,0,4,5,0,1,1,1,4,1,2,8,1,7.0,0.4375
18501,18501,0,3,2,1,0,1,0,0,5,4,0,0,1,2,2,1,1,10,1,7.0,0.4375
18502,18502,0,2,5,0,0,0,1,0,3,0,0,1,1,2,3,1,5,15,0,9.0,0.5625
18503,18503,0,3,2,1,0,1,1,0,0,0,0,1,1,2,2,1,2,30,0,11.0,0.6875
18504,18504,1,3,1,0,1,0,0,0,4,2,0,1,1,4,1,0,1,13,0,7.0,0.4375
18505,18505,1,3,3,1,0,1,1,0,1,4,0,1,0,1,1,0,5,11,1,7.0,0.4375
18506,18506,0,2,3,0,0,0,0,0,2,2,2,1,1,2,1,1,2,30,0,5.0,0.3125
18507,18507,1,1,1,0,0,0,1,0,0,3,2,1,1,3,2,1,1,33,1,9.0,0.5625
18508,18508,0,3,4,0,0,0,1,0,5,1,1,0,0,1,2,1,1,29,0,3.0,0.1875
18509,18509,0,1,4,1,1,0,1,0,0,0,2,0,1,1,1,1,2,21,0,8.0,0.5
18510,18510,0,2,4,0,0,0,1,0,2,5,2,1,1,3,1,1,5,8,0,6.0,0.375
18511,18511,0,2,5,0,0,1,0,1,3,5,2,1,1,2,1,1,2,20,1,8.0,0.5
18512,18512,1,2,2,0,0,0,1,0,0,1,0,1,1,4,1,1,3,12,1,8.0,0.5
18513,18513,0,1,7,0,0,0,0,0,1,1,2,0,1,3,1,1,1,30,1,4.0,0.25
18514,18514,0,2,5,0,1,0,1,0,1,0,2,0,1,2,2,1,4,33,1,8.0,0.5
18515,18515,0,1,2,0,0,0,1,0,5,5,0,0,1,3,4,1,2,14,1,7.0,0.4375
18516,18516,0,2,5,0,0,0,0,0,1,3,2,1,1,2,1,1,5,30,1,6.0,0.375
18517,18517,0,4,6,1,0,0,1,0,3,1,0,1,1,4,3,1,5,8,0,6.0,0.375
18518,18518,0,2,1,0,0,0,1,1,2,4,2,1,1,2,2,1,5,28,1,8.0,0.5
18519,18519,0,2,1,0,1,0,1,0,3,5,1,0,1,2,4,1,4,9,1,8.0,0.5
18520,18520,0,4,3,0,0,0,0,1,2,2,2,1,0,4,1,1,3,33,1,3.0,0.1875
18521,18521,0,1,6,0,0,0,1,0,5,0,0,0,0,3,4,1,4,26,0,7.0,0.4375
18522,18522,0,3,5,0,0,0,1,0,3,5,2,1,0,1,1,1,4,28,0,5.0,0.3125
18523,18523,0,3,2,0,0,0,1,0,3,2,2,1,1,3,4,1,1,13,0,7.0,0.4375
18524,18524,1,1,2,0,0,0,0,0,5,5,0,1,1,4,1,1,5,33,1,6.0,0.375
18525,18525,0,1,5,0,0,1,1,0,3,1,2,0,1,2,3,1,3,17,1,7.0,0.4375
18526,18526,1,3,6,0,0,0,1,0,4,4,0,1,0,2,1,1,5,9,1,7.0,0.4375
18527,18527,1,1,6,0,1,1,1,0,1,2,1,0,1,4,3,1,4,27,0,7.0,0.4375
18528,18528,0,4,1,0,0,0,1,0,4,5,1,0,1,2,2,1,2,2,0,5.0,0.3125
18529,18529,1,1,6,1,0,0,0,0,0,0,0,1,1,1,2,0,2,13,0,8.0,0.5
18530,18530,0,2,3,0,0,1,1,0,0,0,2,0,1,2,3,0,1,33,1,7.0,0.4375
18531,18531,0,1,5,0,0,0,0,0,5,2,2,1,1,1,3,1,3,23,1,5.0,0.3125
18532,18532,0,3,6,0,0,0,1,0,2,2,0,0,1,3,3,1,3,12,0,6.0,0.375
18533,18533,0,1,7,0,0,0,0,0,2,3,1,1,1,2,1,1,3,31,1,5.0,0.3125
18534,18534,0,2,1,0,1,0,1,0,5,1,1,1,1,2,4,1,4,27,0,9.0,0.5625
18535,18535,0,4,2,1,0,0,1,0,2,5,2,0,1,2,1,0,1,7,0,4.0,0.25
18536,18536,0,2,4,0,1,0,1,0,2,4,0,0,1,2,3,0,5,22,1,6.0,0.375
18537,18537,1,1,1,0,1,0,0,1,1,3,2,1,1,3,1,0,4,24,1,8.0,0.5
18538,18538,0,3,3,0,0,0,0,0,3,4,2,0,1,4,2,1,5,2,0,3.0,0.1875
18539,18539,1,2,4,0,0,0,0,0,4,4,0,0,1,4,3,0,5,13,1,4.0,0.25
18540,18540,1,4,6,0,0,0,1,0,3,3,1,0,1,3,1,1,2,5,0,5.0,0.3125
18541,18541,0,4,7,0,0,0,1,1,1,4,1,1,1,1,1,1,4,8,1,5.0,0.3125
18542,18542,0,2,1,0,0,1,0,0,2,2,0,1,1,2,4,1,1,17,0,9.0,0.5625
18543,18543,0,1,3,0,1,1,1,0,1,4,1,1,1,3,3,1,4,27,0,8.0,0.5
18544,18544,0,1,3,0,0,0,1,0,3,1,0,0,1,2,3,1,1,13,0,6.0,0.375
18545,18545,1,3,5,1,0,1,1,0,3,2,1,0,1,1,3,1,1,30,0,8.0,0.5
18546,18546,1,1,3,1,0,0,1,0,3,1,0,1,0,1,1,1,3,6,0,7.0,0.4375
18547,18547,0,3,5,0,0,0,1,0,0,5,0,0,1,2,3,0,3,22,0,7.0,0.4375
18548,18548,0,2,1,1,0,1,1,0,4,3,2,0,1,3,3,1,1,29,0,8.0,0.5
18549,18549,0,2,7,0,0,1,1,0,4,4,2,0,1,4,1,0,2,23,0,4.0,0.25
18550,18550,0,1,1,0,1,1,1,0,5,5,0,0,1,1,2,0,1,12,1,7.0,0.4375
18551,18551,0,4,3,1,1,0,1,0,2,3,1,0,1,4,1,1,5,6,0,5.0,0.3125
18552,18552,0,2,1,0,0,0,1,0,2,4,0,1,0,3,3,1,1,5,0,7.0,0.4375
18553,18553,0,2,3,0,1,0,1,0,1,5,0,0,0,4,4,1,3,22,0,6.0,0.375
18554,18554,0,4,7,0,0,0,0,0,3,5,2,1,0,3,2,1,1,32,0,3.0,0.1875
18555,18555,1,1,1,0,1,1,0,0,5,0,2,0,1,1,4,1,1,1,1,9.0,0.5625
18556,18556,0,2,4,0,0,1,1,0,4,3,2,0,1,3,3,1,5,2,1,6.0,0.375
18557,18557,0,2,3,0,1,0,1,0,4,4,0,0,1,3,1,1,2,21,1,7.0,0.4375
18558,18558,0,3,6,0,0,0,0,0,0,1,1,0,1,1,3,1,1,24,1,4.0,0.25
18559,18559,0,4,3,0,0,0,1,0,0,4,0,0,1,4,1,0,4,12,1,4.0,0.25
18560,18560,0,4,7,0,0,1,0,0,2,0,1,1,1,1,1,1,3,3,0,5.0,0.3125
18561,18561,0,1,5,0,0,1,1,0,3,5,0,0,1,1,4,0,5,23,0,7.0,0.4375
18562,18562,0,1,6,0,0,0,0,0,4,5,1,1,1,3,4,1,1,13,1,6.0,0.375
18563,18563,0,3,6,0,0,0,0,0,4,3,2,0,1,3,4,0,2,24,1,4.0,0.25
18564,18564,0,2,3,1,0,0,1,0,3,4,0,1,1,2,3,1,3,4,0,8.0,0.5
18565,18565,0,3,7,1,1,1,0,1,1,0,1,1,1,3,2,0,3,9,1,9.0,0.5625
18566,18566,0,1,4,0,1,0,0,0,1,2,2,1,1,4,4,1,5,29,1,6.0,0.375
18567,18567,0,4,7,0,1,0,1,0,1,1,0,1,1,3,3,0,5,5,1,6.0,0.375
18568,18568,1,1,3,1,0,1,1,0,3,5,1,0,1,4,3,1,1,8,0,7.0,0.4375
18569,18569,0,3,6,1,0,0,0,0,4,5,2,1,1,4,2,0,4,10,0,4.0,0.25
18570,18570,1,1,1,0,0,0,1,0,1,1,2,1,1,1,2,1,3,2,1,7.0,0.4375
18571,18571,0,2,2,0,1,0,1,0,1,1,1,1,1,2,1,1,1,22,0,7.0,0.4375
18572,18572,0,3,5,0,0,0,1,0,1,2,0,1,1,3,4,0,2,21,1,8.0,0.5
18573,18573,1,2,1,0,1,0,0,0,1,2,1,0,0,4,2,1,3,21,1,5.0,0.3125
18574,18574,0,3,2,0,0,0,0,1,5,5,1,0,1,4,2,1,5,5,0,4.0,0.25
18575,18575,0,2,4,1,0,0,1,0,1,3,1,1,0,2,2,1,2,32,1,6.0,0.375
18576,18576,1,4,5,0,1,0,0,0,5,0,1,0,1,1,4,0,3,16,0,6.0,0.375
18577,18577,0,4,3,0,1,1,0,0,5,3,1,1,1,2,2,1,1,33,0,6.0,0.375
18578,18578,1,3,5,1,1,0,1,1,3,3,0,1,1,1,1,1,2,25,1,11.0,0.6875
18579,18579,0,2,4,0,0,0,1,1,0,4,1,0,1,2,2,1,5,5,1,7.0,0.4375
18580,18580,0,1,5,0,0,0,0,0,5,1,1,0,1,3,3,0,2,11,1,4.0,0.25
18581,18581,0,2,6,0,0,0,1,0,3,3,0,1,0,3,1,1,4,1,0,6.0,0.375
18582,18582,0,2,4,0,1,0,1,0,1,5,2,0,0,3,3,1,4,4,1,5.0,0.3125
18583,18583,1,1,3,0,0,0,0,0,2,5,1,0,1,1,4,1,4,14,1,5.0,0.3125
18584,18584,0,4,3,0,0,0,1,0,4,2,0,0,1,4,3,1,3,4,1,4.0,0.25
18585,18585,0,4,7,1,1,0,1,0,2,0,2,0,1,2,3,1,1,20,0,7.0,0.4375
18586,18586,0,4,2,0,0,1,1,0,1,5,1,0,1,1,1,1,1,31,1,4.0,0.25
18587,18587,0,4,2,0,0,0,1,0,2,5,2,0,1,3,2,1,3,31,1,4.0,0.25
18588,18588,0,4,4,0,0,0,1,0,5,1,2,1,1,4,4,0,1,18,0,4.0,0.25
18589,18589,1,2,5,0,0,0,1,0,3,1,0,0,1,2,4,1,2,26,1,9.0,0.5625
18590,18590,1,3,6,1,0,0,1,1,4,2,2,0,0,3,3,1,3,16,1,7.0,0.4375
18591,18591,0,4,2,0,0,0,0,0,0,2,1,1,0,3,2,1,2,8,0,4.0,0.25
18592,18592,0,1,4,0,1,0,1,0,3,3,0,0,1,4,2,1,3,14,0,6.0,0.375
18593,18593,0,3,7,0,0,0,1,0,5,0,2,0,1,2,1,1,3,2,1,6.0,0.375
18594,18594,0,4,6,0,0,0,1,0,0,0,0,0,0,1,4,0,2,24,1,5.0,0.3125
18595,18595,0,4,7,0,0,0,1,0,2,5,1,1,1,3,2,0,1,30,1,4.0,0.25
18596,18596,1,2,7,1,0,0,1,0,2,5,0,1,1,2,4,1,3,25,0,10.0,0.625
18597,18597,0,1,5,0,0,0,1,0,0,1,2,0,1,3,2,1,2,19,1,7.0,0.4375
