,Unnamed: 0,Gender,Age,Orphan,state,PinCode,mother_tongue,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,pwd,out_of_school_child,dropout_student,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,debt,family_annual_income,no_of_children,academic_stream,status_in_previous_year,appreared_previous_exam,results_in_previous_year_type,mental_issues,drug_addiction ,label,prediction
1262,1262,0,19,0,12,273373,0,1,7,1,1,1,0,0,1,4,0,0,0,1,2,3,1,4,0,2,0,0,9,1
1263,1263,0,20,0,27,291737,0,4,1,0,0,1,1,0,0,4,1,0,0,1,2,3,1,2,0,2,0,0,4,0
1264,1264,1,21,0,19,601547,0,1,7,0,1,0,1,0,0,5,5,1,1,0,2,3,2,3,0,3,1,0,6,0
1265,1265,1,16,0,26,501035,0,2,4,1,1,0,1,1,0,2,2,0,0,0,2,3,4,1,1,4,1,1,4,0
1266,1266,0,18,0,28,331442,1,2,3,0,0,1,0,0,0,0,0,0,0,1,2,3,2,1,0,4,0,1,5,0
1267,1267,1,14,1,32,896225,0,4,3,1,0,1,1,0,0,5,4,1,0,1,2,3,2,2,1,1,0,1,5,0
1268,1268,1,20,0,4,504650,0,4,2,0,1,1,0,1,0,3,4,1,1,0,1,3,2,2,1,2,0,1,5,0
1269,1269,1,21,0,29,908085,0,4,4,0,0,0,1,0,0,1,3,1,0,1,0,3,3,1,0,4,0,0,3,0
1270,1270,0,21,0,33,366290,1,4,7,1,0,0,1,0,0,0,2,1,1,0,0,2,4,1,0,1,1,0,6,0
1271,1271,0,16,0,27,288651,0,3,1,1,0,0,0,1,0,2,3,0,1,0,0,3,5,3,0,2,0,1,6,0
1272,1272,1,19,0,29,940899,0,1,4,1,0,1,1,1,0,3,4,0,1,1,1,3,4,2,1,4,1,0,6,0
1273,1273,0,17,0,31,946148,1,1,7,1,0,1,0,1,1,0,4,0,1,0,0,3,4,1,1,3,0,1,8,1
1274,1274,1,16,0,29,982773,1,2,6,0,1,1,0,0,1,1,2,1,1,1,2,2,5,1,0,3,1,1,9,1
1275,1275,0,17,0,17,810221,0,3,7,1,0,0,1,1,0,5,1,1,0,0,1,3,1,2,1,4,1,0,4,0
1276,1276,0,21,0,29,881973,0,1,2,1,0,1,1,1,0,2,0,0,0,0,1,3,5,2,0,4,1,0,5,0
1277,1277,0,14,1,10,920025,0,1,4,1,0,0,1,0,1,0,2,1,1,1,1,3,1,1,1,2,0,1,9,1
1278,1278,1,15,0,25,669521,0,3,7,1,0,0,0,0,1,0,0,1,0,0,1,2,5,1,0,3,1,1,8,1
1279,1279,1,18,0,29,971114,0,4,1,1,0,0,1,1,0,5,3,0,0,1,2,3,3,4,1,1,1,1,5,0
1280,1280,1,16,0,18,831688,0,2,3,1,1,1,1,0,1,1,2,0,1,0,2,3,5,4,0,2,1,1,9,1
1281,1281,0,14,0,19,933031,0,1,4,1,1,1,1,0,0,2,1,0,0,0,2,3,1,4,1,1,1,1,6,0
1282,1282,0,20,0,23,707455,1,1,7,1,0,0,0,0,0,4,0,1,1,0,1,2,1,2,0,1,1,0,6,0
1283,1283,1,21,1,19,364333,1,4,1,1,0,1,1,0,1,2,0,1,0,0,2,3,1,4,1,2,0,0,9,1
1284,1284,0,18,1,3,202051,0,2,7,1,1,1,1,0,1,5,0,1,0,0,0,2,3,1,0,1,1,0,10,1
1285,1285,0,21,0,4,248150,1,1,6,1,0,0,1,0,0,1,0,0,1,0,0,2,4,4,1,1,0,0,6,0
1286,1286,1,19,0,13,146749,0,3,7,1,0,0,0,1,1,0,2,1,1,1,0,2,1,4,1,1,0,0,9,1
1287,1287,0,18,0,25,994516,0,3,7,0,1,0,1,0,1,1,0,1,1,1,2,2,1,4,0,4,1,1,9,1
1288,1288,1,18,0,18,517658,0,2,6,0,1,0,0,0,0,3,3,1,1,0,2,2,4,2,0,1,1,0,5,0
1289,1289,1,17,1,3,275948,1,1,5,1,0,1,1,0,1,3,4,0,1,1,1,3,4,4,1,4,0,0,9,1
1290,1290,0,19,1,27,998969,0,4,6,1,0,1,1,0,0,3,5,0,0,0,2,3,5,1,1,2,0,0,4,0
1291,1291,1,20,1,8,942059,0,4,4,0,1,1,0,0,0,4,2,0,0,1,1,2,2,3,0,1,0,0,4,0
1292,1292,1,15,0,20,935861,0,3,4,1,0,1,1,1,1,4,1,1,1,1,1,2,1,3,1,3,0,0,8,1
1293,1293,0,17,1,1,217721,0,1,6,0,0,0,0,1,0,1,4,0,0,0,1,2,2,3,1,1,0,1,2,0
1294,1294,1,16,0,9,479488,1,4,6,1,1,1,0,1,1,0,3,1,1,1,2,2,3,3,1,1,0,1,8,1
1295,1295,1,15,0,14,561611,1,2,2,0,0,0,0,0,0,3,4,1,1,0,2,2,5,3,0,2,0,0,4,0
1296,1296,0,18,0,13,494639,0,2,4,0,0,1,0,1,0,5,3,0,0,1,1,3,5,3,0,1,1,0,4,0
1297,1297,0,19,0,28,240392,0,3,4,1,1,0,1,1,0,5,3,0,0,1,0,3,1,1,1,1,1,0,6,0
1298,1298,1,21,0,21,295860,1,3,4,0,0,1,0,0,0,3,1,1,1,0,1,3,4,3,0,3,0,0,5,0
1299,1299,0,17,0,14,609254,0,4,3,1,1,1,1,0,0,4,1,1,0,1,1,2,2,1,1,4,1,0,6,0
1300,1300,1,19,1,20,563442,0,4,3,1,1,1,1,0,1,4,4,1,1,1,1,2,4,3,1,2,1,0,10,1
1301,1301,0,20,0,27,713376,1,4,5,0,1,1,1,1,0,3,5,0,0,0,0,2,2,4,1,1,0,0,5,0
1302,1302,0,15,0,3,166207,0,1,6,0,1,0,1,0,0,4,3,0,1,1,0,3,2,3,0,3,0,0,6,0
1303,1303,1,16,0,14,915823,0,2,6,0,1,0,0,1,0,1,4,1,1,1,2,3,5,4,0,4,0,1,6,0
1304,1304,1,14,0,28,507907,0,4,7,0,0,1,1,1,0,3,1,0,1,0,1,3,5,4,1,3,0,1,4,0
1305,1305,1,18,0,10,830133,1,2,4,1,1,0,0,1,0,3,5,1,0,0,0,2,2,3,1,1,0,1,5,0
1306,1306,1,15,0,9,412269,1,1,3,1,0,1,0,0,0,1,2,1,0,0,1,3,3,1,0,1,0,0,4,0
1307,1307,0,14,1,15,807984,0,2,6,1,1,0,1,0,1,1,4,0,0,1,0,3,1,4,1,2,0,1,9,1
1308,1308,1,21,0,6,476005,0,4,2,0,0,1,1,1,0,3,2,1,1,1,0,2,2,2,1,1,0,0,5,0
1309,1309,1,22,0,15,757434,1,3,3,1,1,1,1,0,0,2,1,1,0,0,1,2,1,2,1,1,1,1,6,0
1310,1310,1,19,0,20,604574,1,1,4,1,0,1,1,0,1,0,4,0,0,1,1,2,2,4,0,2,1,0,9,1
1311,1311,0,18,1,2,201797,0,4,4,1,1,1,0,1,0,4,4,0,1,0,1,3,3,2,1,1,1,0,6,0
1312,1312,1,15,1,18,804362,0,1,1,1,1,1,1,1,1,2,1,1,0,0,0,3,2,1,0,2,0,0,10,1
1313,1313,0,14,0,13,970160,1,3,2,1,1,1,1,1,1,2,4,1,1,0,1,3,5,2,1,4,1,1,8,1
1314,1314,1,18,0,32,731101,0,3,5,1,1,0,1,1,0,3,2,1,0,0,2,3,5,3,0,1,1,1,6,0
1315,1315,1,21,0,25,488806,0,1,2,0,0,0,1,0,0,5,3,0,1,0,0,3,1,4,1,3,0,1,5,0
1316,1316,1,21,1,12,495722,0,3,3,0,0,1,1,0,1,0,2,1,0,0,0,2,3,2,0,2,1,1,9,1
1317,1317,1,21,1,11,860832,0,2,2,0,1,0,0,1,0,0,5,1,1,0,2,2,3,3,0,1,1,0,7,0
1318,1318,1,21,0,17,215865,1,4,2,1,0,1,0,0,1,0,5,1,1,1,0,2,5,2,1,4,0,0,8,1
1319,1319,0,18,0,19,779995,1,3,2,0,1,1,0,0,0,3,3,1,1,0,1,2,4,1,0,3,0,0,6,0
1320,1320,0,19,0,26,420797,0,3,1,0,1,1,0,0,0,1,3,0,0,1,0,2,4,2,1,4,0,1,6,0
1321,1321,0,14,0,9,283419,0,2,5,0,0,0,1,0,0,3,3,1,0,0,1,3,1,3,0,2,0,1,4,0
1322,1322,1,18,0,17,774421,1,3,5,1,1,0,0,0,0,4,2,0,0,0,2,2,2,4,0,2,0,1,6,0
1323,1323,0,15,0,8,879385,0,4,2,1,1,0,1,0,0,5,5,0,1,1,0,3,1,2,1,1,1,1,6,0
1324,1324,1,17,0,18,572224,1,1,3,0,0,1,1,0,0,1,2,1,1,0,2,2,4,4,0,1,0,1,5,0
1325,1325,1,15,1,24,622373,0,4,2,1,1,0,1,0,1,3,5,0,1,1,0,3,4,3,0,2,1,1,9,1
1326,1326,0,14,0,10,892771,0,1,6,0,0,1,0,0,0,0,4,1,1,0,1,2,2,1,0,1,0,1,5,0
1327,1327,0,15,0,8,637698,0,2,2,0,0,1,0,0,0,5,2,0,1,0,1,2,5,1,0,4,1,0,4,0
1328,1328,0,17,0,25,845043,1,2,6,0,1,0,0,1,1,3,5,0,1,1,0,3,5,2,1,3,1,1,8,1
1329,1329,1,20,0,16,492607,0,4,1,1,0,1,0,1,0,5,5,0,0,0,1,2,2,4,1,4,0,0,4,0
1330,1330,1,17,0,26,876766,0,4,1,1,1,1,1,0,0,4,3,0,0,1,1,2,5,2,0,4,0,0,5,0
1331,1331,0,16,0,4,754027,0,1,7,1,1,1,0,0,0,1,1,0,0,0,1,2,5,2,0,4,1,0,5,0
1332,1332,0,17,0,26,325933,1,2,6,1,1,1,1,0,1,4,2,0,0,1,2,2,4,4,1,3,1,0,9,1
1333,1333,0,21,0,12,385325,1,3,4,1,0,1,0,0,1,5,1,1,0,1,0,2,2,3,1,1,1,0,8,1
1334,1334,0,16,0,4,607417,1,3,7,1,1,0,1,1,1,5,5,1,0,1,0,3,1,2,1,3,1,0,9,1
1335,1335,1,17,0,31,427674,1,3,4,0,1,0,0,1,0,4,0,0,1,0,2,3,5,3,0,2,0,0,5,0
1336,1336,1,19,0,14,497916,1,3,7,0,0,0,1,1,0,0,5,0,1,1,1,3,3,1,1,1,0,1,4,0
1337,1337,1,20,0,29,256052,0,3,3,0,1,0,1,0,0,0,1,1,0,0,1,2,3,2,1,2,0,0,5,0
1338,1338,0,16,0,28,687075,1,2,3,0,1,0,0,0,0,1,2,1,0,1,0,2,4,2,1,3,0,1,6,0
1339,1339,1,20,0,28,513177,1,4,7,0,1,1,1,0,1,2,5,1,1,0,0,2,1,2,1,2,1,1,8,1
1340,1340,1,18,0,13,663937,1,2,3,1,0,0,1,0,0,2,0,0,1,0,2,2,3,4,0,4,0,1,5,0
1341,1341,0,18,0,4,871501,1,4,6,0,0,1,1,1,1,1,0,1,1,0,0,2,2,3,0,2,1,1,8,1
1342,1342,0,19,0,17,460844,0,4,3,0,0,0,0,1,1,0,5,1,1,1,0,3,1,4,0,4,1,0,8,1
1343,1343,0,17,0,15,999081,1,2,4,0,1,0,0,0,0,1,4,1,1,1,2,3,1,1,1,4,0,0,5,0
1344,1344,1,19,0,9,372774,1,1,4,1,1,0,1,0,0,2,0,0,0,1,2,2,3,1,0,4,1,0,6,0
1345,1345,0,15,0,10,580031,0,4,6,1,0,0,0,1,0,2,5,0,0,1,1,3,3,3,0,3,1,0,4,0
1346,1346,1,19,0,29,780476,1,3,4,0,1,0,0,0,0,2,1,1,0,1,1,2,5,2,0,4,1,0,5,0
1347,1347,0,20,0,4,715211,1,2,6,1,1,1,0,1,1,1,5,0,1,1,1,2,2,3,1,1,1,1,8,1
1348,1348,1,17,0,3,360757,1,3,5,0,1,0,0,0,1,5,1,0,1,1,0,3,2,3,1,3,0,1,8,1
1349,1349,1,18,0,9,268519,0,2,3,0,1,1,1,1,0,3,2,1,1,0,2,3,2,2,0,1,1,0,6,0
1350,1350,1,15,0,31,455195,0,1,6,1,1,0,0,1,0,4,1,1,0,0,0,3,3,3,1,1,0,1,5,0
1351,1351,1,20,0,33,285192,0,2,7,1,1,1,1,1,1,1,5,0,1,1,2,2,3,1,1,2,0,1,8,1
1352,1352,1,19,0,15,502813,1,1,5,0,0,0,0,1,0,5,5,1,1,0,1,2,2,4,1,3,0,1,6,0
1353,1353,0,17,0,8,838787,1,3,7,1,0,0,0,1,0,4,2,1,1,0,2,2,2,2,1,2,1,1,6,0
1354,1354,0,20,1,10,438969,1,2,1,1,1,1,1,1,1,2,4,1,0,0,1,2,3,2,1,3,1,1,10,1
1355,1355,1,16,0,10,480692,1,4,3,1,1,0,1,1,0,4,1,0,1,0,2,2,2,3,1,2,0,0,4,0
1356,1356,0,21,0,14,274161,0,1,2,0,0,0,0,0,0,1,0,1,0,1,1,3,2,3,0,4,0,0,4,0
1357,1357,1,18,0,12,912606,1,3,3,1,1,0,0,0,1,0,3,1,1,0,2,3,4,2,1,4,1,1,8,1
1358,1358,1,16,0,8,269873,1,2,1,0,1,0,0,0,1,2,3,0,1,1,2,2,2,4,0,4,1,1,8,1
1359,1359,1,14,0,30,412545,1,3,1,1,1,0,0,0,0,1,0,1,0,0,2,2,5,2,0,4,0,1,6,0
1360,1360,1,22,0,1,926254,1,4,3,0,0,1,0,1,0,3,0,1,0,0,1,3,4,1,1,2,1,0,5,0
1361,1361,0,19,0,22,322369,1,4,2,1,0,0,0,0,0,4,1,1,1,0,2,2,2,1,1,4,1,0,4,0
1362,1362,0,21,0,5,882246,0,3,2,1,1,0,0,1,1,3,4,1,1,1,2,2,5,2,0,4,1,0,8,1
1363,1363,0,14,1,10,522538,0,3,3,1,0,1,0,1,0,5,5,1,0,1,2,3,1,3,0,1,1,1,7,0
1364,1364,1,21,1,6,532806,1,4,2,0,1,1,1,1,0,2,1,0,0,1,0,3,1,1,1,1,0,1,5,0
1365,1365,0,14,0,14,598186,1,1,4,0,1,1,1,0,1,3,3,0,0,1,0,3,4,1,0,2,1,0,8,1
1366,1366,1,19,1,20,211785,1,2,7,0,0,1,0,1,0,2,1,1,0,1,2,2,5,1,0,2,1,0,7,0
1367,1367,0,20,1,12,562727,0,4,5,0,0,0,0,0,0,5,1,0,1,1,2,2,1,3,1,4,0,0,4,0
1368,1368,1,21,1,8,597327,0,3,2,0,0,0,1,1,0,2,1,0,0,1,1,2,3,2,1,3,0,1,4,0
1369,1369,1,17,0,6,899122,0,2,5,1,0,1,1,1,0,3,3,0,0,0,1,3,1,1,1,1,0,1,4,0
1370,1370,0,19,0,28,341020,0,3,4,0,1,1,1,0,0,5,4,0,1,1,2,2,3,3,1,1,0,1,5,0
1371,1371,0,21,1,21,666703,0,3,4,1,1,1,0,1,1,2,1,0,0,1,0,3,2,4,1,3,0,0,10,1
1372,1372,1,14,0,6,254766,0,2,5,0,0,1,1,1,1,3,0,0,0,1,0,3,5,3,0,2,1,1,9,1
1373,1373,1,14,1,6,656626,1,3,7,0,0,1,1,0,0,2,4,0,0,1,2,2,3,4,1,2,0,1,6,0
1374,1374,0,15,0,16,398724,1,1,4,0,1,1,1,0,1,2,2,1,1,0,0,3,5,1,0,2,1,1,9,1
1375,1375,0,17,0,12,229199,0,2,7,0,1,1,0,1,1,4,4,1,0,1,2,2,1,2,0,2,1,1,8,1
1376,1376,0,19,0,13,357636,1,4,7,0,1,1,0,0,0,1,3,1,1,1,1,2,4,2,1,4,1,1,6,0
1377,1377,1,16,1,14,379607,0,3,1,1,0,0,1,1,0,1,5,0,0,0,1,2,5,4,1,4,0,1,5,0
1378,1378,0,15,0,3,476318,0,2,6,0,0,1,0,1,1,5,0,1,0,1,2,2,1,4,0,1,1,0,8,1
1379,1379,1,15,0,30,616835,0,3,2,0,0,1,1,1,1,0,0,1,1,1,0,3,5,4,1,3,0,1,11,1
1380,1380,1,20,0,12,689278,0,3,2,0,1,1,1,0,1,0,0,1,0,0,2,2,5,3,1,2,1,0,9,1
1381,1381,1,17,0,11,946490,0,4,2,0,1,1,0,0,0,5,4,1,0,0,0,2,4,4,0,1,1,0,6,0
1382,1382,0,15,0,25,901565,0,1,6,1,1,0,1,0,0,2,4,1,0,1,2,2,2,2,1,1,0,0,5,0
1383,1383,0,19,0,24,400379,0,3,6,1,0,1,0,0,0,3,3,0,0,0,1,3,5,4,1,2,1,0,6,0
1384,1384,0,13,0,9,304723,0,3,4,0,1,1,1,0,0,5,4,0,1,0,1,3,3,2,1,1,0,1,4,0
1385,1385,1,20,1,17,168783,1,3,4,0,1,1,0,1,1,4,1,0,1,0,0,2,4,4,0,2,0,1,9,1
1386,1386,0,14,0,9,314897,0,2,1,0,1,1,0,0,0,2,5,0,1,0,1,2,5,1,1,3,0,1,6,0
1387,1387,1,21,1,10,494154,0,4,7,1,0,1,1,0,0,4,4,1,0,1,2,2,1,3,1,4,0,0,5,0
1388,1388,1,13,0,19,451867,1,2,3,0,1,0,0,1,0,4,4,0,1,0,2,2,2,4,1,1,0,1,4,0
1389,1389,0,21,0,7,119892,0,2,4,1,1,1,1,0,1,1,0,0,1,1,1,3,2,4,0,1,1,1,10,1
1390,1390,1,19,1,28,459870,0,4,5,1,1,1,1,1,1,3,2,1,0,0,2,2,1,2,0,2,1,1,9,1
1391,1391,1,21,0,17,200250,0,1,7,1,1,1,1,0,0,1,3,0,0,1,2,2,2,3,0,4,1,0,6,0
1392,1392,1,17,1,21,783504,1,1,2,0,1,1,0,1,1,5,0,1,1,1,1,3,2,2,0,4,0,1,9,1
1393,1393,0,18,0,24,348784,1,3,4,0,0,0,0,1,0,3,1,1,0,0,2,2,4,1,1,3,0,1,3,0
1394,1394,0,20,0,21,315353,0,4,7,1,1,1,1,1,0,3,5,1,0,0,0,3,1,1,1,2,0,1,6,0
1395,1395,0,17,1,23,572708,0,4,6,0,1,1,0,0,1,1,0,0,1,1,2,2,5,4,1,2,1,1,10,1
1396,1396,1,14,0,32,189642,1,3,3,1,1,0,1,1,0,4,2,0,1,0,2,2,4,1,0,2,0,0,5,0
1397,1397,0,17,0,6,196189,0,4,2,0,1,1,0,0,0,4,4,0,1,0,2,2,5,4,0,1,0,0,4,0
1398,1398,0,15,0,30,496594,0,3,5,0,1,0,1,0,0,4,1,0,1,0,0,2,5,1,1,2,0,1,6,0
1399,1399,0,16,0,3,962173,1,3,2,0,0,0,0,1,0,5,5,0,1,0,1,3,2,1,1,3,0,0,3,0
1400,1400,0,22,0,31,448518,0,4,3,0,1,0,0,0,0,3,4,1,0,1,0,3,2,3,0,4,1,1,5,0
1401,1401,0,15,0,26,890236,1,1,7,0,0,1,0,1,1,4,1,1,0,1,0,3,1,1,0,2,1,0,8,1
1402,1402,1,19,0,15,290616,1,3,4,1,0,0,1,1,0,4,0,1,0,1,0,3,3,3,0,1,0,1,6,0
1403,1403,1,19,1,17,741239,1,1,7,0,1,0,1,0,0,5,4,0,1,0,0,3,3,4,0,1,0,0,6,0
1404,1404,0,15,0,32,458020,1,4,4,1,0,0,1,0,0,1,5,1,1,0,0,3,4,2,0,1,1,0,5,0
1405,1405,0,19,0,5,474281,1,1,2,0,1,1,0,1,1,3,1,0,1,1,2,3,2,3,0,3,1,0,8,1
1406,1406,1,20,0,30,935356,0,1,1,0,0,0,0,1,0,1,5,0,1,1,2,2,1,1,1,1,1,0,5,0
1407,1407,0,20,1,13,600512,0,1,4,0,1,1,1,0,0,1,5,0,1,1,0,3,5,3,1,1,0,0,7,0
1408,1408,1,15,0,7,178218,1,4,3,0,0,1,0,0,0,2,3,1,0,1,0,2,2,2,0,4,1,0,5,0
1409,1409,0,14,1,10,356676,0,4,4,0,1,0,0,0,0,5,1,1,1,0,1,3,5,4,0,4,0,0,5,0
1410,1410,1,14,1,13,912541,1,2,2,1,1,0,1,0,0,2,1,1,0,1,2,3,5,3,1,4,1,0,7,0
1411,1411,0,19,0,12,445136,1,1,1,1,1,0,1,1,0,0,4,0,0,0,1,2,3,2,0,4,1,1,6,0
1412,1412,1,16,0,23,812347,0,1,6,1,0,0,1,1,0,3,1,0,0,0,0,2,3,3,1,1,0,0,3,0
1413,1413,1,15,0,32,703633,1,4,5,0,1,1,0,1,0,2,4,0,1,0,1,3,3,3,1,4,0,0,4,0
1414,1414,1,15,0,18,323763,0,1,7,1,1,1,1,0,0,5,1,0,0,0,1,2,3,4,0,1,0,1,5,0
1415,1415,0,15,0,5,477960,0,1,1,0,0,1,1,0,1,0,3,1,1,1,0,3,3,4,1,3,1,0,12,1
1416,1416,1,17,0,7,511453,1,1,1,1,1,0,0,1,0,1,2,0,0,1,1,3,2,2,1,4,0,0,5,0
1417,1417,1,16,0,25,577779,0,2,7,1,0,1,0,0,1,5,0,0,1,0,2,3,2,2,0,3,1,0,8,1
1418,1418,1,16,0,3,968716,0,4,4,0,0,1,0,0,0,2,2,1,1,1,1,2,5,3,1,3,1,0,6,0
1419,1419,1,20,0,33,973071,0,3,7,0,1,1,0,1,0,3,1,0,1,0,0,2,2,1,1,4,0,1,5,0
1420,1420,0,16,0,26,340114,0,3,7,0,0,0,0,0,0,0,2,1,1,0,2,3,2,2,1,2,1,0,6,0
1421,1421,0,18,0,2,767516,0,1,3,1,1,0,1,0,0,0,5,0,0,0,1,2,3,1,0,1,0,1,4,0
1422,1422,0,14,0,6,544018,1,1,2,0,0,0,0,1,0,2,2,0,0,1,2,2,5,2,0,4,0,0,2,0
1423,1423,1,15,0,13,966499,1,3,7,0,0,1,1,0,0,2,4,0,1,0,2,3,1,4,1,4,0,1,4,0
1424,1424,0,17,1,26,942953,1,3,4,1,1,0,1,1,1,0,5,0,1,1,2,3,5,3,0,4,1,1,9,1
1425,1425,1,18,0,15,211524,1,4,1,0,1,1,0,1,0,4,5,0,1,0,2,2,1,3,0,3,1,0,6,0
1426,1426,1,21,0,32,541633,1,1,3,0,0,1,1,0,1,0,5,1,0,1,1,2,1,1,1,3,1,1,8,1
1427,1427,1,14,0,13,619541,1,3,4,0,1,0,1,1,1,5,1,1,1,1,0,2,2,4,0,1,1,0,9,1
1428,1428,1,18,0,2,970564,1,1,6,1,0,0,1,1,1,4,0,1,1,1,2,2,4,3,0,1,1,1,8,1
1429,1429,1,14,0,30,354137,0,2,3,1,1,1,0,0,1,1,2,0,1,1,1,3,2,1,1,1,1,1,8,1
1430,1430,0,17,0,33,614300,0,1,1,1,0,0,1,0,0,4,4,1,1,0,2,2,3,3,1,2,0,0,6,0
1431,1431,1,15,0,18,344359,0,3,7,1,0,0,0,1,1,0,3,1,1,1,1,2,4,3,1,3,0,1,8,1
1432,1432,0,19,0,11,747933,1,4,7,0,0,0,1,1,0,1,2,0,1,0,2,2,1,3,0,1,0,1,1,0
1433,1433,0,18,0,16,337668,1,1,7,1,1,1,1,0,1,2,2,0,1,1,0,2,4,4,1,4,1,0,10,1
1434,1434,0,21,1,9,947031,1,2,2,1,0,1,1,1,0,3,3,0,1,1,1,3,5,2,0,2,0,0,7,0
1435,1435,1,20,0,28,143490,1,2,4,1,1,1,0,0,0,4,5,0,0,0,2,3,3,1,0,4,0,1,4,0
1436,1436,0,17,0,27,898512,1,4,3,1,1,1,0,0,0,3,1,1,0,1,1,2,1,3,0,3,0,1,6,0
1437,1437,0,15,1,1,535821,1,3,3,1,0,0,1,0,0,2,0,1,0,0,1,2,5,1,1,4,0,1,5,0
1438,1438,0,15,0,26,751051,0,2,4,1,1,1,1,1,1,4,5,0,0,1,0,2,3,1,0,3,0,0,8,1
1439,1439,0,14,0,12,337986,1,2,1,0,0,0,0,1,0,2,4,0,1,1,2,2,2,4,0,1,1,1,6,0
1440,1440,0,18,0,25,339319,0,3,6,0,0,0,0,1,0,5,1,1,1,0,0,2,1,2,0,1,1,0,5,0
1441,1441,0,21,0,2,113775,0,1,2,1,1,0,0,1,1,5,4,1,0,1,2,3,2,4,0,1,1,0,8,1
1442,1442,1,13,0,25,490435,0,2,2,1,1,0,0,0,1,3,0,1,1,1,0,3,4,1,0,1,0,1,9,1
1443,1443,0,14,1,12,609779,0,3,3,1,0,0,0,1,0,1,0,0,1,1,2,3,1,3,0,3,0,1,7,0
1444,1444,0,17,1,12,348058,1,1,5,0,1,0,0,0,0,5,1,0,0,0,0,3,5,1,0,2,1,1,7,0
1445,1445,1,17,0,22,509701,1,1,2,0,0,1,0,0,0,1,1,1,1,0,1,3,5,3,1,2,0,1,5,0
1446,1446,1,19,1,6,751190,0,2,1,0,0,0,0,0,0,4,0,1,0,1,0,2,3,1,1,4,0,0,7,0
1447,1447,1,21,1,8,506951,0,1,2,0,1,0,1,1,1,0,2,1,1,1,1,2,2,4,0,1,0,0,9,1
1448,1448,0,17,1,8,605490,1,4,6,1,1,0,0,0,0,3,1,0,0,0,0,3,5,4,0,4,1,1,6,0
1449,1449,1,21,0,3,747265,0,1,5,0,1,0,0,0,0,5,5,1,0,0,0,2,3,3,1,4,1,1,6,0
1450,1450,0,21,1,11,434250,1,2,6,0,0,1,1,0,1,0,4,0,1,1,0,2,1,3,1,2,1,0,10,1
1451,1451,0,20,1,22,811454,0,3,7,1,0,0,0,0,0,5,3,0,0,1,1,3,5,1,1,1,0,0,4,0
1452,1452,0,19,0,4,346335,1,2,1,1,1,1,1,0,1,1,3,0,1,1,2,3,3,3,0,4,1,0,9,1
1453,1453,1,14,0,2,753387,1,4,3,0,0,1,0,1,0,1,5,0,1,1,0,2,2,2,1,2,1,1,6,0
1454,1454,1,15,0,26,975511,0,2,5,0,0,1,1,0,0,0,4,0,1,0,1,3,5,2,1,4,1,1,6,0
1455,1455,0,20,1,4,336379,0,2,3,1,1,0,1,0,0,5,4,0,0,0,2,2,3,4,1,4,0,0,5,0
1456,1456,0,16,0,26,565344,1,1,3,1,0,0,1,1,0,4,3,0,0,1,1,2,1,3,0,3,1,1,5,0
1457,1457,1,20,0,14,703639,0,4,3,0,1,1,0,1,0,1,5,0,1,1,2,3,2,1,0,4,1,0,5,0
1458,1458,0,20,0,31,234447,1,2,5,0,1,1,1,1,1,5,4,1,1,1,1,3,5,2,1,4,1,0,9,1
1459,1459,0,17,1,23,804040,0,3,4,0,1,1,1,1,0,4,0,0,0,0,1,2,3,3,0,2,1,1,7,0
1460,1460,1,15,0,23,288547,0,4,5,0,0,1,0,0,0,1,2,0,1,1,1,2,4,4,0,2,0,0,6,0
1461,1461,1,19,0,24,960214,1,4,3,1,1,0,0,0,0,3,5,0,0,0,0,3,5,3,1,1,1,1,4,0
1462,1462,0,21,0,13,214518,0,4,7,0,1,1,0,1,0,5,3,0,0,1,2,3,2,2,1,4,0,0,3,0
1463,1463,1,21,1,6,568151,1,3,2,0,0,0,0,1,0,5,4,1,1,0,2,3,1,1,0,1,0,0,4,0
1464,1464,1,19,0,12,121952,1,1,2,0,1,1,1,1,1,3,4,0,1,1,2,3,5,4,0,2,0,0,8,1
1465,1465,1,13,0,30,848774,1,1,7,1,1,1,1,0,1,4,3,1,1,1,1,2,1,2,1,1,1,1,9,1
1466,1466,1,16,0,7,439186,1,2,2,0,0,0,0,1,0,4,5,0,0,1,0,2,3,2,1,2,0,0,4,0
1467,1467,0,20,0,25,527564,0,1,4,1,0,0,1,0,0,1,2,0,0,1,0,3,3,3,1,3,1,0,6,0
1468,1468,1,16,0,12,297766,1,4,5,0,1,0,0,1,0,2,4,0,0,0,2,3,3,1,0,1,1,0,3,0
1469,1469,1,16,0,6,896412,0,2,7,0,1,1,0,0,0,1,3,1,0,0,2,2,3,1,1,1,0,0,4,0
1470,1470,0,17,0,7,940160,1,4,1,1,1,0,1,0,0,5,4,0,0,0,0,2,5,2,0,3,1,1,6,0
1471,1471,0,18,0,11,857670,0,4,4,0,1,0,0,0,0,5,5,0,0,0,1,2,4,2,0,2,1,0,3,0
1472,1472,0,21,1,30,696035,1,3,4,0,1,0,1,0,1,1,2,1,1,1,2,2,2,3,1,3,1,1,9,1
1473,1473,0,21,0,31,223225,0,3,3,0,1,1,1,0,1,3,1,0,1,1,1,3,1,3,0,3,1,1,8,1
