orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o,gender_data,district_data,age,social_catagory
0,3,3,0,1,0,0,0,2,5,0,1,1,1,3,1,5,7,0,6,0.375,female,Kheda,14-18 year,general
0,2,7,0,0,0,1,0,4,0,2,1,1,1,1,1,1,26,1,6,0.375,male,Vyara,3-6 year,st
0,3,1,1,0,0,1,0,5,3,2,1,1,3,1,1,3,24,0,8,0.5,female,Patan,8-11 year,general
0,4,5,0,0,0,1,0,1,1,0,1,1,1,4,1,4,7,1,7,0.4375,male,Kheda,11-14 year,ews
0,3,3,0,0,0,1,0,4,2,1,0,1,4,3,0,5,26,1,3,0.1875,male,Vyara,14-18 year,general
0,3,7,0,0,0,1,0,2,5,0,0,1,4,1,1,5,9,0,5,0.3125,female,Sabarkantha,14-18 year,general
0,4,1,1,0,0,1,1,5,1,0,0,0,1,4,0,2,14,1,6,0.375,male,Amreli,6-8 year,ews
0,1,3,0,0,0,1,0,4,2,1,1,1,1,3,0,5,19,0,4,0.25,female,Bardoli,14-18 year,sc
1,4,7,1,0,1,0,0,3,3,0,1,1,2,3,1,4,11,0,8,0.5,female,Junagadh,11-14 year,ews
0,1,2,0,1,0,1,0,4,2,0,1,1,4,3,0,3,8,0,6,0.375,female,Banaskantha,8-11 year,sc
0,2,3,0,0,0,0,0,0,3,0,0,1,1,1,1,2,17,1,5,0.3125,male,Panchmahal,6-8 year,st
0,3,2,0,0,0,0,0,4,1,1,1,1,4,4,0,1,30,0,4,0.25,female,Veraval,3-6 year,general
0,1,5,0,0,0,1,0,2,3,2,0,0,2,2,1,1,10,0,5,0.3125,female,Jamnagar,3-6 year,sc
0,1,4,0,0,0,1,0,0,4,2,0,1,4,4,1,3,12,0,6,0.375,female,Kutch,8-11 year,sc
0,1,6,0,1,0,1,0,2,4,1,1,0,4,4,1,2,6,1,6,0.375,male,Vadodara,6-8 year,sc
0,2,2,1,0,0,0,0,4,4,1,1,1,4,3,1,5,28,1,5,0.3125,male,Aahwa,14-18 year,st
0,2,7,0,0,0,1,0,5,4,2,1,1,2,4,0,1,33,0,6,0.375,female,Lunavada,3-6 year,st
1,2,4,0,0,0,1,0,3,1,2,1,1,4,2,0,4,29,0,5,0.3125,female,Modasa,11-14 year,st
0,1,2,0,0,0,0,1,4,5,1,1,1,3,2,0,5,30,0,5,0.3125,female,Veraval,14-18 year,sc
0,4,6,0,0,0,0,0,3,1,1,1,1,1,4,1,3,11,1,4,0.25,male,Junagadh,8-11 year,ews
0,1,5,0,0,0,1,0,2,5,1,0,1,1,1,0,5,24,1,4,0.25,male,Patan,14-18 year,sc
0,3,3,0,0,1,1,0,5,0,0,0,0,2,2,1,3,25,1,7,0.4375,male,Porbander,8-11 year,general
0,4,4,0,0,0,1,0,0,5,2,0,1,3,3,0,4,25,0,4,0.25,female,Porbander,11-14 year,ews
1,3,3,0,0,0,1,0,2,4,1,0,1,3,2,1,3,2,1,6,0.375,male,Mehsana,8-11 year,general
0,1,6,0,0,0,1,0,1,5,1,1,1,2,4,1,1,26,0,7,0.4375,female,Vyara,3-6 year,sc
0,2,6,0,0,1,1,0,4,2,2,1,0,1,3,1,1,31,1,5,0.3125,male,Botad,3-6 year,st
0,3,4,0,0,0,1,0,4,4,0,1,1,3,1,1,1,15,0,7,0.4375,female,Valsad,3-6 year,general
1,3,7,0,1,0,1,0,4,4,0,0,1,2,3,1,3,1,1,8,0.5,male,Ahmedabad,8-11 year,general
0,4,4,0,0,0,1,1,5,5,0,0,1,2,1,1,2,11,1,6,0.375,male,Junagadh,6-8 year,ews
0,3,1,0,1,0,1,0,4,3,2,1,0,3,2,1,1,11,0,7,0.4375,female,Junagadh,3-6 year,general
1,1,1,0,0,0,1,0,5,2,0,1,1,3,2,0,5,1,0,8,0.5,female,Ahmedabad,14-18 year,sc
0,3,4,1,0,0,1,0,0,2,0,1,1,2,3,1,4,15,0,9,0.5625,female,Valsad,11-14 year,general
0,3,3,0,0,0,1,0,4,3,0,0,1,2,2,0,3,15,1,5,0.3125,male,Valsad,8-11 year,general
0,3,5,0,0,0,0,0,1,5,1,0,1,2,2,0,1,20,0,4,0.25,female,Dahod,3-6 year,general
0,4,5,0,0,0,1,0,1,5,0,1,1,3,2,1,3,6,0,7,0.4375,female,Vadodara,8-11 year,ews
0,3,5,0,0,0,0,0,3,3,2,0,1,4,1,1,3,17,1,4,0.25,male,Panchmahal,8-11 year,general
0,2,3,0,0,0,1,0,0,5,1,1,1,1,2,1,2,1,0,6,0.375,female,Ahmedabad,6-8 year,st
0,1,5,0,0,0,1,0,1,0,0,0,1,4,3,1,3,18,1,7,0.4375,male,Gandhinagar,8-11 year,sc
0,4,6,1,0,0,0,0,3,0,0,0,1,2,2,1,4,23,1,6,0.375,male,Anand,11-14 year,ews
1,2,6,0,0,0,1,0,0,4,1,1,1,3,2,1,5,24,1,8,0.5,male,Patan,14-18 year,st
0,4,6,0,0,0,0,0,1,3,1,0,1,2,2,1,5,9,0,3,0.1875,female,Sabarkantha,14-18 year,ews
0,1,7,1,0,0,1,0,4,3,2,0,1,2,1,1,3,16,0,6,0.375,female,Bharuch,8-11 year,sc
0,1,4,0,1,1,1,0,2,4,1,0,0,1,1,1,5,23,0,5,0.3125,female,Anand,14-18 year,sc
0,1,5,0,0,0,0,0,4,1,0,1,0,2,1,0,3,11,0,5,0.3125,female,Junagadh,8-11 year,sc
0,3,5,0,0,0,0,0,4,0,1,0,1,3,4,1,4,17,0,7,0.4375,female,Panchmahal,11-14 year,general
0,1,5,1,0,0,1,0,4,1,2,0,0,1,1,1,2,4,1,5,0.3125,male,Bhavnagar,6-8 year,sc
0,3,2,0,0,0,1,0,0,2,1,1,1,3,4,1,5,1,0,8,0.5,female,Ahmedabad,14-18 year,general
0,1,5,0,1,0,1,0,3,5,1,1,1,1,2,1,2,30,1,7,0.4375,male,Veraval,6-8 year,sc
0,3,6,0,1,0,1,0,0,3,1,0,1,2,3,1,5,21,0,7,0.4375,female,Navsari,14-18 year,general
0,4,7,1,0,0,1,0,1,4,2,0,1,3,1,1,3,15,0,5,0.3125,female,Valsad,8-11 year,ews
1,2,7,0,0,0,0,0,2,1,0,1,1,1,1,1,2,9,0,6,0.375,female,Sabarkantha,6-8 year,st
0,1,4,0,1,0,1,0,1,2,2,0,1,1,3,1,4,19,0,5,0.3125,female,Bardoli,11-14 year,sc
0,3,2,0,0,0,0,0,5,2,2,1,0,1,2,1,4,1,0,3,0.1875,female,Ahmedabad,11-14 year,general
1,3,2,0,0,0,1,1,4,1,2,0,1,1,3,1,2,16,1,6,0.375,male,Bharuch,6-8 year,general
0,3,7,0,0,0,0,0,1,5,0,0,1,3,2,1,5,28,0,5,0.3125,female,Aahwa,14-18 year,general
0,2,7,0,0,0,0,0,0,2,2,0,1,2,4,1,5,19,0,6,0.375,female,Bardoli,14-18 year,st
0,2,5,0,0,0,1,0,3,3,2,1,1,2,1,0,4,22,1,6,0.375,male,Narmada,11-14 year,st
0,3,7,1,1,0,1,0,4,1,1,1,1,1,3,1,3,3,0,7,0.4375,female,Rajkot,8-11 year,general
0,4,6,0,0,0,1,0,5,5,1,0,1,1,4,1,5,4,1,4,0.25,male,Bhavnagar,14-18 year,ews
1,2,6,0,0,0,0,0,5,4,1,1,1,4,3,1,1,29,1,5,0.3125,male,Modasa,3-6 year,st
0,1,7,0,0,1,1,0,1,1,1,1,1,1,2,0,4,15,1,5,0.3125,male,Valsad,11-14 year,sc
1,1,7,0,0,0,1,0,1,4,2,1,0,2,2,1,1,31,0,6,0.375,female,Botad,3-6 year,sc
0,2,4,0,0,0,1,1,5,5,1,1,1,2,4,1,2,16,1,8,0.5,male,Bharuch,6-8 year,st
0,3,5,1,0,1,1,0,5,3,1,0,1,2,4,1,2,20,0,9,0.5625,female,Dahod,6-8 year,general
0,1,4,0,0,0,1,0,5,4,0,0,1,1,1,1,4,14,0,5,0.3125,female,Amreli,11-14 year,sc
0,2,3,1,1,0,0,0,1,2,1,1,1,4,1,1,3,31,1,6,0.375,male,Botad,8-11 year,st
0,3,5,0,1,0,0,0,4,3,2,0,1,4,2,1,3,9,1,5,0.3125,male,Sabarkantha,8-11 year,general
0,1,6,0,0,1,1,1,4,3,0,1,1,4,4,1,5,26,1,9,0.5625,male,Vyara,14-18 year,sc
0,4,3,0,0,0,1,0,3,4,2,1,1,4,4,0,1,28,0,4,0.25,female,Aahwa,3-6 year,ews
0,2,1,1,1,1,1,0,5,3,0,0,1,2,4,1,5,2,1,11,0.6875,male,Mehsana,14-18 year,st
1,4,2,0,0,0,0,1,4,0,2,1,0,1,3,1,2,24,1,5,0.3125,male,Patan,6-8 year,ews
1,3,2,0,0,0,1,1,1,5,1,1,0,1,1,0,3,3,1,5,0.3125,male,Rajkot,8-11 year,general
1,4,3,0,0,0,0,0,2,2,2,1,1,1,3,1,3,22,1,4,0.25,male,Narmada,8-11 year,ews
1,3,7,0,0,0,0,0,0,3,2,1,0,3,1,0,2,26,0,5,0.3125,female,Vyara,6-8 year,general
0,2,3,0,0,0,1,0,2,2,1,1,1,3,1,1,2,23,0,6,0.375,female,Anand,6-8 year,st
0,2,3,0,1,0,1,0,0,4,2,0,1,1,4,1,2,3,1,7,0.4375,male,Rajkot,6-8 year,st
0,1,2,0,0,0,1,0,0,1,1,1,1,2,2,1,1,27,1,7,0.4375,male,Ahmedabad_East,3-6 year,sc
0,3,1,0,0,0,1,0,2,3,0,1,0,1,3,1,1,26,1,6,0.375,male,Vyara,3-6 year,general
0,3,6,0,0,1,0,0,4,0,0,1,1,3,3,0,3,15,1,7,0.4375,male,Valsad,8-11 year,general
0,1,4,0,0,1,1,0,3,4,0,0,1,2,1,1,4,21,0,7,0.4375,female,Navsari,11-14 year,sc
1,1,5,0,0,0,0,0,3,2,0,0,1,1,3,0,3,9,1,5,0.3125,male,Sabarkantha,8-11 year,sc
0,3,6,1,1,0,1,0,3,1,0,0,1,1,1,1,2,23,1,7,0.4375,male,Anand,6-8 year,general
0,1,3,1,0,0,0,0,1,1,1,0,1,3,2,1,5,18,0,5,0.3125,female,Gandhinagar,14-18 year,sc
0,2,7,0,0,0,1,0,3,5,2,0,0,4,2,1,2,8,0,3,0.1875,female,Banaskantha,6-8 year,st
0,1,4,0,1,0,1,0,2,1,0,1,1,3,2,1,3,12,0,8,0.5,female,Kutch,8-11 year,sc
1,2,3,0,0,1,1,0,0,4,2,0,1,4,4,0,2,7,0,7,0.4375,female,Kheda,6-8 year,st
0,4,3,1,1,0,1,1,5,1,0,1,1,2,2,1,5,24,1,9,0.5625,male,Patan,14-18 year,ews
0,1,1,0,0,0,1,0,0,1,2,0,1,2,2,1,4,12,1,7,0.4375,male,Kutch,11-14 year,sc
1,1,5,0,0,0,0,0,5,1,0,1,1,1,2,1,4,28,1,7,0.4375,male,Aahwa,11-14 year,sc
0,4,2,0,0,1,1,0,4,3,0,1,1,1,3,1,5,19,0,6,0.375,female,Bardoli,14-18 year,ews
0,1,2,0,1,0,0,0,5,0,2,1,1,4,2,0,3,24,1,5,0.3125,male,Patan,8-11 year,sc
0,2,7,0,0,0,1,0,5,1,0,0,1,1,1,1,2,11,0,5,0.3125,female,Junagadh,6-8 year,st
1,3,1,0,0,1,0,0,4,0,0,1,0,3,3,1,3,29,0,9,0.5625,female,Modasa,8-11 year,general
0,4,1,0,0,0,0,0,1,3,2,1,0,1,2,1,3,32,1,3,0.1875,male,Chhota_Udepur,8-11 year,ews
1,2,3,0,0,0,0,0,5,3,2,0,1,4,4,1,5,16,0,5,0.3125,female,Bharuch,14-18 year,st
0,1,7,1,0,0,0,0,5,5,0,0,1,4,3,1,1,4,0,5,0.3125,female,Bhavnagar,3-6 year,sc
0,4,1,0,1,0,1,0,2,0,0,1,0,4,4,1,4,10,1,8,0.5,male,Jamnagar,11-14 year,ews
0,4,4,1,1,0,1,0,3,2,1,0,0,1,2,1,3,33,1,4,0.25,male,Lunavada,8-11 year,ews
0,1,2,0,0,0,0,0,1,3,1,0,1,2,2,1,3,20,0,4,0.25,female,Dahod,8-11 year,sc
0,2,6,1,0,0,0,0,4,3,0,1,1,4,4,1,5,3,0,7,0.4375,female,Rajkot,14-18 year,st
1,1,2,0,0,1,1,0,5,5,0,1,1,3,4,1,5,20,0,10,0.625,female,Dahod,14-18 year,sc
0,1,7,0,0,1,0,0,5,3,0,1,1,3,4,1,5,1,1,8,0.5,male,Ahmedabad,14-18 year,sc
0,4,6,0,0,0,1,0,2,1,0,0,1,2,4,0,3,8,0,5,0.3125,female,Banaskantha,8-11 year,ews
0,1,5,0,0,0,1,1,0,4,2,0,1,4,4,0,4,9,1,7,0.4375,male,Sabarkantha,11-14 year,sc
0,4,5,0,0,0,1,1,3,1,2,1,1,3,4,1,5,25,1,8,0.5,male,Porbander,14-18 year,ews
1,1,6,1,0,0,1,0,0,1,0,1,1,1,2,1,2,19,1,9,0.5625,male,Bardoli,6-8 year,sc
0,4,4,0,0,0,1,0,5,4,1,0,1,1,3,1,3,24,1,3,0.1875,male,Patan,8-11 year,ews
0,2,4,0,0,0,0,0,3,1,2,0,1,1,2,1,3,28,1,3,0.1875,male,Aahwa,8-11 year,st
0,1,4,0,0,0,1,0,1,5,2,1,1,4,4,1,4,32,0,6,0.375,female,Chhota_Udepur,11-14 year,sc
1,3,2,1,0,1,1,0,1,1,2,0,0,4,4,1,2,7,1,7,0.4375,male,Kheda,6-8 year,general
0,3,6,1,0,0,1,1,3,2,2,1,1,2,2,1,3,6,1,8,0.5,male,Vadodara,8-11 year,general
0,3,7,0,1,0,1,0,2,4,2,0,1,2,4,1,1,8,1,7,0.4375,male,Banaskantha,3-6 year,general
0,1,6,0,0,0,0,0,3,3,1,1,1,2,3,0,1,5,0,4,0.25,female,Surat,3-6 year,sc
0,3,3,0,1,0,1,0,0,2,2,0,1,1,4,1,4,7,1,7,0.4375,male,Kheda,11-14 year,general
0,3,2,0,0,1,1,0,1,0,2,1,1,1,4,1,5,17,0,8,0.5,female,Panchmahal,14-18 year,general
0,3,1,1,0,0,1,0,3,1,2,0,1,1,3,1,2,28,1,6,0.375,male,Aahwa,6-8 year,general
0,2,1,0,1,0,1,0,5,0,1,1,1,4,2,1,4,19,0,8,0.5,female,Bardoli,11-14 year,st
0,3,2,1,0,1,1,0,4,2,0,0,0,3,1,1,4,20,1,7,0.4375,male,Dahod,11-14 year,general
1,3,3,0,0,0,1,0,3,4,1,0,0,4,2,1,1,14,1,4,0.25,male,Amreli,3-6 year,general
0,4,5,0,1,0,1,0,3,0,1,0,0,1,4,1,1,20,0,6,0.375,female,Dahod,3-6 year,ews
0,2,7,1,0,0,1,1,1,0,1,0,1,3,3,1,2,20,1,8,0.5,male,Dahod,6-8 year,st
0,2,7,0,0,0,1,0,3,3,2,1,1,1,2,1,3,16,1,5,0.3125,male,Bharuch,8-11 year,st
0,4,2,0,0,1,1,0,1,5,0,0,1,3,1,1,3,13,0,6,0.375,female,Surendranagar,8-11 year,ews
0,2,6,0,0,0,1,0,3,0,0,0,1,3,1,1,2,25,0,7,0.4375,female,Porbander,6-8 year,st
0,1,7,0,1,0,1,0,0,1,0,0,0,4,3,1,4,2,1,6,0.375,male,Mehsana,11-14 year,sc
0,4,5,1,0,1,0,0,5,3,2,1,1,3,3,1,3,11,1,7,0.4375,male,Junagadh,8-11 year,ews
0,1,5,0,0,0,1,0,4,5,1,0,1,4,3,1,4,23,0,5,0.3125,female,Anand,11-14 year,sc
0,4,5,0,0,0,1,0,3,4,1,0,1,4,1,1,5,16,0,4,0.25,female,Bharuch,14-18 year,ews
0,3,6,1,0,0,1,0,1,0,2,1,1,2,2,1,1,17,1,8,0.5,male,Panchmahal,3-6 year,general
0,1,5,1,0,0,1,0,3,1,2,1,1,3,2,1,1,31,0,8,0.5,female,Botad,3-6 year,sc
0,4,4,0,0,0,1,0,4,3,2,1,1,4,4,1,4,14,1,5,0.3125,male,Amreli,11-14 year,ews
1,1,2,1,0,0,0,0,4,2,2,0,1,4,4,1,4,22,1,6,0.375,male,Narmada,11-14 year,sc
0,2,5,1,0,0,1,0,5,4,0,1,1,2,3,0,1,8,1,8,0.5,male,Banaskantha,3-6 year,st
1,4,1,0,0,0,0,1,4,5,2,0,1,4,2,0,1,2,0,4,0.25,female,Mehsana,3-6 year,ews
0,3,5,0,0,0,1,0,3,5,1,1,1,1,4,1,2,2,1,7,0.4375,male,Mehsana,6-8 year,general
1,4,6,0,0,0,0,0,2,1,0,1,0,4,2,0,4,1,1,3,0.1875,male,Ahmedabad,11-14 year,ews
1,4,5,1,1,0,1,0,2,2,0,0,0,4,3,1,3,15,1,7,0.4375,male,Valsad,8-11 year,ews
0,4,6,0,0,0,1,0,1,4,2,1,1,1,2,1,1,17,0,4,0.25,female,Panchmahal,3-6 year,ews
1,2,1,0,1,1,0,1,4,0,0,1,1,4,3,1,4,31,0,11,0.6875,female,Botad,11-14 year,st
0,1,7,0,0,0,1,0,0,5,0,0,1,1,2,1,4,1,1,6,0.375,male,Ahmedabad,11-14 year,sc
0,3,1,0,0,1,0,0,5,0,1,0,0,2,1,1,4,1,1,6,0.375,male,Ahmedabad,11-14 year,general
0,3,2,0,0,0,1,0,5,4,1,0,1,1,4,1,3,7,1,5,0.3125,male,Kheda,8-11 year,general
0,4,7,0,0,0,0,0,1,3,1,0,1,4,2,1,4,10,1,2,0.125,male,Jamnagar,11-14 year,ews
0,1,3,0,0,0,1,0,1,5,0,0,1,4,3,1,4,14,1,5,0.3125,male,Amreli,11-14 year,sc
0,4,2,0,0,0,1,0,2,2,0,1,1,3,3,1,3,5,1,6,0.375,male,Surat,8-11 year,ews
0,2,1,0,0,0,0,0,3,5,0,1,1,2,3,1,1,4,1,7,0.4375,male,Bhavnagar,3-6 year,st
0,2,1,0,0,0,1,0,0,4,1,0,0,3,2,1,2,13,1,6,0.375,male,Surendranagar,6-8 year,st
0,2,3,1,0,1,1,0,3,2,1,0,1,1,3,1,5,12,0,6,0.375,female,Kutch,14-18 year,st
0,1,2,0,0,0,1,0,0,5,0,0,1,3,4,0,1,10,0,7,0.4375,female,Jamnagar,3-6 year,sc
1,1,2,0,1,0,1,0,0,4,2,0,1,3,1,1,2,5,1,8,0.5,male,Surat,6-8 year,sc
0,4,7,0,1,0,1,0,3,1,0,1,1,2,3,1,5,13,0,7,0.4375,female,Surendranagar,14-18 year,ews
0,2,5,0,0,0,1,0,2,4,0,1,1,2,4,1,1,21,1,9,0.5625,male,Navsari,3-6 year,st
0,3,4,0,0,0,1,0,2,2,0,1,1,4,2,1,1,7,1,6,0.375,male,Kheda,3-6 year,general
0,4,6,0,0,0,0,0,2,4,2,1,1,1,4,1,5,11,1,4,0.25,male,Junagadh,14-18 year,ews
0,3,1,0,0,0,1,1,4,2,1,1,1,1,4,1,4,2,1,8,0.5,male,Mehsana,11-14 year,general
0,3,3,0,0,0,1,0,0,1,0,0,1,3,3,1,1,21,0,7,0.4375,female,Navsari,3-6 year,general
0,3,6,0,0,0,0,0,5,5,0,0,0,4,3,1,4,21,0,3,0.1875,female,Navsari,11-14 year,general
1,4,6,0,0,0,1,0,2,5,2,0,1,1,4,1,4,15,1,5,0.3125,male,Valsad,11-14 year,ews
1,3,4,1,0,0,0,0,2,2,2,0,1,3,1,1,3,4,0,6,0.375,female,Bhavnagar,8-11 year,general
0,1,7,0,0,1,0,0,1,0,2,0,0,2,1,1,1,28,1,5,0.3125,male,Aahwa,3-6 year,sc
0,3,3,0,0,0,1,0,3,1,0,0,1,2,3,1,2,17,0,6,0.375,female,Panchmahal,6-8 year,general
0,4,1,0,0,0,1,0,4,1,1,0,0,4,3,1,1,10,0,3,0.1875,female,Jamnagar,3-6 year,ews
0,4,4,0,0,0,1,1,5,0,1,1,0,4,4,1,5,17,0,6,0.375,female,Panchmahal,14-18 year,ews
0,3,7,0,0,0,1,0,4,4,1,0,1,3,4,1,3,2,0,6,0.375,female,Mehsana,8-11 year,general
0,2,3,0,1,1,1,0,4,0,1,0,1,1,3,1,4,6,1,7,0.4375,male,Vadodara,11-14 year,st
0,2,5,0,0,1,1,0,0,5,1,1,1,2,2,0,3,15,0,8,0.5,female,Valsad,8-11 year,st
1,4,4,0,1,0,1,0,2,0,2,0,1,4,4,1,2,2,0,7,0.4375,female,Mehsana,6-8 year,ews
0,1,4,1,1,0,1,0,3,4,0,0,1,2,2,1,2,4,1,8,0.5,male,Bhavnagar,6-8 year,sc
1,1,5,0,0,1,1,0,1,3,0,0,1,4,2,1,2,27,1,8,0.5,male,Ahmedabad_East,6-8 year,sc
0,1,4,0,0,0,1,0,1,3,1,1,1,4,2,1,4,1,1,5,0.3125,male,Ahmedabad,11-14 year,sc
0,2,4,1,0,0,1,0,2,5,2,1,1,4,1,1,1,18,1,6,0.375,male,Gandhinagar,3-6 year,st
0,2,3,0,0,0,1,0,2,0,1,0,1,3,1,0,1,12,0,5,0.3125,female,Kutch,3-6 year,st
0,3,2,0,0,1,1,0,0,2,2,0,0,1,1,1,2,5,0,5,0.3125,female,Surat,6-8 year,general
0,2,7,1,0,0,1,0,2,2,0,0,1,2,2,1,3,3,0,7,0.4375,female,Rajkot,8-11 year,st
0,2,7,0,0,0,0,0,4,0,2,1,1,2,4,1,2,19,0,7,0.4375,female,Bardoli,6-8 year,st
0,2,6,0,0,0,1,0,5,3,0,1,1,3,3,1,3,18,0,7,0.4375,female,Gandhinagar,8-11 year,st
1,1,6,0,0,0,0,0,2,5,0,1,1,1,3,1,1,19,0,6,0.375,female,Bardoli,3-6 year,sc
0,3,4,0,0,0,1,0,2,0,1,0,0,4,2,1,1,8,0,4,0.25,female,Banaskantha,3-6 year,general
0,1,1,0,0,0,1,0,2,4,1,0,1,2,4,0,4,33,1,6,0.375,male,Lunavada,11-14 year,sc
0,1,1,0,1,0,1,0,1,4,0,1,1,3,1,1,3,18,1,9,0.5625,male,Gandhinagar,8-11 year,sc
0,4,4,1,0,0,0,0,5,4,0,1,0,1,2,1,1,19,1,4,0.25,male,Bardoli,3-6 year,ews
0,3,3,1,0,0,1,0,2,1,1,0,0,3,1,1,4,20,0,5,0.3125,female,Dahod,11-14 year,general
0,2,4,1,1,0,1,0,0,4,0,1,1,4,4,0,2,26,0,9,0.5625,female,Vyara,6-8 year,st
1,3,3,1,1,1,0,0,5,5,1,1,1,2,2,1,4,8,1,9,0.5625,male,Banaskantha,11-14 year,general
0,4,5,0,1,0,1,0,5,4,0,1,1,3,2,1,4,25,0,8,0.5,female,Porbander,11-14 year,ews
0,2,6,0,1,0,1,0,4,5,2,1,0,4,2,0,3,14,1,4,0.25,male,Amreli,8-11 year,st
1,3,1,0,0,0,0,0,4,3,2,1,1,1,3,0,1,28,0,5,0.3125,female,Aahwa,3-6 year,general
0,3,1,0,0,1,1,0,5,2,0,1,0,1,2,1,4,8,1,7,0.4375,male,Banaskantha,11-14 year,general
1,4,2,0,0,0,1,1,3,4,2,1,1,4,4,1,2,1,1,7,0.4375,male,Ahmedabad,6-8 year,ews
0,1,7,0,0,1,0,0,0,5,2,0,1,2,3,1,2,28,0,6,0.375,female,Aahwa,6-8 year,sc
0,2,4,0,0,0,1,0,4,2,2,1,1,3,1,1,5,27,1,6,0.375,male,Ahmedabad_East,14-18 year,st
1,3,3,0,0,0,1,0,3,2,2,1,0,4,3,1,2,23,0,5,0.3125,female,Anand,6-8 year,general
0,1,6,0,1,0,0,0,0,3,0,1,1,3,4,1,1,1,0,9,0.5625,female,Ahmedabad,3-6 year,sc
0,3,3,0,0,1,0,1,4,2,0,1,1,1,3,1,5,18,1,7,0.4375,male,Gandhinagar,14-18 year,general
0,1,6,1,0,1,1,1,5,0,1,1,1,1,2,0,4,24,1,8,0.5,male,Patan,11-14 year,sc
0,4,3,0,0,0,1,0,4,0,1,1,1,2,2,1,2,23,0,6,0.375,female,Anand,6-8 year,ews
0,3,4,0,0,0,1,0,0,0,2,0,1,4,3,1,4,30,0,6,0.375,female,Veraval,11-14 year,general
0,3,1,0,1,0,0,0,5,3,0,0,1,3,3,1,1,28,0,7,0.4375,female,Aahwa,3-6 year,general
0,1,5,0,0,0,1,0,2,1,0,0,1,4,2,1,5,25,0,6,0.375,female,Porbander,14-18 year,sc
1,1,3,1,0,0,0,0,2,5,0,0,1,3,1,1,2,22,1,7,0.4375,male,Narmada,6-8 year,sc
0,4,1,0,0,0,0,1,1,1,2,0,1,3,3,0,1,25,1,4,0.25,male,Porbander,3-6 year,ews
0,2,6,0,0,0,1,0,3,1,0,1,1,4,2,1,3,10,1,6,0.375,male,Jamnagar,8-11 year,st
0,2,6,0,0,1,1,0,0,3,2,0,1,2,2,1,3,6,1,7,0.4375,male,Vadodara,8-11 year,st
0,4,5,0,0,1,1,0,0,3,2,0,0,1,2,0,5,2,1,4,0.25,male,Mehsana,14-18 year,ews
0,2,7,1,0,0,1,0,1,2,1,0,1,3,3,1,2,14,0,6,0.375,female,Amreli,6-8 year,st
0,2,6,0,0,0,1,0,3,5,0,0,0,4,2,1,2,10,1,4,0.25,male,Jamnagar,6-8 year,st
0,2,2,0,0,0,1,0,1,0,0,1,0,3,2,0,4,16,1,6,0.375,male,Bharuch,11-14 year,st
0,3,4,0,0,0,1,0,5,0,0,1,1,3,3,1,1,2,0,8,0.5,female,Mehsana,3-6 year,general
0,1,4,0,1,1,1,0,3,0,0,0,0,1,4,1,2,26,1,8,0.5,male,Vyara,6-8 year,sc
0,2,3,0,0,1,1,0,4,0,0,0,1,4,4,1,4,29,1,8,0.5,male,Modasa,11-14 year,st
0,3,4,0,0,0,1,0,5,2,0,1,1,3,1,0,2,22,1,6,0.375,male,Narmada,6-8 year,general
0,4,6,1,0,0,0,0,4,5,0,1,1,1,4,1,3,1,1,6,0.375,male,Ahmedabad,8-11 year,ews
0,1,6,0,0,0,1,0,1,5,1,0,1,2,2,0,1,8,1,4,0.25,male,Banaskantha,3-6 year,sc
0,4,6,0,0,0,1,0,4,5,0,1,0,1,4,1,5,33,1,5,0.3125,male,Lunavada,14-18 year,ews
0,4,1,0,1,0,1,0,2,5,0,1,0,4,3,1,2,28,0,6,0.375,female,Aahwa,6-8 year,ews
1,3,6,0,0,0,0,0,1,0,1,1,0,2,3,1,3,1,0,6,0.375,female,Ahmedabad,8-11 year,general
0,4,3,1,1,1,1,0,4,4,1,0,1,1,2,1,4,24,0,6,0.375,female,Patan,11-14 year,ews
0,1,2,0,0,0,1,1,3,3,2,0,1,4,4,1,4,16,1,6,0.375,male,Bharuch,11-14 year,sc
0,4,4,0,0,0,0,0,0,1,1,0,1,1,3,1,3,15,1,3,0.1875,male,Valsad,8-11 year,ews
1,3,7,0,0,1,0,0,4,4,0,1,1,4,3,1,5,8,0,7,0.4375,female,Banaskantha,14-18 year,general
0,2,1,0,0,0,1,0,5,0,2,1,1,3,3,1,5,19,0,8,0.5,female,Bardoli,14-18 year,st
0,1,7,1,0,1,0,0,1,4,1,0,1,3,3,1,5,24,0,6,0.375,female,Patan,14-18 year,sc
0,3,2,1,0,0,0,0,0,3,0,0,1,2,3,1,1,1,0,7,0.4375,female,Ahmedabad,3-6 year,general
0,4,6,1,1,0,0,0,5,0,0,0,1,1,1,1,2,8,1,6,0.375,male,Banaskantha,6-8 year,ews
1,2,7,0,1,0,1,0,2,0,1,0,1,3,2,0,5,25,1,7,0.4375,male,Porbander,14-18 year,st
1,3,5,1,0,0,1,1,0,1,1,0,0,4,2,1,1,5,0,8,0.5,female,Surat,3-6 year,general
0,1,2,0,0,0,1,1,5,4,1,0,1,3,2,1,2,14,1,6,0.375,male,Amreli,6-8 year,sc
