,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o
20268,0,1,3,0,0,1,1,0,0,4,0,1,1,1,3,0,5,23,1,7,
20269,0,1,4,0,0,0,1,0,4,1,2,0,1,3,4,1,2,19,0,6,
20270,0,1,6,1,0,0,0,0,0,0,0,0,0,2,4,1,1,23,0,8,
20271,1,3,3,0,0,1,1,0,5,2,0,1,1,4,1,1,2,26,1,8,
20272,0,1,7,0,0,0,1,0,4,4,2,0,1,2,3,1,2,15,0,5,
20273,0,4,6,0,0,0,1,0,4,3,2,1,1,3,3,1,4,26,0,5,
20274,0,4,5,0,0,1,1,0,1,1,1,1,1,1,4,1,3,3,1,7,
20275,0,1,6,0,0,0,1,1,4,2,0,0,1,2,1,1,5,17,0,7,
20276,0,2,4,0,1,0,0,0,4,0,0,1,0,1,4,1,5,32,1,7,
20277,0,1,4,0,0,0,1,0,2,5,0,1,1,1,1,0,2,31,0,5,
20278,0,4,5,1,0,1,1,0,1,4,1,1,1,1,4,0,4,6,0,7,
20279,0,1,3,1,0,0,1,0,4,4,1,1,1,2,4,1,1,31,1,8,
20280,0,1,1,0,0,0,0,0,2,4,0,0,1,1,3,1,2,1,0,5,
20281,0,2,6,0,0,0,0,0,3,0,1,1,0,1,3,1,1,16,1,4,
20282,1,3,2,0,0,0,1,0,0,5,1,0,1,2,2,1,1,33,0,7,
20283,0,3,1,1,1,0,1,0,4,5,1,0,1,4,4,1,1,12,0,8,
20284,0,2,1,0,0,0,0,0,1,0,1,1,0,4,1,0,2,8,1,4,
20285,0,4,4,0,0,0,1,0,5,5,1,1,0,2,1,1,2,23,1,4,
20286,0,2,7,0,0,0,0,0,5,4,1,1,1,4,2,1,1,24,0,4,
20287,0,3,3,1,0,0,1,0,2,3,1,1,0,2,2,1,3,4,1,6,
20288,0,4,2,1,0,0,0,0,3,4,1,0,0,4,1,1,4,18,0,2,
20289,0,1,7,0,0,0,1,0,1,5,0,0,1,3,2,1,5,22,1,6,
20290,0,3,2,0,0,0,1,0,5,1,2,0,1,3,1,0,2,13,1,4,
20291,1,4,5,0,1,0,1,0,1,3,0,0,1,1,1,1,1,14,0,7,
20292,0,4,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,10,0,4,
20293,1,4,4,0,0,0,1,0,0,0,0,1,1,1,3,1,5,14,0,8,
20294,0,2,1,0,0,1,0,0,2,2,2,0,1,1,3,1,1,1,0,5,
20295,0,1,1,0,0,0,1,0,1,4,2,1,1,4,3,1,2,24,1,6,
20296,0,3,5,1,0,0,1,0,3,3,0,0,1,3,3,1,5,17,0,8,
20297,0,1,6,1,0,0,1,0,4,2,2,1,1,3,4,1,5,13,0,8,
20298,1,3,4,0,0,0,1,0,0,0,2,0,1,1,2,1,2,16,1,7,
20299,0,3,6,0,0,0,0,0,0,0,1,1,1,3,3,1,1,17,0,7,
20300,1,2,1,0,0,0,1,0,3,2,0,1,1,1,2,1,3,8,0,8,
20301,0,3,1,0,0,1,1,0,1,5,2,1,1,2,4,1,1,22,1,9,
20302,0,3,2,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0,6,
20303,0,2,7,0,0,0,1,0,3,4,2,0,1,3,4,1,4,8,1,6,
20304,0,2,6,0,0,0,1,0,4,3,0,0,1,3,1,1,5,2,0,6,
20305,1,1,6,0,0,0,1,0,5,2,1,1,0,3,2,1,3,17,0,6,
20306,0,2,1,0,0,0,1,0,4,4,2,1,1,2,1,0,1,20,1,6,
20307,0,1,4,0,0,0,0,0,0,4,1,1,1,3,3,1,2,11,0,6,
20308,0,4,3,0,0,0,0,0,2,4,2,0,1,3,1,1,3,16,1,3,
20309,0,2,4,1,0,0,1,0,5,0,0,1,1,2,2,1,4,27,0,9,
20310,0,1,5,0,1,0,1,0,0,5,0,1,1,3,3,0,5,13,1,9,
20311,0,1,2,0,0,0,0,0,5,0,2,0,1,3,1,1,1,19,1,5,
20312,1,4,2,0,0,0,0,0,0,3,1,1,1,1,4,1,4,24,0,6,
20313,0,4,7,0,0,1,0,1,1,4,0,1,1,4,3,1,2,22,1,6,
20314,0,4,4,0,0,0,1,0,5,2,2,1,1,1,4,1,1,27,0,5,
20315,0,1,5,0,0,0,0,0,0,5,0,1,1,1,3,1,5,16,0,7,
20316,0,3,3,0,0,1,0,0,4,3,2,0,1,2,1,1,2,11,1,5,
20317,0,2,7,0,1,1,0,0,3,1,2,0,1,3,2,0,5,3,0,5,
20318,0,4,1,0,1,0,0,0,2,2,0,0,0,1,2,1,4,27,1,4,
20319,0,2,4,1,0,1,1,1,4,2,0,0,1,1,3,1,5,8,1,8,
20320,0,4,1,0,0,0,1,0,1,5,0,0,1,1,1,1,3,30,1,5,
20321,1,4,1,0,1,0,0,0,0,2,0,1,1,3,4,1,2,27,0,10,
20322,0,1,3,1,1,0,1,0,4,5,1,0,1,3,3,1,5,12,0,7,
20323,1,3,1,0,0,1,1,0,5,2,0,1,0,4,1,1,3,22,1,8,
20324,0,1,6,0,0,0,1,0,0,2,1,0,1,1,4,1,3,15,1,6,
20325,0,3,7,0,0,0,0,0,0,3,1,0,1,1,1,1,2,29,0,4,
20326,0,3,7,0,0,0,1,0,2,5,2,0,0,3,1,1,3,26,0,4,
20327,0,1,3,0,0,0,0,0,4,5,1,1,1,4,2,1,3,30,1,4,
20328,0,2,4,0,0,0,1,0,2,1,2,0,1,1,2,0,3,14,1,3,
20329,0,2,6,0,0,1,1,1,3,0,1,1,1,4,3,1,1,25,1,8,
20330,0,2,5,0,0,0,1,0,2,2,1,0,1,4,3,1,4,30,1,5,
20331,0,2,6,0,0,1,1,0,5,2,0,1,1,3,2,1,4,7,0,8,
20332,1,3,3,1,1,0,1,0,4,2,1,0,0,3,2,0,5,19,0,6,
20333,0,3,1,1,0,1,1,0,2,5,1,1,1,1,1,1,1,7,0,8,
20334,0,2,1,0,0,0,0,0,3,5,1,0,1,3,3,1,5,10,0,5,
20335,0,4,3,0,0,0,1,0,1,2,1,1,1,4,1,0,2,5,0,3,
20336,0,2,5,0,0,0,1,0,0,4,2,1,0,1,2,1,2,5,0,6,
20337,0,1,7,0,0,0,1,0,4,5,2,1,1,1,3,0,5,23,0,4,
20338,0,2,4,0,0,0,1,0,3,2,2,1,1,3,3,1,3,21,1,6,
20339,0,1,3,1,0,0,1,0,5,1,2,0,1,2,3,1,4,28,1,6,
20340,0,4,1,0,0,0,1,0,0,0,0,1,1,3,3,1,5,27,0,9,
20341,1,1,7,0,0,1,1,0,0,4,0,0,1,1,2,1,5,10,0,8,
20342,1,4,3,0,0,0,1,0,4,2,1,0,0,1,1,1,2,31,0,3,
20343,0,2,2,0,0,0,1,0,2,1,1,0,1,4,3,1,4,1,0,4,
20344,0,2,3,0,1,0,1,0,1,5,1,1,1,4,3,1,1,31,1,6,
20345,0,3,5,0,0,1,1,0,4,3,1,0,1,1,1,0,5,19,1,5,
20346,0,2,7,0,0,0,1,0,3,5,2,1,1,4,3,1,2,19,0,5,
20347,0,4,1,0,0,0,0,0,4,1,2,0,1,3,2,1,3,29,1,4,
20348,0,1,3,0,0,0,1,0,3,0,2,0,1,1,4,1,2,1,1,6,
20349,1,4,2,0,0,0,0,0,5,1,2,1,1,2,3,1,5,8,0,5,
20350,0,3,6,0,1,0,1,0,2,1,2,1,1,4,2,1,3,15,0,6,
20351,1,4,4,0,1,0,0,0,3,0,2,1,1,2,2,0,3,20,0,6,
20352,1,1,4,1,1,1,0,1,1,4,2,1,1,1,4,1,2,33,0,10,
20353,0,2,4,1,0,1,1,0,0,5,1,0,1,3,2,1,5,7,0,8,
20354,0,3,2,0,0,0,0,1,1,3,1,1,1,3,4,0,1,12,0,6,
20355,0,3,1,0,1,0,0,1,5,5,2,1,1,3,4,0,5,23,1,8,
20356,0,2,6,0,1,0,0,0,4,1,0,0,1,2,1,1,4,27,0,6,
20357,0,3,1,0,1,1,1,1,4,4,0,0,1,4,4,1,2,27,1,10,
20358,0,3,5,0,1,0,1,0,3,5,2,1,1,3,2,0,5,17,0,7,
20359,1,1,5,0,0,0,0,0,5,0,1,1,1,4,1,1,5,31,1,7,
20360,0,1,4,0,0,0,1,0,2,3,1,0,0,3,4,1,1,23,1,5,
20361,1,2,2,0,0,0,1,0,4,5,0,1,1,2,3,1,4,21,1,8,
20362,0,2,2,0,0,0,0,0,5,1,2,0,1,3,2,1,3,13,1,4,
20363,0,1,6,0,0,0,0,0,2,5,1,1,1,3,4,1,4,33,1,6,
20364,1,3,2,0,0,0,0,0,2,0,2,0,1,2,2,0,4,4,0,5,
20365,0,4,7,0,0,0,0,0,1,0,2,0,1,4,2,1,4,20,1,3,
20366,0,4,5,1,0,0,1,0,1,0,0,1,1,1,4,1,5,30,0,9,
20367,0,4,2,0,0,1,0,0,1,2,0,0,0,3,1,1,3,8,0,4,
20368,0,2,2,0,0,0,1,0,2,1,0,1,0,1,1,1,3,27,0,5,
20369,0,3,5,0,1,0,1,0,4,2,2,1,1,3,1,0,1,23,0,7,
20370,0,4,3,1,0,0,0,0,4,3,1,0,1,2,1,1,3,10,0,4,
20371,0,4,3,0,0,0,1,0,4,4,1,0,1,2,3,1,1,2,1,4,
20372,0,1,1,0,0,1,1,0,4,0,2,0,1,4,3,1,3,28,1,7,
20373,0,3,6,0,0,0,0,1,5,0,0,1,1,2,4,1,2,10,1,9,
20374,0,3,7,0,0,1,1,0,5,0,1,0,0,2,2,1,4,33,0,6,
20375,0,1,1,0,0,0,1,0,0,0,2,0,1,4,2,1,3,7,1,7,
20376,0,2,3,0,0,0,0,0,0,5,0,1,1,4,4,1,1,23,0,7,
20377,0,1,1,0,1,0,1,0,0,2,0,1,1,4,2,0,2,7,1,8,
20378,0,2,6,0,0,0,0,0,2,2,0,0,1,4,2,1,1,15,0,4,
20379,1,3,5,0,1,0,1,0,0,2,1,1,1,3,3,1,2,16,0,10,
20380,1,4,4,0,1,0,1,1,1,0,2,1,1,4,1,1,3,7,1,8,
20381,0,2,2,1,0,0,0,0,4,5,0,1,0,3,4,1,2,3,1,7,
20382,0,2,4,0,0,0,0,1,3,2,2,0,1,2,2,1,2,25,1,5,
20383,0,1,1,0,0,0,1,0,1,0,2,1,0,3,2,1,3,29,0,7,
20384,0,2,7,0,0,0,0,0,5,4,2,0,1,1,4,1,4,32,1,4,
20385,1,4,7,0,0,0,1,0,5,3,2,1,1,2,1,1,2,31,1,6,
20386,0,4,6,1,1,1,1,0,4,1,1,0,1,2,3,1,1,7,0,7,
20387,0,3,7,0,0,0,1,0,0,3,1,1,1,1,2,1,3,12,1,6,
20388,0,2,1,1,0,1,1,0,0,2,2,1,1,2,1,1,4,32,0,10,
20389,0,4,7,0,1,0,1,0,2,2,2,0,0,3,2,1,2,23,0,4,
20390,1,1,2,0,0,0,0,0,1,2,1,0,1,2,3,1,5,28,1,5,
20391,1,1,4,0,0,1,1,0,2,4,0,0,1,2,1,1,5,3,1,8,
20392,1,4,1,0,1,0,1,0,0,1,0,0,1,1,1,1,4,18,1,8,
20393,0,3,6,0,0,0,0,0,3,5,0,1,1,4,2,0,5,1,1,4,
20394,0,4,2,0,0,0,1,1,1,4,1,1,1,3,4,1,4,8,0,7,
20395,0,1,2,0,0,1,0,0,5,2,0,0,0,1,1,1,3,7,0,4,
20396,0,1,4,0,0,0,1,0,1,0,1,0,1,4,2,1,2,5,0,5,
20397,0,1,1,0,1,0,1,0,1,3,1,1,1,1,4,1,2,33,1,8,
20398,0,1,4,0,0,1,0,0,5,3,2,1,1,2,4,1,1,31,1,7,
20399,0,1,6,1,0,0,0,0,1,0,0,1,1,3,2,1,1,17,0,8,
20400,1,4,5,0,0,0,0,0,3,4,0,1,0,3,1,1,3,6,1,6,
20401,1,4,1,1,1,0,1,0,5,3,1,0,1,3,3,1,3,24,1,8,
20402,1,3,2,0,0,0,1,1,0,1,0,1,1,1,4,1,2,32,1,10,
20403,0,1,1,0,0,0,1,0,3,4,1,0,1,1,4,1,2,30,1,6,
20404,0,1,1,0,0,0,1,0,3,1,2,1,1,4,2,1,2,14,1,6,
20405,1,4,2,1,0,0,1,0,2,5,1,1,1,1,2,1,2,7,1,6,
20406,0,1,6,0,0,0,0,0,5,2,1,0,1,3,4,0,1,33,1,4,
20407,0,1,5,0,1,0,1,0,0,1,1,1,1,1,2,1,2,13,0,8,
20408,1,3,1,0,0,0,1,0,1,3,1,1,1,3,1,1,3,10,0,8,
20409,0,1,7,0,0,0,0,0,5,5,0,1,1,1,4,1,1,31,0,6,
20410,0,4,4,0,0,0,0,0,5,1,2,1,1,1,3,1,1,27,0,3,
20411,1,2,2,0,0,0,0,0,3,4,0,1,1,3,3,0,1,27,1,6,
20412,0,2,6,0,1,0,1,0,3,4,0,1,0,4,2,1,3,22,0,6,
20413,0,3,6,1,0,1,1,0,5,4,0,0,1,1,2,1,2,1,0,7,
20414,1,1,4,1,0,0,1,0,3,2,0,0,1,4,3,0,2,7,1,6,
20415,1,2,7,1,0,0,1,0,1,5,1,0,1,1,3,1,4,22,1,6,
20416,0,2,3,1,0,1,0,0,5,1,2,1,1,2,2,1,5,32,1,7,
20417,0,3,7,0,0,0,1,0,0,2,0,0,1,1,3,1,5,8,1,6,
20418,0,1,1,0,0,1,1,0,1,4,0,1,1,4,4,1,3,32,0,9,
20419,0,3,6,0,1,0,1,0,5,2,1,1,0,2,4,1,3,9,1,7,
20420,0,4,1,0,0,0,1,0,3,4,0,0,1,1,2,1,5,23,1,5,
20421,0,1,7,0,0,0,1,0,5,4,2,0,1,3,3,1,2,7,1,5,
20422,0,4,6,0,1,0,0,0,5,0,0,1,0,1,2,1,3,17,1,5,
20423,1,2,2,0,0,0,1,1,0,3,0,1,1,2,3,1,2,2,1,10,
20424,0,1,6,0,1,0,0,0,5,5,0,0,1,3,2,1,4,15,1,6,
20425,0,4,4,0,0,0,0,0,3,5,2,1,0,2,3,1,3,28,1,3,
20426,0,4,3,0,0,1,1,0,5,2,0,1,1,4,2,0,5,29,1,5,
20427,0,4,7,0,0,1,1,0,4,5,1,0,1,1,3,1,4,20,1,4,
20428,0,3,2,0,0,0,1,0,3,0,1,0,1,3,1,1,4,4,0,6,
20429,0,4,2,1,0,0,1,0,2,0,1,1,0,4,2,1,5,22,0,5,
20430,0,1,6,1,0,0,1,1,5,4,0,0,1,3,1,1,4,33,0,8,
20431,0,2,4,0,0,0,1,0,5,5,2,1,1,3,3,1,4,1,0,6,
20432,0,1,6,0,0,0,0,0,4,1,1,0,0,2,1,1,5,15,0,3,
20433,0,2,7,0,0,0,1,1,0,0,2,0,0,2,3,0,4,30,0,6,
20434,0,4,2,0,0,0,0,0,5,2,1,1,0,4,2,1,1,11,0,2,
20435,0,2,3,0,1,0,0,0,2,5,0,0,1,4,3,1,3,29,1,5,
20436,0,3,1,0,1,0,1,1,2,4,2,0,1,3,1,1,5,13,0,8,
20437,0,4,5,0,0,0,1,1,1,3,1,1,1,1,3,1,4,9,0,6,
20438,0,1,1,0,1,0,1,0,2,0,1,1,1,3,3,1,3,17,1,9,
20439,0,3,3,0,1,0,0,0,0,3,0,0,1,1,3,1,2,10,0,6,
20440,1,3,7,0,0,0,1,0,0,2,2,1,1,4,4,1,2,1,0,8,
20441,0,2,7,0,0,1,1,0,1,0,2,1,1,3,1,0,1,24,1,7,
20442,1,1,1,0,0,1,0,0,0,3,0,0,1,4,2,1,1,21,1,8,
20443,0,1,1,0,0,0,1,1,5,4,1,0,1,2,3,1,2,28,0,7,
20444,0,1,3,0,0,0,0,0,0,5,2,0,1,3,3,1,3,4,0,5,
20445,0,4,6,0,1,0,1,0,2,4,2,0,0,3,1,1,3,12,1,4,
20446,0,4,4,0,0,0,0,1,1,2,1,1,1,2,2,1,3,30,0,5,
20447,0,3,1,0,0,0,1,0,1,3,1,0,1,3,2,1,5,14,0,6,
20448,0,3,4,0,1,1,1,0,2,5,0,0,1,3,1,1,2,15,0,8,
20449,0,1,5,0,1,0,0,0,1,2,0,0,1,1,2,1,1,32,0,6,
20450,0,2,1,0,0,0,1,0,2,3,1,1,0,1,4,1,3,5,1,6,
20451,0,3,5,0,1,0,0,0,3,3,1,1,1,2,2,1,3,22,1,7,
20452,0,1,1,0,0,0,0,0,1,2,0,1,1,1,1,1,3,10,1,6,
20453,0,2,2,0,0,0,0,0,3,1,1,0,1,3,1,1,1,32,1,4,
20454,0,4,1,0,0,1,1,0,4,3,1,1,1,3,1,1,1,2,0,7,
20455,0,3,6,0,0,0,1,0,5,3,1,1,1,1,2,0,1,32,0,4,
20456,0,1,4,1,0,0,0,0,1,3,2,1,1,3,1,1,4,5,1,6,
20457,1,2,4,0,0,0,1,0,1,2,1,0,1,4,2,1,3,10,1,5,
20458,0,4,1,0,0,0,0,0,4,0,0,0,1,2,2,1,4,20,0,6,
20459,1,4,3,0,0,1,0,0,2,0,0,0,1,3,4,0,3,22,1,7,
20460,1,3,2,0,0,1,0,0,3,4,0,1,1,1,4,1,5,24,1,8,
20461,0,4,4,0,0,0,1,0,3,5,0,0,1,3,4,1,4,6,1,6,
20462,0,2,5,0,0,0,0,0,4,4,0,1,1,3,3,1,2,31,1,7,
20463,0,2,1,0,0,0,0,0,1,1,0,1,0,3,4,1,5,19,1,7,
20464,0,3,4,1,0,0,1,0,1,4,1,0,1,4,4,1,1,26,1,6,
20465,0,1,3,1,1,0,0,0,2,3,2,0,1,3,3,1,1,17,1,6,
20466,0,2,4,0,0,1,1,0,5,5,1,1,1,4,1,0,2,17,1,5,
20467,0,1,4,0,0,0,1,0,3,3,0,0,0,1,3,1,3,12,1,4,
20468,0,1,4,0,0,0,0,1,3,1,2,0,0,1,1,1,1,15,1,3,
20469,1,1,3,1,0,0,1,0,2,1,0,1,1,4,3,1,3,2,0,8,
20470,1,2,1,0,0,0,1,0,0,4,1,0,1,3,4,1,3,4,1,9,
20471,0,1,1,0,0,0,0,0,0,2,1,0,1,4,2,1,2,2,1,5,
20472,1,3,2,0,0,1,1,0,2,4,2,1,1,1,1,1,1,24,0,7,
20473,0,4,5,0,0,0,0,0,3,3,0,0,1,1,4,1,5,27,1,5,
20474,1,2,4,0,0,0,1,0,0,0,0,0,1,1,3,1,4,26,1,8,
20475,0,4,2,0,1,1,0,0,3,2,2,0,1,3,3,1,2,9,0,5,
20476,0,1,2,0,0,0,1,0,5,2,1,0,0,3,3,1,5,3,1,4,
20477,0,4,2,0,0,0,1,0,5,2,2,1,1,3,3,1,4,12,1,5,
20478,0,1,6,0,1,0,1,0,2,5,1,1,1,1,2,1,3,1,1,6,
20479,0,2,2,0,1,0,1,0,0,1,0,1,1,1,1,0,2,22,1,7,
20480,0,3,4,0,0,1,1,0,0,1,2,1,1,3,4,1,4,19,0,9,
20481,1,2,2,0,0,1,1,0,1,1,1,1,1,1,1,0,4,12,1,6,
20482,0,3,7,1,1,0,1,0,5,2,0,1,1,2,3,1,1,15,0,9,
20483,1,4,2,0,0,0,1,0,3,4,0,0,1,4,1,1,4,3,1,5,
20484,0,3,7,0,0,0,1,1,2,4,2,0,1,4,3,1,1,16,0,5,
20485,0,2,5,1,0,0,1,1,2,4,1,1,1,4,1,1,5,29,1,8,
20486,0,1,1,0,0,1,0,0,0,0,1,1,1,3,2,1,2,22,1,9,
20487,0,1,1,0,0,0,1,0,5,5,0,0,1,4,3,1,1,28,0,6,
20488,0,3,5,0,0,0,0,0,4,1,0,0,1,3,4,1,4,24,0,7,
20489,0,4,4,1,0,0,1,1,4,3,0,0,1,3,1,1,5,24,1,7,
20490,0,4,1,0,0,0,1,0,3,4,2,1,0,3,2,1,1,32,0,5,
20491,1,2,7,1,0,0,0,0,4,3,2,0,0,1,1,1,1,3,1,4,
20492,0,4,6,0,1,0,1,0,0,2,2,0,1,1,1,1,2,31,1,5,
20493,0,2,6,0,0,0,1,1,0,2,0,0,1,3,4,1,1,18,1,9,
20494,0,2,6,1,1,0,0,1,2,2,2,1,0,4,3,1,3,17,0,6,
20495,0,1,4,0,0,0,0,1,5,1,2,0,1,3,3,1,5,32,1,5,
20496,0,2,6,0,0,0,1,0,4,0,2,0,1,2,4,1,3,7,1,7,
20497,0,1,2,0,0,0,1,0,5,5,2,1,1,3,1,1,3,5,0,6,
20498,1,3,4,1,0,0,1,0,2,1,2,1,1,4,4,0,5,1,1,7,
20499,1,3,7,1,0,1,1,0,1,2,2,0,0,3,4,1,2,20,1,8,
20500,0,2,6,0,0,0,1,0,3,4,0,1,1,4,3,1,1,13,1,6,
20501,1,4,4,0,0,0,1,0,1,3,2,1,1,1,1,1,2,21,0,5,
20502,0,1,6,1,0,1,1,1,3,5,2,1,1,4,2,0,3,23,1,7,
20503,1,3,6,0,1,0,0,0,3,4,0,0,1,4,1,1,4,26,1,6,
20504,0,1,4,0,0,0,0,0,4,2,1,1,1,1,4,1,2,13,0,5,
20505,1,4,6,0,0,0,1,0,1,5,2,1,1,2,4,1,5,28,0,7,
20506,0,4,7,0,0,0,1,0,0,2,2,0,0,1,4,0,2,24,0,3,
20507,0,4,2,1,0,1,0,0,0,4,0,1,1,3,3,0,2,13,0,7,
20508,0,4,3,0,0,0,1,0,5,0,1,0,1,2,3,1,4,26,0,5,
20509,0,3,2,1,0,0,1,1,2,3,2,1,1,3,3,1,5,33,0,8,
20510,0,2,3,0,0,0,1,0,0,4,0,1,1,4,4,1,5,25,0,8,
20511,0,2,3,0,0,0,1,0,1,2,2,0,0,1,1,1,4,1,0,3,
20512,0,2,1,1,0,0,0,0,2,2,1,1,1,2,1,1,2,21,1,7,
20513,0,1,5,1,0,0,1,0,1,4,0,0,1,4,2,1,3,31,1,7,
20514,0,3,2,0,0,0,1,0,0,1,2,1,1,2,1,1,5,13,1,7,
20515,1,4,1,0,0,1,0,0,4,5,0,0,1,3,1,0,2,23,0,6,
20516,0,2,6,0,0,0,1,0,5,4,2,1,1,2,3,1,1,27,0,6,
20517,0,2,3,0,0,0,1,0,4,3,1,1,1,2,2,0,5,2,1,5,
20518,0,3,5,0,0,0,0,1,0,2,2,1,0,1,1,1,3,5,1,6,
20519,1,1,4,1,0,0,1,0,4,3,1,1,1,4,3,0,1,32,0,6,
20520,0,2,5,0,0,1,1,1,5,2,1,0,0,2,2,1,2,17,0,7,
20521,0,3,7,0,0,0,0,0,0,3,2,1,1,2,2,1,3,18,1,6,
20522,0,3,2,0,0,1,0,0,0,3,2,0,0,4,2,1,4,18,0,4,
20523,0,4,4,0,0,0,0,1,2,2,2,1,1,1,3,1,5,8,0,4,
20524,0,1,7,0,0,0,0,0,1,4,0,0,1,1,3,1,4,21,0,4,
20525,1,2,6,0,0,0,1,0,5,3,0,1,1,4,2,1,3,13,0,7,
20526,0,1,5,1,0,0,1,0,4,5,0,1,1,2,2,1,2,12,1,9,
20527,1,3,4,0,0,0,0,0,0,1,1,0,1,1,2,1,2,11,1,5,
20528,1,1,1,0,1,0,0,0,4,5,0,0,0,2,4,1,4,2,0,8,
20529,0,3,7,0,0,0,1,0,2,4,2,1,1,3,2,0,5,26,1,5,
20530,0,3,1,1,1,1,1,1,2,4,2,1,1,2,3,1,5,24,1,11,
20531,0,2,3,0,0,0,0,0,3,2,1,1,1,2,2,0,1,1,0,4,
20532,0,2,3,0,1,0,1,1,4,0,1,1,1,3,2,1,2,11,0,9,
20533,0,4,6,1,0,0,1,0,3,1,0,0,1,1,2,1,5,12,1,5,
20534,0,1,1,0,0,0,1,0,3,3,0,0,1,1,1,0,4,26,0,5,
20535,0,1,4,1,0,0,1,1,2,1,2,1,1,1,2,1,3,18,0,7,
20536,0,3,5,1,0,1,1,0,3,2,1,0,1,2,2,1,1,27,0,8,
20537,0,2,6,0,0,0,0,0,0,5,2,1,1,3,3,0,4,31,1,5,
20538,1,3,5,0,1,0,1,0,1,2,2,0,1,1,3,1,1,1,1,7,
20539,0,1,2,0,0,0,1,0,3,1,1,1,1,3,4,1,4,16,1,7,
20540,0,3,1,0,0,0,1,1,5,2,2,1,0,1,1,1,5,21,1,6,
20541,0,3,3,0,1,1,0,0,5,4,1,0,0,4,2,1,1,7,1,4,
20542,0,1,4,0,0,0,1,0,3,3,2,1,1,3,2,1,5,27,0,6,
20543,0,1,5,1,0,0,1,0,3,4,2,1,1,3,2,1,2,4,0,8,
20544,0,4,4,0,0,0,1,0,2,5,2,0,1,3,3,0,5,20,0,3,
20545,1,4,7,0,1,0,1,0,0,3,2,1,1,1,1,1,1,13,1,7,
20546,0,3,3,0,0,0,0,0,5,2,2,1,1,1,2,1,4,20,0,4,
20547,0,1,1,0,0,0,0,0,5,1,0,1,1,2,1,1,3,15,1,7,
20548,0,4,4,0,1,0,1,0,2,2,2,0,0,1,1,0,5,18,1,2,
20549,0,4,1,1,0,1,1,0,4,5,0,0,1,2,1,1,4,12,1,8,
20550,0,1,5,0,0,0,1,0,4,0,1,1,1,2,1,1,1,33,0,8,
20551,1,4,2,0,1,0,1,0,4,3,1,0,1,2,4,1,3,5,1,7,
20552,0,3,4,0,0,0,1,0,0,0,1,1,1,3,3,1,4,23,1,8,
20553,0,4,3,0,0,0,1,1,0,0,2,1,1,1,2,1,2,11,0,7,
20554,1,3,7,0,0,0,0,1,4,5,0,1,1,1,1,0,1,8,0,6,
20555,0,3,4,1,0,0,1,0,2,5,2,1,1,1,1,1,4,30,0,6,
20556,0,1,3,0,0,0,1,0,5,1,0,1,1,1,1,1,3,12,1,6,
20557,0,2,6,0,1,0,1,0,1,0,0,0,1,2,4,1,2,8,1,9,
20558,0,4,2,0,0,1,1,0,1,3,1,1,0,4,3,1,2,27,0,4,
20559,1,4,5,1,0,0,1,0,1,2,2,1,1,2,3,1,2,3,1,8,
20560,1,3,4,0,0,0,1,0,5,1,2,0,1,2,4,1,4,18,0,7,
20561,1,4,4,0,0,0,0,1,3,1,0,0,1,4,3,1,3,28,1,5,
20562,0,1,4,0,0,0,1,0,3,3,1,0,1,3,1,1,4,16,0,5,
20563,0,4,2,0,0,0,1,0,5,4,0,0,0,2,3,1,2,7,1,4,
20564,1,1,3,0,1,1,0,1,2,5,1,0,1,4,2,0,3,6,0,6,
20565,0,2,3,0,0,1,1,1,3,4,1,0,1,4,4,1,4,9,0,7,
20566,0,3,6,0,1,0,1,0,2,5,1,0,1,3,2,1,5,20,0,6,
20567,1,2,7,1,1,0,1,0,3,5,1,1,1,2,3,1,1,19,0,9,
20568,1,3,2,0,0,0,1,0,2,5,0,1,1,4,1,1,4,27,1,7,
20569,0,2,5,0,0,0,1,0,2,4,1,0,0,3,1,1,1,17,0,5,
20570,0,1,5,0,0,0,1,1,1,0,2,1,1,4,1,1,2,7,0,8,
20571,0,2,1,0,1,0,1,0,1,5,2,0,1,3,4,1,1,32,1,8,
20572,0,1,3,0,0,0,0,0,4,4,1,1,1,1,2,1,5,18,0,4,
20573,0,2,3,0,0,0,1,0,4,4,2,0,1,1,4,1,1,33,1,5,
20574,0,1,5,1,0,0,0,1,5,3,2,1,1,3,3,0,3,29,1,7,
20575,0,4,5,0,0,0,0,0,5,0,1,0,1,1,1,1,5,33,0,4,
20576,0,2,6,0,0,1,1,0,0,1,2,0,1,3,4,0,3,6,1,7,
20577,0,4,1,0,0,1,1,0,3,1,2,1,0,1,3,1,2,19,1,5,
20578,0,3,4,0,1,0,1,0,0,2,0,0,0,3,1,1,4,28,0,7,
20579,1,3,1,0,0,0,1,0,5,5,0,0,1,2,4,1,1,10,1,9,
20580,0,2,5,0,0,1,1,0,4,1,0,1,0,1,2,1,3,27,0,7,
20581,0,1,4,0,1,1,1,0,0,0,0,0,1,2,1,1,3,21,0,10,
20582,0,2,2,0,0,0,0,0,0,4,2,1,1,1,4,1,3,26,0,6,
