,Gender,Age,Orphan,state,PinCode,mother_tongue,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,pwd,out_of_school_child,dropped_continued,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,debt,family_annual_income,no_of_children,academic_stream,status_in_previous_year,appreared_previous_exam,results_in_previous_year_type,mental_issues,drug_addiction ,label
465,0,15,0,7,301733,0,2,4,1,0,0,1,0,1,0,3,1,1,0,1,3,2,4,0,3,1,1,8
466,0,21,0,29,321169,0,2,2,1,1,1,0,0,1,4,0,0,1,1,1,2,5,2,1,2,1,0,9
467,0,18,0,14,695572,0,3,2,1,0,1,0,1,1,5,1,1,0,0,0,2,5,4,0,4,1,1,7
468,0,19,0,7,574022,0,2,7,1,1,0,0,0,0,1,2,1,0,1,2,2,4,5,1,4,1,1,6
469,0,18,0,26,127797,0,1,4,0,0,0,1,0,0,1,3,1,1,0,0,3,1,5,0,3,1,1,6
470,1,21,0,6,872287,0,2,2,1,0,0,1,0,0,2,1,0,1,0,0,3,5,2,0,4,0,0,4
471,1,17,1,21,460962,0,2,2,0,1,1,0,1,0,1,0,0,1,0,2,2,2,1,0,4,0,1,5
472,0,19,0,7,319069,1,4,1,0,1,0,1,0,0,2,2,0,1,0,1,2,1,3,0,2,0,1,4
473,1,18,0,19,888891,1,4,6,1,0,1,0,0,0,3,3,0,0,1,0,3,4,2,1,3,0,1,5
474,0,21,0,7,809832,1,3,3,1,0,0,0,0,1,3,0,0,1,1,0,3,4,2,1,3,1,1,8
475,1,19,0,19,141562,0,3,1,0,1,1,1,0,1,4,2,0,1,1,1,2,2,2,0,4,1,0,7
476,1,21,0,20,115379,0,1,6,1,1,1,1,0,0,1,3,0,0,0,0,3,1,5,0,3,0,0,6
477,0,15,0,29,668541,1,1,2,0,1,1,0,0,0,4,3,0,0,1,2,3,4,3,0,1,1,1,5
478,0,19,1,9,542027,0,4,7,0,0,0,0,0,0,2,1,1,1,1,0,2,2,4,1,4,0,0,5
479,1,20,0,26,142767,1,4,4,1,0,0,0,1,0,0,1,0,1,1,2,2,5,3,0,2,0,1,5
480,1,18,0,24,631853,1,4,7,1,1,1,0,0,1,3,1,0,1,1,0,2,5,4,0,3,1,1,9
481,0,19,0,31,598772,0,1,5,1,1,0,1,0,1,0,3,1,0,1,1,3,2,3,0,2,0,0,8
482,0,17,0,2,936155,1,4,4,0,0,0,0,0,0,0,1,1,0,0,2,3,4,5,1,2,1,1,4
483,1,20,0,33,338967,0,4,1,0,1,1,1,0,1,4,2,1,0,1,0,2,2,1,1,3,0,1,7
484,1,14,0,2,568491,0,3,4,0,1,1,0,0,1,1,4,1,1,1,0,2,2,1,1,3,1,1,9
485,0,15,0,9,839914,0,2,6,0,1,0,0,0,1,2,0,1,0,0,0,2,3,4,1,2,1,0,8
486,1,15,0,5,319278,1,3,5,1,1,1,0,0,1,4,0,0,1,1,1,2,1,5,0,1,0,1,8
487,0,20,0,26,934942,0,3,3,1,1,1,0,1,1,0,1,0,0,1,2,2,1,3,0,2,1,1,8
488,1,21,1,9,460818,1,4,1,1,0,0,1,0,0,3,3,1,1,0,2,2,5,4,0,1,1,1,6
489,1,20,0,29,888336,0,2,4,0,1,0,1,1,1,5,0,1,1,0,1,2,3,1,0,2,1,0,7
490,0,20,0,2,983848,0,4,3,1,0,1,0,1,0,4,4,0,1,0,1,3,5,4,1,3,0,0,5
491,1,17,0,15,526962,1,2,5,1,0,0,0,1,1,1,2,1,1,0,1,2,3,3,1,3,1,1,7
492,0,15,0,28,558556,1,3,5,0,1,0,0,0,0,2,4,0,1,0,2,2,4,4,1,4,0,0,5
493,0,16,0,13,622516,1,4,6,1,0,0,0,0,0,3,5,1,1,0,1,3,5,1,0,4,0,0,3
494,0,20,1,28,248580,0,3,1,0,1,0,1,0,0,1,2,1,0,1,2,3,1,2,1,1,0,1,5
495,0,14,0,30,166774,0,3,3,0,0,1,0,0,0,5,1,0,0,1,1,3,2,1,1,2,0,0,4
496,1,14,0,15,850175,0,4,1,1,1,1,1,1,1,1,2,0,1,1,1,3,3,1,0,2,1,0,8
497,1,15,0,27,123723,0,3,5,1,0,0,0,1,0,1,1,1,0,0,0,2,5,5,1,4,0,1,5
498,0,20,1,2,285555,0,2,7,1,1,1,0,0,1,3,1,0,1,1,1,3,1,2,1,1,1,0,7
499,0,21,1,23,760320,0,2,3,1,0,0,1,0,1,5,5,1,1,1,0,2,1,2,1,4,1,0,7
500,1,19,0,18,812786,0,4,3,0,0,0,1,0,0,1,2,1,0,0,0,2,4,4,1,3,1,0,5
501,0,17,0,5,850099,1,3,6,1,1,1,1,1,0,2,2,0,0,0,2,3,5,5,0,2,0,0,5
502,1,17,0,23,779555,1,3,4,0,1,0,0,0,0,0,2,0,0,0,1,3,5,5,0,2,0,1,4
503,1,20,1,5,356115,0,4,4,0,0,1,0,0,0,4,5,1,0,1,1,3,4,4,1,1,0,0,4
504,0,17,0,11,224625,1,3,2,1,0,1,1,0,1,3,2,1,0,1,2,2,4,3,0,3,1,0,7
505,0,14,0,22,424379,0,2,6,1,1,1,1,1,0,2,2,0,0,0,2,2,4,1,1,4,1,0,5
506,0,15,0,7,368437,1,4,7,0,1,1,0,0,0,5,3,1,0,0,1,3,1,3,0,3,0,1,4
507,0,19,0,18,906872,1,3,6,0,1,0,0,0,0,2,5,0,1,0,1,3,3,4,1,2,0,1,5
508,1,21,0,26,829675,0,3,3,0,1,1,1,0,1,5,0,1,0,1,2,3,4,1,0,2,0,0,7
509,1,17,0,19,560232,0,3,2,1,1,0,1,0,0,4,4,0,1,0,1,3,3,2,0,4,0,1,4
510,1,17,0,4,946166,1,3,3,1,1,0,1,0,0,5,5,1,0,1,0,2,4,3,1,4,0,1,6
511,0,18,0,19,477696,1,2,3,1,0,0,0,1,0,1,1,1,1,1,0,3,1,1,0,1,0,0,6
512,0,14,1,10,901741,0,3,6,0,0,1,1,0,1,0,5,1,0,1,0,2,3,4,1,1,0,1,7
513,1,17,0,23,500288,1,2,4,1,1,1,0,1,1,4,2,1,0,1,2,3,4,5,0,3,0,0,7
514,0,20,0,12,626296,0,2,4,1,1,0,1,0,1,2,0,1,0,0,1,2,3,2,0,2,1,0,7
515,1,20,0,6,180612,1,4,3,0,0,1,0,0,1,2,1,1,1,1,0,2,2,4,1,1,1,1,7
516,1,19,0,3,818702,0,1,6,0,0,0,1,1,0,3,3,1,0,1,2,2,3,3,0,2,1,0,5
517,1,20,0,30,992584,1,4,2,1,1,0,0,0,0,5,5,1,0,0,1,3,2,2,1,1,1,0,4
518,0,21,0,9,463122,1,3,7,1,0,1,0,1,1,0,3,1,1,1,1,2,4,2,0,4,0,0,7
519,1,18,0,17,671607,0,1,1,0,1,1,0,0,0,3,1,0,0,1,1,2,2,5,0,4,1,0,6
520,0,21,0,29,737655,1,3,2,1,0,0,1,0,0,3,2,1,0,0,2,3,5,3,1,3,1,0,5
521,0,18,1,29,735784,1,2,5,1,0,1,0,0,1,3,2,0,1,0,0,3,4,4,0,3,0,1,8
522,1,17,1,8,910587,0,3,2,1,1,0,1,1,0,5,2,1,0,0,0,3,3,4,1,4,0,0,6
523,1,15,0,17,852797,0,2,5,1,0,0,0,1,0,3,4,0,0,1,2,3,1,5,1,3,1,0,6
524,1,20,0,19,247308,1,3,6,0,1,0,0,1,0,2,4,1,1,1,1,2,1,1,1,1,1,0,6
525,0,20,1,16,821637,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,3,3,5,0,4,0,1,3
526,1,14,1,19,687362,0,3,4,1,0,0,0,1,1,3,2,1,1,0,0,3,1,4,0,1,1,0,7
527,1,18,0,12,145401,1,3,2,1,1,0,0,0,0,1,3,0,0,1,2,3,4,3,1,2,1,0,6
528,0,20,0,20,465071,0,3,2,0,1,1,0,1,1,5,0,1,0,1,1,3,2,5,1,4,1,1,7
529,1,16,0,11,773429,0,1,5,1,1,0,0,1,1,0,4,0,0,1,1,3,1,4,0,3,0,0,8
530,0,15,0,25,766011,0,3,6,0,1,1,0,1,1,2,2,1,1,1,0,2,1,2,0,4,0,1,7
531,1,14,0,7,450098,0,3,7,1,1,0,0,0,0,1,5,1,0,0,2,2,3,1,1,3,1,0,6
532,1,14,1,14,554152,0,2,3,1,1,0,0,1,1,0,4,1,1,0,2,2,4,5,1,3,0,0,7
533,1,17,1,31,321750,0,1,3,1,1,0,0,1,1,5,1,1,1,1,1,2,5,2,1,2,0,0,7
534,0,16,0,31,503633,1,3,3,1,1,0,1,0,1,4,0,1,1,1,0,2,2,2,1,2,1,0,10
535,0,19,1,19,245529,1,2,4,0,0,0,0,0,1,0,0,1,0,1,1,2,2,4,0,1,1,1,7
536,1,15,0,1,615967,1,3,2,0,1,1,0,1,0,1,5,0,0,0,0,3,2,3,0,3,0,1,5
537,1,17,0,30,295845,0,1,1,0,0,1,0,1,0,1,4,0,0,0,2,3,4,5,0,3,1,0,5
538,0,18,1,22,369727,1,1,5,1,0,1,1,0,0,5,2,0,0,0,0,3,5,1,0,4,1,0,6
539,0,17,0,33,526572,1,1,3,1,0,0,0,0,0,1,5,1,1,0,0,3,3,5,1,2,0,0,6
540,1,15,1,1,254346,1,4,1,1,1,1,0,0,1,4,2,1,0,0,2,3,3,2,1,2,1,1,7
541,0,16,0,13,384701,1,2,7,0,1,0,0,1,1,2,2,1,1,0,0,3,4,4,1,2,1,1,8
542,1,19,1,4,304309,0,2,7,0,0,0,1,1,0,1,3,1,1,0,1,2,1,4,1,2,1,1,6
543,1,18,0,33,896012,0,1,1,0,1,0,1,1,0,3,2,0,0,0,2,2,4,2,1,2,0,1,4
544,0,19,0,9,365796,1,4,5,1,1,0,1,1,0,5,1,1,1,0,0,3,5,1,1,1,0,1,6
545,1,21,0,33,592339,1,3,7,0,0,1,1,0,0,4,0,0,1,0,0,2,1,3,1,2,0,1,6
546,1,19,1,29,455425,1,4,2,1,1,1,0,1,0,1,4,0,1,0,1,3,3,4,0,3,0,0,6
547,0,18,0,12,762960,0,2,5,0,1,1,1,0,1,3,0,1,0,1,0,3,4,5,0,4,1,0,9
548,0,18,0,13,217933,0,2,6,0,0,0,1,1,0,3,4,1,0,0,2,2,5,5,1,3,0,1,3
549,0,20,0,12,309858,0,1,5,1,0,0,1,1,0,3,1,0,0,0,1,3,1,5,1,3,0,0,4
550,1,18,1,6,789147,0,4,5,0,0,1,1,0,0,5,2,1,1,1,1,3,5,1,0,4,1,1,6
551,1,17,0,13,157832,0,2,1,1,1,1,0,1,1,3,2,0,0,1,0,3,5,4,0,2,1,1,10
552,0,19,0,21,191536,1,1,5,0,1,1,0,0,1,5,1,0,1,0,0,2,3,1,0,3,0,0,7
553,1,16,0,2,274876,0,4,1,0,0,0,0,1,0,3,4,1,0,1,2,3,1,4,1,3,1,1,6
554,0,19,0,29,503512,1,1,7,1,0,0,1,0,0,3,3,0,0,1,2,2,1,4,1,4,0,1,4
555,0,18,0,28,702312,0,3,6,1,1,0,1,0,0,1,5,1,1,1,1,3,4,3,0,1,0,0,6
556,1,20,0,10,680609,1,1,2,0,1,1,0,0,1,5,1,1,1,1,1,3,1,2,0,3,0,0,7
557,0,15,0,3,287106,0,1,2,0,0,1,1,1,0,2,1,0,1,0,0,3,2,2,0,3,1,0,6
558,1,16,0,11,421766,1,4,7,0,0,0,0,0,0,4,3,1,1,0,1,2,4,5,1,4,0,0,2
559,0,14,0,27,662503,1,2,4,0,0,0,1,0,0,4,4,1,1,1,0,2,4,3,0,1,0,1,5
560,1,16,1,22,680415,1,3,7,0,0,1,0,1,0,2,0,0,1,0,0,2,1,3,0,1,1,1,6
561,0,19,0,10,952443,0,1,1,1,0,0,1,0,0,5,3,1,0,0,2,3,4,4,0,1,1,0,6
562,1,20,0,12,923106,1,1,2,0,1,1,1,1,1,4,3,1,0,1,1,3,4,4,1,4,1,1,7
563,0,14,0,33,542099,1,4,3,1,1,0,1,0,0,4,4,1,0,1,0,3,5,1,0,4,0,1,5
564,0,17,0,12,212410,1,2,1,1,1,1,1,0,1,1,0,1,1,0,0,2,1,2,1,1,0,1,9
565,1,16,0,10,492688,0,2,7,0,1,0,1,1,0,3,3,1,0,0,0,2,4,2,0,4,0,1,4
566,0,21,0,20,935249,0,3,7,0,1,0,1,0,0,1,2,0,0,0,0,3,3,2,0,2,0,0,4
567,0,17,1,17,228859,1,2,2,1,0,1,1,0,0,1,2,1,0,0,1,2,5,1,0,1,0,0,4
568,1,17,1,13,714974,0,3,6,1,0,0,1,0,1,0,1,0,1,1,2,2,4,4,1,3,0,1,7
569,1,18,0,24,672831,0,4,1,0,0,0,0,0,1,1,3,1,1,1,1,3,1,4,1,2,1,0,7
570,1,17,0,23,951534,1,2,2,0,1,0,1,0,0,1,3,1,1,0,1,2,4,3,0,3,1,1,6
571,0,16,0,26,625159,0,2,6,0,1,1,1,0,0,4,3,0,0,1,0,3,3,3,1,4,1,1,6
572,1,15,1,21,870045,1,1,6,1,0,0,1,0,0,4,5,0,1,0,1,2,4,3,1,1,0,0,3
573,1,18,0,33,495845,0,4,6,1,1,0,0,1,1,0,4,1,1,1,2,2,2,3,1,2,0,0,7
574,1,15,0,23,279180,0,3,1,0,1,0,0,0,1,0,2,0,1,0,2,2,5,4,1,1,1,1,7
575,1,14,1,2,194312,0,2,4,0,0,0,1,1,0,2,0,1,1,1,1,3,4,3,0,4,0,1,5
576,0,14,0,4,260199,0,3,5,0,0,0,0,1,0,5,1,1,0,1,0,2,5,3,0,1,1,0,6
577,0,16,1,16,274193,1,1,4,1,1,1,1,1,1,4,4,0,0,1,2,2,1,4,1,2,0,1,7
578,1,19,0,1,219243,0,1,7,0,1,1,0,1,0,4,2,0,0,1,2,2,3,3,1,1,0,1,4
579,0,16,0,22,382956,1,4,6,1,1,1,0,1,0,4,3,1,0,0,1,2,2,3,1,1,0,1,4
580,1,19,0,19,869673,1,2,3,0,0,0,0,1,0,5,1,1,1,0,2,3,2,2,1,1,1,1,4
581,1,16,1,31,229768,1,1,6,1,0,0,0,1,0,4,3,0,0,0,1,2,1,3,0,2,0,1,3
582,1,16,0,23,622748,1,4,4,0,0,1,1,0,0,3,5,0,0,0,2,2,4,4,0,3,0,0,3
583,0,15,1,11,325143,0,1,7,0,0,1,1,1,0,2,2,1,1,0,1,3,1,5,1,1,1,1,5
584,1,16,0,1,756162,0,1,1,1,0,0,1,1,0,4,2,0,0,0,0,3,4,1,0,3,1,0,6
585,0,21,1,3,899846,0,2,4,0,0,1,0,1,0,2,3,0,1,1,2,3,3,1,1,1,1,1,5
586,0,17,0,9,594723,1,3,2,0,1,1,0,1,0,5,1,0,1,0,2,2,1,4,0,4,1,0,6
587,0,18,0,33,373509,0,1,6,0,0,0,0,0,0,3,4,1,1,1,2,2,4,3,1,2,1,0,6
588,0,21,1,1,783623,1,1,2,0,0,1,0,1,0,4,3,0,1,0,1,2,2,2,1,3,1,0,5
589,0,21,0,7,446961,1,1,5,0,0,1,1,1,1,5,5,1,1,0,2,2,4,5,0,3,1,0,7
590,1,16,1,31,584014,1,4,1,1,0,1,0,0,1,2,0,0,1,1,0,3,4,2,1,1,0,1,7
591,1,21,0,10,948217,1,4,1,1,0,1,1,0,0,4,0,0,0,0,0,3,2,5,1,1,1,0,6
592,1,21,0,22,786333,0,4,1,0,0,0,0,1,0,0,3,1,0,0,1,2,5,2,1,2,1,0,5
593,0,14,0,31,485353,0,4,5,1,0,0,0,0,1,0,0,1,1,0,0,3,2,2,0,4,1,1,8
594,1,21,0,24,701782,1,3,3,1,1,1,0,1,1,1,0,0,1,1,2,3,5,4,1,2,1,0,10
595,1,15,0,1,611915,1,3,1,1,0,0,0,1,1,1,2,1,1,0,0,2,2,4,0,1,1,1,8
596,0,18,0,16,597827,0,3,1,1,0,0,1,1,0,1,2,0,1,0,1,2,3,3,0,3,0,1,5
597,0,14,0,21,801406,0,2,2,0,1,1,1,0,0,5,5,0,1,1,2,2,1,1,0,1,1,1,6
598,1,15,0,9,633295,1,3,2,1,0,1,1,1,0,4,3,1,1,0,1,3,2,4,0,1,0,1,6
599,1,21,0,14,279790,0,2,1,1,0,0,1,1,1,1,0,0,1,1,0,2,1,1,1,1,0,1,7
600,1,14,0,8,913913,1,4,5,0,0,1,0,1,0,0,5,1,0,1,1,2,3,4,0,4,0,1,6
601,0,19,0,15,804691,1,2,7,0,1,0,0,1,1,3,0,1,1,1,2,2,2,2,1,3,0,1,7
602,1,21,0,28,612667,0,3,4,0,0,0,1,0,0,4,2,1,1,1,1,3,2,1,0,2,1,0,6
603,1,21,0,8,169148,1,4,5,1,1,0,1,1,0,4,3,1,0,0,1,3,1,5,0,1,0,1,4
604,1,16,1,18,744584,1,4,7,0,0,0,0,0,0,4,4,1,1,0,1,2,3,5,1,2,0,1,3
605,0,16,0,3,144319,1,3,4,1,1,0,1,0,0,3,3,0,0,0,0,3,3,2,0,1,0,1,4
606,1,20,1,23,174103,0,3,7,0,1,0,0,1,0,3,3,0,1,1,2,2,3,3,1,2,1,1,6
607,0,17,0,1,927117,1,2,3,0,0,0,1,1,0,2,4,1,0,0,0,3,2,5,1,4,0,1,3
608,1,21,0,25,689654,1,3,7,1,1,1,1,0,1,0,2,0,0,0,2,3,2,3,1,2,1,0,7
609,0,21,0,12,440074,0,4,4,0,0,1,1,0,0,2,5,1,1,1,2,3,5,5,0,3,0,1,5
610,1,15,0,30,664927,0,1,2,1,1,1,0,1,0,1,5,0,0,1,2,2,4,1,1,1,1,1,6
611,0,18,0,8,570402,1,1,7,0,0,0,0,0,0,1,5,0,1,1,0,2,3,1,0,1,1,1,5
612,1,21,0,18,891874,0,4,1,0,1,0,0,0,0,3,1,0,1,0,1,2,2,1,0,3,0,0,4
613,1,17,0,1,286974,0,3,5,1,1,1,1,0,1,4,3,1,1,0,2,2,5,1,0,2,0,0,8
614,1,19,1,2,582918,0,2,6,0,0,0,1,1,1,0,3,1,0,1,0,2,5,2,1,2,1,1,7
615,0,21,1,7,649667,0,1,3,1,1,0,1,0,0,2,3,1,1,0,1,3,1,5,1,1,0,1,5
616,1,14,1,24,390219,0,1,3,0,0,1,1,1,0,2,4,1,0,0,0,3,2,1,0,4,1,0,5
617,1,14,0,11,817813,1,3,3,1,0,0,1,0,1,3,4,1,1,0,2,2,3,4,1,3,1,1,7
618,1,18,1,20,794401,0,4,5,0,1,0,0,0,0,3,5,1,1,0,2,3,2,2,0,4,0,0,4
619,0,19,0,25,635313,0,2,3,0,1,0,0,0,0,5,0,0,1,1,0,3,2,5,1,4,0,1,6
620,0,17,0,30,270501,0,3,6,1,1,0,0,0,1,3,1,1,1,1,2,2,4,4,0,3,1,0,9
621,1,20,0,25,484068,1,1,2,1,1,1,1,0,1,5,0,1,1,1,1,2,5,3,1,4,0,0,8
622,0,19,1,8,266807,0,3,2,0,0,0,1,0,0,2,3,0,1,0,0,2,2,5,1,3,1,1,5
623,1,21,0,30,466736,1,1,3,0,1,1,0,0,1,1,5,1,0,1,0,2,5,5,0,3,1,1,8
624,0,16,0,11,712739,1,1,7,0,1,1,0,1,1,0,4,0,0,1,0,2,3,2,1,1,1,1,7
625,1,20,0,31,230336,1,3,6,0,0,1,0,1,0,3,3,1,0,0,2,3,4,4,1,4,1,1,5
626,0,18,0,33,776667,1,2,5,0,0,0,1,1,0,2,3,0,1,1,1,3,1,2,0,3,1,0,6
627,0,15,1,19,846900,1,3,2,1,1,1,1,0,1,5,4,0,1,1,0,3,1,4,1,4,1,0,9
628,1,15,0,12,875840,1,4,4,1,0,1,0,1,0,3,4,0,1,0,1,3,1,2,0,3,0,1,4
629,1,18,0,6,335546,1,2,3,0,0,0,1,1,0,2,5,1,0,0,1,3,5,5,0,1,0,1,2
630,1,14,1,31,909027,1,2,2,0,1,1,1,0,1,0,5,1,1,1,1,2,1,1,1,4,0,0,7
631,1,18,0,4,309398,0,2,4,0,1,1,0,1,1,4,0,1,1,1,0,3,5,1,0,2,1,1,10
632,0,20,0,12,984635,1,4,5,0,0,0,1,0,0,3,5,0,0,0,2,2,2,4,0,4,1,1,3
633,0,15,0,3,764512,0,1,3,0,0,0,1,1,0,2,4,0,1,1,2,3,5,1,0,1,0,1,3
634,0,18,0,15,213782,1,4,7,1,1,1,0,1,0,1,3,1,0,0,1,2,3,2,1,2,1,1,6
635,1,16,1,27,891551,0,2,6,1,1,0,1,1,0,2,1,0,0,0,1,2,2,3,1,4,1,0,4
636,0,19,0,33,881029,1,4,7,0,0,0,0,1,0,5,2,0,1,1,0,2,4,2,0,2,1,0,5
637,1,19,0,5,582574,1,2,7,1,0,1,1,0,0,3,0,0,0,1,2,3,1,3,0,1,0,1,5
638,1,15,0,10,739427,0,1,6,0,1,1,1,1,1,4,3,1,1,1,1,3,3,4,1,2,0,1,8
639,1,18,0,33,636908,1,1,4,1,0,1,0,1,0,2,4,1,0,0,2,3,2,2,0,3,0,0,5
640,0,14,0,9,225475,1,2,4,1,1,0,0,0,1,1,1,0,1,1,0,3,1,3,0,2,1,1,8
641,0,17,0,11,834198,0,3,3,1,1,1,0,1,1,4,0,0,0,0,0,2,2,1,1,2,0,1,7
642,1,21,1,28,880884,1,1,1,1,0,1,0,1,1,3,2,1,0,1,1,3,3,5,1,3,1,1,8
643,1,19,0,28,901327,1,3,2,0,0,0,1,0,0,5,0,0,1,0,0,2,1,1,0,4,0,1,4
644,0,21,1,12,487263,1,4,3,0,1,0,0,1,0,5,2,0,1,0,0,2,4,2,1,2,1,1,5
645,1,17,0,20,384466,1,4,1,1,0,0,0,0,0,3,3,1,1,0,1,2,3,3,0,3,1,0,6
646,1,17,1,14,666448,0,3,5,1,0,0,1,1,0,3,1,1,0,0,0,2,5,1,1,1,0,0,5
647,0,20,1,20,215496,1,2,1,1,0,1,0,1,1,3,1,1,1,0,0,2,3,4,0,2,1,1,10
648,0,14,0,28,286583,1,1,2,0,0,0,0,0,0,1,2,0,1,1,0,2,4,4,1,4,0,0,5
649,0,18,0,2,459369,1,2,4,1,0,0,0,0,1,4,3,1,1,1,1,2,4,4,0,3,1,0,8
650,0,20,0,4,936117,0,3,6,1,0,1,0,0,1,1,0,0,0,1,1,2,4,4,1,2,0,1,7
651,0,16,0,32,263164,1,2,7,1,0,1,0,1,1,5,3,0,0,1,0,3,4,4,1,3,0,0,7
652,0,15,0,28,881357,0,2,2,0,1,0,1,1,0,4,5,0,0,1,2,2,1,3,0,1,1,1,4
653,1,15,0,4,552273,0,2,3,0,0,0,0,0,0,1,1,0,1,1,0,3,1,3,1,1,1,1,5
654,1,15,0,8,440859,1,2,7,0,0,0,1,1,0,2,1,0,0,0,0,2,3,2,1,1,0,0,2
655,0,16,1,17,924115,0,4,5,0,1,0,0,1,0,2,4,0,1,1,0,2,5,5,0,4,1,0,6
656,0,19,0,26,738535,1,1,4,0,1,0,1,0,0,5,2,0,0,0,2,2,3,5,0,2,1,0,4
657,0,16,0,19,434185,1,3,1,1,0,0,1,1,0,5,5,1,1,0,2,2,2,2,1,4,0,1,5
658,0,20,1,13,941829,1,2,1,0,1,1,1,0,1,3,5,0,1,1,1,2,4,3,0,2,0,0,7
659,0,20,0,30,526213,0,4,4,0,1,0,0,1,0,5,4,0,0,0,2,2,5,3,1,3,1,1,3
660,1,18,0,11,304041,0,3,6,1,0,1,0,0,1,1,4,1,1,1,2,3,3,5,1,3,0,0,7
661,1,16,0,18,214706,0,2,6,0,0,1,0,1,0,0,4,1,0,0,0,3,5,1,0,1,0,1,5
662,0,18,0,21,465819,0,4,5,0,0,0,1,0,0,2,0,1,1,0,2,2,2,2,0,1,1,0,5
663,1,15,0,15,451746,0,2,5,1,1,1,1,0,1,0,2,1,1,1,1,2,5,4,1,2,1,1,12
664,1,16,1,33,287786,1,2,6,0,1,1,0,1,0,2,5,1,0,1,2,2,4,3,1,4,0,0,5
665,0,14,0,21,748594,1,3,1,0,1,1,0,0,1,4,3,1,1,1,0,2,4,4,0,4,0,1,9
666,0,16,0,31,978253,0,2,3,1,0,0,0,0,0,4,4,0,0,0,2,3,3,2,1,2,0,1,3
667,1,18,0,31,494131,1,4,7,0,1,1,1,0,1,0,0,0,1,0,2,2,3,4,1,3,1,0,8
668,1,18,0,4,343566,1,2,7,0,0,1,0,0,1,0,3,1,1,1,1,3,3,4,1,4,0,1,7
669,0,14,0,31,392108,0,4,4,0,0,1,1,1,0,0,2,0,1,0,0,2,3,1,0,2,1,0,6
670,1,21,0,6,201173,0,4,7,0,0,1,1,0,0,1,3,1,0,0,0,2,1,3,0,2,1,0,5
671,0,19,0,27,195270,0,2,7,1,1,1,0,1,1,3,3,1,1,0,0,2,1,2,0,4,1,1,8
672,0,16,1,6,170341,1,4,3,0,0,0,0,1,0,0,1,1,0,0,2,3,2,2,1,2,0,1,3
673,0,18,0,29,294700,1,3,4,0,1,1,0,0,1,5,4,0,1,1,1,3,2,5,0,3,1,1,7
674,1,16,0,22,353173,1,3,7,0,1,1,0,1,0,1,1,0,0,0,0,2,1,1,1,4,1,1,5
675,1,16,0,29,255802,0,3,2,1,0,1,1,0,1,5,3,1,0,1,1,2,1,5,1,2,1,1,7
676,0,14,1,27,235872,0,1,5,0,1,0,0,0,0,0,1,1,1,0,2,2,4,1,1,4,0,1,6
677,0,15,1,31,620822,0,2,7,1,0,1,1,0,0,2,5,0,0,0,2,3,4,4,0,2,1,0,6
678,1,19,0,22,332125,1,4,5,0,0,0,1,0,0,1,3,1,1,0,1,3,3,1,1,3,1,1,5
679,0,18,0,24,778060,0,4,1,1,1,1,1,1,0,0,3,0,0,0,2,2,2,3,1,1,0,0,5
680,1,17,0,15,748186,1,4,6,0,0,1,0,1,0,0,0,1,0,0,2,2,4,4,0,2,0,1,6
681,1,17,0,20,111393,0,3,4,1,0,0,1,1,0,1,1,0,0,0,2,3,4,3,1,2,1,1,4
682,1,15,0,31,966594,1,3,4,0,0,0,1,1,0,2,4,1,1,1,1,3,4,1,1,2,1,1,6
683,0,14,0,13,907939,1,2,4,0,0,0,0,1,0,5,2,0,0,0,2,2,3,2,1,1,0,0,1
684,0,16,0,14,730359,0,1,1,1,1,1,1,1,1,5,5,1,1,0,1,2,1,4,0,1,1,1,9
685,1,19,0,32,770323,0,1,1,0,0,0,0,1,0,2,1,1,0,0,1,2,5,3,0,1,1,0,4
686,1,15,0,16,983546,1,2,5,1,1,1,0,1,1,2,3,0,0,1,1,3,4,2,1,3,0,0,7
687,1,19,1,23,498311,0,4,1,0,1,1,1,0,0,0,4,1,1,0,1,2,2,1,0,1,0,0,6
688,0,20,1,27,534147,1,4,2,0,1,1,1,0,1,3,1,1,1,0,0,2,4,4,1,2,1,1,8
689,1,19,0,7,198465,0,4,3,0,1,0,0,1,0,2,3,0,1,0,0,3,1,4,1,1,1,1,5
690,1,18,0,10,500538,1,4,3,0,0,1,1,1,0,4,4,0,0,1,2,2,5,4,1,1,0,0,3
691,0,16,1,17,278621,0,3,5,0,1,0,1,0,0,1,2,0,0,1,2,3,2,2,1,2,1,0,6
692,1,19,0,22,191375,0,2,7,1,0,0,1,0,0,3,5,1,0,1,0,2,5,5,1,1,1,1,6
693,0,16,0,22,862145,1,4,2,0,1,0,1,1,0,5,1,0,0,0,1,3,2,4,1,4,0,1,2
694,0,20,0,13,927814,0,4,5,0,1,0,1,1,0,3,4,0,1,1,1,2,2,3,0,1,0,1,4
695,1,17,0,13,682806,1,3,4,0,0,1,0,0,1,4,2,0,1,1,0,2,2,1,0,3,1,1,7
696,1,19,0,20,870885,1,3,5,1,0,1,0,0,0,2,1,0,0,1,2,2,4,2,0,4,0,0,5
697,0,20,0,15,598152,0,2,4,0,1,1,1,0,1,5,2,1,1,1,2,3,2,3,0,2,1,1,8
698,1,21,1,24,937476,0,3,2,1,1,0,1,1,0,3,4,0,0,1,0,3,5,5,1,4,0,1,5
